Name,Position,Min,Pts,Reb,Ast,Stl,Blk,TO,FP,Cost,Value
Anthony Davis,PF,38.77,27.4,11.5,2.5,1.3,2.4,2.4,50.0,$12000,4.16
Stephen Curry,PG,33.35,27.8,4.8,6.5,1.8,0.2,3.0,44.3,$9100,4.87
Giannis Antetokounmpo,SG,37.42,20.3,8.7,5.4,1.8,2.4,3.2,44.0,$9900,4.45
Kevin Durant,SF,33.44,25.1,7.7,4.3,1.1,1.2,2.5,42.9,$9700,4.42
Jimmy Butler,SF,37.23,23.6,6.3,5.3,1.8,0.6,2.2,41.7,$9000,4.63
Kawhi Leonard,SF,33.63,24.0,6.5,3.8,1.9,1.0,1.9,41.4,$8300,4.99
Damian Lillard,PG,36.40,24.9,4.3,6.9,1.0,0.3,3.1,39.9,$9500,4.2
Draymond Green,PF,32.92,13.1,8.8,7.2,1.9,1.5,2.5,38.8,$8100,4.79
Kristaps Porzingis,PF,35.44,19.9,9.5,1.7,0.7,1.8,1.7,37.2,$8300,4.48
Paul George,SF,36.06,22.0,6.8,3.6,2.0,0.3,3.3,36.9,$8300,4.44
C.J. McCollum,SG,35.06,22.6,3.9,4.6,1.3,0.4,2.4,35.2,$7400,4.75
Myles Turner,C,34.14,16.4,8.6,1.3,0.9,2.9,1.8,34.5,$6200,5.56
Dwyane Wade,SG,33.11,19.8,4.4,4.7,1.6,0.6,2.4,34.1,$7300,4.68
LaMarcus Aldridge,PF,33.55,18.6,8.4,1.9,0.8,1.3,1.8,33.9,$6300,5.39
Jrue Holiday,PG,34.08,18.1,3.9,6.5,1.6,0.4,3.2,33.3,$7100,4.69
Eric Bledsoe,PG,31.77,18.4,4.4,5.2,1.4,0.4,3.0,32.1,$8300,3.87
Rajon Rondo,PG,34.86,9.8,6.7,8.8,1.6,0.3,3.1,31.7,$6000,5.29
Jeff Teague,PG,31.44,15.2,3.3,7.0,1.8,0.5,2.7,31.6,$7000,4.51
Nikola Jokic,PF,29.49,13.4,9.4,3.2,1.0,0.9,1.9,31.4,$6000,5.23
Pau Gasol,C,27.81,14.1,8.6,2.8,0.6,1.5,1.6,31.2,$6000,5.2
Klay Thompson,SG,32.84,22.1,3.7,2.2,0.6,0.6,1.8,30.4,$6500,4.68
Mason Plumlee,C,31.87,11.2,8.7,3.9,1.1,1.4,2.2,30.3,$6200,4.89
Jabari Parker,PF,34.32,19.0,5.5,2.2,1.1,0.3,1.6,30.1,$6300,4.78
Robin Lopez,C,30.12,11.6,8.6,1.2,0.3,1.9,1.3,26.8,$5100,5.26
Wilson Chandler,SF,30.52,15.9,6.4,1.7,0.8,0.2,1.5,26.6,$5900,4.51
Thaddeus Young,PF,30.64,12.4,6.9,1.6,1.2,0.8,1.4,25.7,$4900,5.24
Greg Monroe,C,22.85,11.8,7.3,2.0,1.2,0.6,1.6,25.6,$4800,5.33
Danilo Gallinari,SF,33.26,16.2,4.7,2.1,0.7,0.3,1.5,25.5,$5700,4.47
Brandon Jennings,PG,31.91,12.2,3.4,6.3,1.1,0.1,2.7,25.4,$4800,5.3
Taj Gibson,PF,27.67,10.8,7.6,1.5,0.7,1.1,1.4,24.4,$5300,4.6
Maurice Harkless,SF,31.49,12.5,6,1.4,1.3,0.5,1.3,24.1,$4900,4.92
Tyson Chandler,C,28.57,8.4,10.2,0.7,0.7,1.1,1.5,23.8,$5600,4.25
John Henson,C,25.65,9.5,7.8,1.0,0.6,1.7,1.3,23.7,$4600,5.14
JaVale McGee,C,15.30,10.4,7.4,0.8,0.6,1.6,1.4,23.5,$3500,6.71
Devin Booker,SG,31.85,16.3,2.8,2.9,0.7,0.2,2.4,23.4,$5600,4.18
T.J. Warren,SF,29.45,13.8,4.2,1.2,1.4,0.2,1.1,22.7,$5500,4.13
Terrence Jones,PF,25.98,11.7,6.3,0.9,0.6,1.0,1.4,22.4,$4500,4.98
Kyle O'Quinn,C,23.38,8.5,7.1,1.1,0.6,1.7,1.3,22.0,$5100,4.31
Will Barton,SG,27.02,12.2,4.2,1.9,0.8,0.4,1.5,21.0,$5200,4.04
Langston Galloway,SG,27.52,12.1,3.2,2.0,1.2,0.2,1.2,20.5,$4100,5.01
Evan Turner,SF,26.00,9.4,3.9,3.6,0.8,0.3,1.5,20.2,$4700,4.29
Glenn Robinson III,SF,30.04,10.3,4.6,1.4,0.9,0.7,1.1,20.0,$4400,4.55
Patrick Mills,PG,23.87,11.3,2,3.6,1.0,0.1,1.4,19.9,$4400,4.52
Courtney Lee,SG,32.42,11.2,3.2,1.9,1.1,0.2,1.1,19.4,$4100,4.73
Jusuf Nurkic,C,19.14,8.7,6.2,1.4,0.5,1.0,1.9,19.3,$4400,4.4
Joakim Noah,C,21.36,5.1,7.4,2.6,0.6,0.8,1.5,19.2,$4400,4.36
Gary Harris,SG,24.24,11.5,3,2.3,0.8,0.2,1.4,19.2,$4500,4.26
Alex Len,PF,21.21,7.7,7,0.8,0.4,1.2,1.4,19.1,$4800,3.98
Tony Parker,PG,23.45,10.0,2,4.6,0.6,0.1,1.6,19.1,$4200,4.55
Emmanuel Mudiay,PG,23.63,10.2,3.3,3.8,0.6,0.3,2.6,19.1,$4900,3.89
