Name,Position,Min,Pts,Reb,Ast,Stl,Blk,TO,FP,Cost,Value
James Harden,SG,37.86,27.3,6.2,8.9,1.6,0.5,4.9,47.4,$11400,4.16
LeBron James,SF,35.27,24.3,7.3,7.4,1.5,0.7,2.8,45.8,$10000,4.58
DeMarcus Cousins,C,33.96,25.5,10.8,3.2,1.2,1.3,3.0,45.3,$10400,4.35
Anthony Davis,PF,36.91,24.7,10.7,2.2,1.1,2.2,2.3,45.1,$11900,3.79
Blake Griffin,PF,36.28,23.5,9,4.4,1.3,0.9,2.6,42.7,$9200,4.64
Damian Lillard,PG,36.20,25.2,4.3,6.6,1.1,0.3,2.9,40.2,$9500,4.23
Giannis Antetokounmpo,SG,35.41,18.2,8.1,5.1,1.4,1.6,3.0,38.6,$10200,3.78
Paul Millsap,PF,32.87,17.2,8.9,3.7,2.0,1.4,2.2,38.0,$7800,4.88
Chris Paul,PG,32.93,18.0,4.5,8.1,2.2,0.3,2.8,37.8,$9100,4.15
Kyrie Irving,PG,33.70,22.2,4,5.7,1.3,0.3,2.3,36.5,$7400,4.93
Kevin Love,PF,32.02,18.3,10.7,2.3,1.0,0.6,2.1,35.7,$8400,4.25
Eric Bledsoe,PG,35.56,20.7,5.1,5.5,1.6,0.3,3.8,35.1,$7800,4.5
C.J. McCollum,SG,35.94,22.3,4,4.6,1.2,0.3,2.3,34.7,$7200,4.82
Brook Lopez,C,31.21,20.3,7.3,1.7,0.7,1.7,2.4,34.0,$7100,4.79
Rudy Gay,SF,34.87,19.0,6,2.5,1.5,0.9,2.1,32.7,$7100,4.6
Nikola Vucevic,C,28.74,16.1,8.5,2.4,0.8,0.9,1.6,31.7,$6800,4.66
Dwight Howard,C,29.20,11.7,11.1,1.4,0.9,2.1,1.9,31.2,$8000,3.9
Jeff Teague,PG,31.53,15.7,3.5,7.0,1.3,0.5,3.0,31.0,$7100,4.37
Dennis Schroder,PG,30.81,15.5,3.7,7.3,1.2,0.2,3.1,30.6,$5300,5.77
Jrue Holiday,PG,29.04,16.5,3.1,6.1,1.3,0.5,2.8,30.2,$7400,4.08
DeAndre Jordan,C,30.16,10.8,11.2,0.9,0.6,1.8,1.3,29.1,$6700,4.34
Dirk Nowitzki,PF,30.15,16.2,6.6,1.8,0.7,0.9,1.3,28.7,$5800,4.95
Emmanuel Mudiay,PG,31.39,14.4,4,5.9,1.4,0.4,3.4,28.3,$5700,4.96
Trevor Booker,PF,30.56,11.6,8.9,1.9,1.5,0.8,1.6,28.1,$5600,5.02
Mason Plumlee,C,27.65,10.2,8.6,3.4,0.9,1.1,1.8,27.8,$5700,4.88
Elfrid Payton,PG,31.67,12.5,3.7,6.7,1.2,0.4,2.4,27.8,$5800,4.79
Thaddeus Young,PF,32.05,13.8,7.8,1.8,1.3,0.4,1.6,27.7,$5600,4.94
Wilson Chandler,SF,29.36,15.2,6.5,2.3,1.0,0.4,1.7,27.6,$6200,4.44
Louis Williams,SG,29.74,17.6,2.8,3.2,1.5,0.1,1.9,27.1,$4900,5.52
Ryan Anderson,PF,32.71,16.4,6.6,1.5,0.5,0.4,1.6,26.8,$4500,5.95
Jabari Parker,PF,32.89,16.0,5.7,1.7,1.0,0.4,1.5,26.7,$6600,4.04
Julius Randle,PF,27.37,12.3,9.1,2.1,0.6,0.6,2.3,26.5,$6500,4.07
Tim Frazier,PG,31.49,11.6,3.7,7.2,1.0,0.2,2.8,26.4,$5300,4.99
Myles Turner,C,28.98,11.7,8,1.1,0.7,1.6,1.4,26.2,$6300,4.15
Trevor Ariza,SF,35.35,13.1,4.8,2.5,2.1,0.3,1.3,26.1,$5300,4.93
Serge Ibaka,PF,28.92,13.0,7.4,1.0,0.4,1.6,1.6,25.8,$6100,4.23
Monta Ellis,SG,33.58,12.7,3.6,4.8,1.6,0.4,2.5,25.7,$5200,4.95
Jusuf Nurkic,C,23.58,11.9,7.6,1.8,0.9,1.2,2.4,25.5,$4700,5.43
Harrison Barnes,SF,34.26,16.5,5.5,1.6,0.5,0.2,1.4,25.5,$5900,4.32
Kenneth Faried,PF,24.75,10.2,9.3,0.9,0.8,1.2,1.3,25.4,$5900,4.31
Nikola Jokic,PF,24.12,10.3,7.5,2.7,1.0,0.7,1.5,25.3,$4600,5.49
Clint Capela,C,25.64,9.9,8.8,0.7,0.5,1.9,1.4,24.9,$5900,4.22
Deron Williams,PG,30.67,13.4,2.5,5.6,0.7,0.2,2.2,24.4,$6000,4.07
Robert Covington,SF,28.63,11.0,6.4,1.5,1.5,1.0,1.7,24.2,$4400,5.51
Tristan Thompson,C,28.64,8.0,9.9,1.1,0.6,1.1,0.8,24.1,$4900,4.92
Jahlil Okafor,C,26.59,13.6,6,1.3,0.4,1.1,1.8,24.0,$4200,5.7
Jordan Clarkson,SG,30.39,14.6,3.4,2.8,1.4,0.2,2.2,23.9,$5000,4.78
Alex Len,PF,23.09,9.3,9,1.0,0.5,1.3,1.7,23.5,$5100,4.61
Brandon Knight,SG,26.37,14.2,2.9,3.8,0.9,0.3,2.4,23.4,$4300,5.44
Darren Collison,PG,28.67,13.1,2.2,4.8,1.0,0.1,1.8,23.3,$6000,3.89
Evan Fournier,SG,32.99,15.1,2.9,3.0,1.1,0.0,2.0,23.3,$5400,4.31
Sean Kilpatrick,SG,28.59,15.9,3.5,2.2,0.7,0.2,2.0,23.2,$5100,4.55
Jamal Murray,PG,29.56,13.5,4.4,2.4,0.9,0.3,1.8,23.0,$4200,5.47
Terrence Jones,PF,26.10,11.7,6.3,1.1,0.8,0.8,1.2,22.9,$5100,4.49
Devin Booker,SG,29.16,16.1,2.5,2.6,0.6,0.3,2.1,22.7,$5800,3.91
Eric Gordon,SG,29.53,14.1,3.2,2.4,0.9,0.4,1.5,22.6,$4600,4.92
Seth Curry,SG,31.89,13.2,3,3.5,1.0,0.2,1.9,22.6,$4600,4.9
Patrick Beverley,PG,29.30,9.9,3.9,3.7,1.5,0.4,1.5,22.4,$4600,4.88
J.R. Smith,SG,32.86,13.1,3.1,1.9,1.5,0.3,0.9,22.4,$4000,5.59
Joel Embiid,C,24.01,12.1,6.1,1.2,0.5,1.1,2.2,22.2,$6000,3.7
Kent Bazemore,SF,27.38,11.0,4.1,2.5,1.5,0.6,1.9,22.0,$4800,4.58
J.J. Redick,SG,29.00,15.6,2.7,1.5,0.9,0.1,1.4,21.7,$4600,4.72
Sergio Rodriguez,PG,28.29,9.6,4.1,4.4,0.9,0.4,2.1,21.6,$4200,5.15
Jameer Nelson,PG,30.21,10.0,2.9,5.4,0.9,0.2,2.2,21.6,$4000,5.4
