Name,Position,Min,Pts,Reb,Ast,Stl,Blk,TO,FP,Cost,Value
Russell Westbrook,PG,35.19,29.8,9.6,9.7,1.6,0.3,5.0,54.7,$12700,4.3
Anthony Davis,PF,36.32,26.8,11.4,2.1,1.1,2.3,2.5,47.9,$10900,4.4
LeBron James,SF,37.43,25.8,7.8,8.6,1.4,0.5,4.0,47.9,$11600,4.13
Giannis Antetokounmpo,SG,35.85,23.5,9.3,5.5,1.7,1.7,2.9,46.8,$11300,4.14
DeMarcus Cousins,C,34.40,25.6,10.7,4.4,1.3,1.3,3.5,46.7,$10500,4.45
John Wall,PG,36.55,22.3,4.8,10.3,1.9,0.5,4.1,44.2,$10700,4.13
Nikola Jokic,PF,33.58,20.7,11.1,5.2,1.0,1.1,2.8,43.2,$10100,4.28
Karl-Anthony Towns,C,36.41,22.6,11.5,2.7,0.6,1.5,2.6,42.1,$10600,3.97
Blake Griffin,PF,33.88,22.2,8.5,4.9,0.9,0.5,2.6,40.0,$9100,4.39
Chris Paul,PG,31.33,17.7,4.8,9.1,2.2,0.2,2.5,39.4,$8700,4.53
Damian Lillard,PG,36.12,24.9,4.6,6.1,0.8,0.3,2.6,39.2,$8700,4.5
Jusuf Nurkic,C,33.36,18.0,11.4,3.1,1.3,1.7,3.7,38.6,$6800,5.68
DeMar DeRozan,SG,35.98,26.1,5.2,3.8,1.1,0.2,2.3,38.3,$9700,3.95
Kyrie Irving,PG,35.43,24.3,3.6,6.1,1.3,0.3,2.7,38.3,$9300,4.12
Andre Drummond,C,30.74,15.7,14.1,1.0,1.6,1.2,2.0,37.7,$8000,4.72
Marc Gasol,C,34.53,20.3,6.8,4.3,0.9,1.5,2.3,37.4,$8000,4.68
Kemba Walker,PG,34.72,23.0,4,5.5,1.2,0.3,2.4,36.7,$8400,4.36
Hassan Whiteside,C,32.68,16.0,13,0.7,0.7,2.1,2.0,36.3,$8500,4.26
Eric Bledsoe,PG,33.36,20.7,4.7,6.4,1.4,0.4,3.4,36.1,$8400,4.3
Paul Millsap,PF,34.24,18.1,8,3.4,1.4,0.9,2.3,35.1,$7900,4.44
C.J. McCollum,SG,35.18,23.9,4.1,3.6,1.0,0.5,2.4,34.8,$7000,4.97
Carmelo Anthony,SF,34.40,22.1,5.8,2.8,0.9,0.5,2.0,34.1,$7600,4.48
Gordon Hayward,SF,34.65,21.5,5.1,3.9,0.9,0.2,1.9,33.8,$7800,4.33
Rudy Gobert,C,33.32,12.7,12.3,1.0,0.7,2.5,1.8,33.6,$7800,4.3
Mike Conley,PG,33.29,19.4,3.4,6.1,1.3,0.3,2.3,33.5,$7700,4.35
Bradley Beal,SG,35.09,22.9,3.3,3.7,1.1,0.2,2.0,33.0,$7600,4.34
Nicolas Batum,SG,34.70,15.6,6.5,5.9,1.2,0.4,2.7,32.8,$7200,4.55
Jrue Holiday,PG,32.81,16.1,4,7.3,1.6,0.5,3.4,32.7,$7500,4.35
Goran Dragic,PG,33.78,19.8,3.8,5.9,1.0,0.2,3.0,32.6,$7700,4.24
Kristaps Porzingis,PF,32.87,18.4,7.6,1.3,0.6,1.8,1.7,32.6,$6400,5.09
DeAndre Jordan,C,31.24,12.3,13.1,1.0,0.6,1.6,1.4,32.5,$7400,4.39
Cody Zeller,C,36.03,14.2,9,2.1,1.1,1.3,1.4,31.6,$5100,6.19
Andrew Wiggins,SF,37.17,22.3,4.1,2.6,1.0,0.3,2.3,31.4,$7700,4.08
David Lee,PF,33.17,13.0,10.8,2.5,0.4,1.2,1.7,31.2,$4700,6.64
Dwight Howard,C,29.34,12.2,11.8,1.2,0.9,1.3,2.1,30.5,$7100,4.29
Pau Gasol,C,26.68,14.0,8.5,2.7,0.4,1.3,1.4,30.3,$5800,5.22
George Hill,PG,32.18,18.1,3.4,4.4,1.1,0.2,1.8,29.6,$6100,4.85
Dennis Schroder,PG,30.97,17.5,2.9,6.1,0.9,0.2,3.0,29.3,$7100,4.13
Serge Ibaka,PF,31.27,15.8,7.1,1.1,0.6,1.8,1.5,29.3,$6800,4.3
Devin Booker,SG,34.92,20.6,3.3,3.4,0.9,0.3,3.0,29.1,$6200,4.69
Dario Saric,PF,33.36,15.2,8.4,2.5,0.9,0.3,2.5,28.9,$7500,3.86
Ricky Rubio,PG,32.27,9.5,4.2,8.7,1.8,0.1,2.5,28.9,$7100,4.07
Harrison Barnes,SF,35.70,19.6,5,1.8,0.8,0.2,1.5,28.8,$6000,4.8
Derrick Rose,PG,32.78,17.9,3.6,4.5,0.8,0.3,2.4,28.8,$6500,4.43
Marcin Gortat,C,32.98,11.6,11.1,1.3,0.5,1.1,1.5,28.6,$5700,5.01
Alan Williams,C,23.03,12.4,9.6,0.4,1.2,1.5,1.4,28.5,$5600,5.09
Khris Middleton,SF,30.54,16.5,3.9,4.2,1.4,0.3,2.4,28.5,$6800,4.19
Otto Porter,SF,33.44,14.5,6.4,1.6,1.6,0.6,0.8,28.2,$5900,4.78
Wilson Chandler,SF,31.32,16.6,6.6,2.0,0.8,0.4,1.8,28.1,$7000,4.02
