Name,Position,Min,Pts,Reb,Ast,Stl,Blk,TO,FP,Cost,Value
Russell Westbrook,PG,36.26,29.3,9.9,10.2,1.7,0.3,5.3,55.2,$12200,4.52
James Harden,SG,37.65,28.9,7.9,10.9,1.6,0.5,5.7,53.2,$12500,4.26
DeMarcus Cousins,C,34.71,27.3,11.2,4.1,1.4,1.4,3.4,49.1,$11400,4.31
Anthony Davis,PF,36.05,26.4,11.6,2.2,1.3,2.2,2.6,48.0,$11200,4.29
John Wall,PG,37.10,22.9,4.7,10.2,2.2,0.5,4.2,45.0,$10500,4.29
Kyle Lowry,PG,38.49,24.7,5,7.5,1.6,0.3,3.0,42.8,$8700,4.91
Kawhi Leonard,SF,34.63,26.0,6.3,3.7,1.9,0.7,2.2,42.1,$9600,4.39
Kemba Walker,PG,36.65,24.9,4.4,6.3,1.3,0.3,2.3,40.5,$8300,4.88
Damian Lillard,PG,35.71,25.1,4.6,5.9,0.8,0.3,2.8,38.9,$8300,4.68
Carmelo Anthony,SF,36.37,24.3,6.3,3.3,0.8,0.4,2.0,37.2,$8500,4.38
C.J. McCollum,SG,35.60,24.0,4.1,3.8,1.1,0.6,2.4,35.6,$7900,4.51
Jrue Holiday,PG,34.54,16.6,4,7.9,1.5,0.4,3.1,34.0,$7800,4.35
Nicolas Batum,SG,36.18,15.3,6.9,6.4,1.1,0.4,2.7,33.5,$7300,4.59
LaMarcus Aldridge,PF,32.58,18.1,7.7,2.2,0.6,1.1,1.4,32.6,$7800,4.18
Bradley Beal,SG,35.20,22.4,3,3.9,1.1,0.2,2.1,32.4,$7000,4.62
Mason Plumlee,C,29.57,12.1,8.5,4.0,0.9,1.2,1.8,30.7,$7400,4.15
Kristaps Porzingis,PF,30.11,16.8,6.7,1.2,0.6,1.7,1.6,29.6,$6500,4.56
Kenneth Faried,PF,28.22,12.2,10.1,1.2,1.0,1.2,1.2,29.3,$6600,4.44
Markieff Morris,PF,34.88,15.5,7.2,2.0,1.2,0.8,2.1,29.0,$6900,4.21
Steven Adams,C,34.29,13.4,8.9,1.2,1.2,1.3,2.1,28.8,$6000,4.8
Otto Porter,SF,33.48,14.5,6.3,1.7,1.4,0.5,0.8,27.6,$6600,4.18
Danilo Gallinari,SF,34.24,17.7,5,2.2,0.7,0.3,1.4,27.6,$7000,3.94
Brandon Jennings,PG,35.55,12.3,3.7,7.1,1.2,0.1,2.9,27.1,$5600,4.84
Victor Oladipo,SG,35.35,16.4,4.3,2.7,1.2,0.3,1.6,27.0,$6000,4.5
Louis Williams,SG,24.54,18.5,2.5,3.2,1.2,0.2,2.1,27.0,$6200,4.35
D'Angelo Russell,PG,26.51,14.6,3.8,4.8,1.3,0.2,2.7,26.7,$5700,4.68
Marcin Gortat,C,30.68,10.4,10.1,1.4,0.5,1.2,1.4,26.6,$6500,4.1
Patrick Beverley,PG,32.54,10.2,5.5,4.5,1.7,0.4,1.5,26.3,$5300,4.95
Wilson Chandler,SF,28.25,15.2,6.3,1.9,0.7,0.3,1.5,26.1,$5700,4.58
Norman Powell,SG,33.13,14.5,4.7,2.1,1.6,0.5,1.4,26.1,$4200,6.21
Trevor Ariza,SF,36.48,12.9,5.3,2.3,2.0,0.2,1.1,26.0,$5100,5.1
Michael Kidd-Gilchrist,SF,32.48,10.9,8.1,1.4,0.9,1.1,0.9,25.8,$5500,4.69
David Lee,PF,27.40,10.8,8.6,2.2,0.6,0.8,1.5,25.7,$5700,4.51
Ivica Zubac,C,25.50,11.6,8.5,1.1,0.4,1.4,1.6,25.5,$3900,6.53
Jonas Valanciunas,C,27.10,11.2,9.8,0.7,0.5,0.9,1.5,25.3,$5800,4.36
Spencer Hawes,C,28.16,11.8,6.9,2.4,0.4,1.4,2.0,25.3,$4900,5.16
Tarik Black,C,24.40,10.5,9,1.0,0.7,1.1,1.3,25.1,$3600,6.97
Gary Harris,SG,31.61,14.2,3.5,3.2,1.0,0.2,1.2,24.4,$5000,4.88
Eric Gordon,SG,28.84,16.2,2.7,2.9,0.6,0.4,1.6,24.2,$5700,4.24
Marvin Williams,PF,30.18,12.5,6,1.5,0.8,0.6,0.9,23.9,$5100,4.68
