Name,Position,Min,Pts,Reb,Ast,Stl,Blk,TO,FP,Cost,Value
Russell Westbrook,PG,36.70,27.4,8.2,10.1,1.8,0.3,4.9,51.7,$11500,4.49
DeMarcus Cousins,C,35.57,25.2,11,3.4,1.4,1.3,3.3,45.6,$9600,4.75
James Harden,SG,38.04,28.0,5.5,8.0,1.4,0.4,4.6,45.6,$11500,3.97
Kyle Lowry,PG,37.28,22.6,6.2,7.3,2.1,0.8,2.9,43.9,$8000,5.49
Kawhi Leonard,SF,33.96,24.3,6.7,4.0,1.9,1.1,2.1,42.2,$8500,4.97
Kevin Durant,SF,34.82,26.6,6.7,3.8,1.1,0.9,2.9,41.4,$9600,4.32
Stephen Curry,PG,35.15,26.5,4.6,6.2,1.3,0.3,3.2,41.3,$9000,4.59
Blake Griffin,PF,33.78,23.3,8,4.2,1.1,0.7,2.2,40.6,$8700,4.67
Andre Drummond,C,32.31,16.0,14.6,0.9,1.4,1.3,1.7,38.6,$8100,4.76
Chris Paul,PG,31.38,19.7,4.1,7.5,2.1,0.2,2.3,38.2,$9300,4.1
Paul George,SF,35.21,22.5,6.9,4.0,1.7,0.4,3.0,38.0,$8500,4.47
Draymond Green,PF,35.45,13.3,9.3,6.7,1.5,1.4,2.6,37.7,$8300,4.54
DeMar DeRozan,SG,37.44,23.8,4.7,5.1,1.3,0.2,2.4,37.7,$9200,4.1
Carmelo Anthony,SF,35.00,22.4,7.2,4.1,0.8,0.5,2.4,37.4,$7900,4.73
Giannis Antetokounmpo,SG,35.03,17.7,7.9,4.5,1.4,1.6,2.9,37.0,$9600,3.86
John Wall,PG,32.76,17.3,4.9,8.6,1.8,0.7,4.2,36.9,$8900,4.14
Paul Millsap,PF,32.72,16.7,9.1,3.5,1.8,1.2,2.2,36.7,$7400,4.96
Isaiah Thomas,PG,33.52,22.8,2.9,6.3,1.1,0.2,2.7,35.6,$8300,4.29
LaMarcus Aldridge,PF,33.01,19.4,8.9,2.0,0.5,1.4,1.8,35.1,$7000,5.01
Kevin Love,PF,34.64,18.2,10.4,2.4,0.7,0.5,1.8,34.9,$7500,4.65
Markieff Morris,PF,34.49,16.1,9.7,2.9,1.2,1.5,2.8,34.7,$5900,5.88
Marcin Gortat,C,34.67,14.8,12,1.3,0.7,1.7,1.7,34.3,$6400,5.35
Pau Gasol,C,28.52,15.7,9.1,2.7,0.5,1.6,1.9,33.0,$6000,5.5
Nikola Vucevic,C,28.78,16.9,8.8,2.4,0.7,0.8,1.6,32.5,$6500,4.99
Kyrie Irving,PG,36.26,20.9,4,4.3,1.1,0.3,2.7,32.3,$7400,4.36
Danilo Gallinari,SF,35.77,21.4,4.8,2.5,1.0,0.3,1.7,31.8,$5900,5.39
DeAndre Jordan,C,32.22,11.6,12.2,0.8,0.6,2.3,1.5,31.7,$6800,4.67
Kristaps Porzingis,PF,32.27,16.6,7.7,1.2,0.7,1.9,1.8,31.0,$6900,4.5
Marc Gasol,C,31.50,15.2,7.2,3.3,0.7,1.4,2.1,30.9,$6900,4.48
Mike Conley,PG,33.67,16.7,3.2,5.8,1.6,0.2,2.2,30.6,$6900,4.44
Rudy Gay,SF,35.87,18.4,5.9,1.9,1.4,0.8,2.1,30.6,$7400,4.14
Dennis Schroder,PG,30.78,15.9,3.5,7.4,1.2,0.2,3.4,30.6,$6100,5.02
Dwight Howard,C,29.60,12.3,10.7,1.2,0.8,2.0,2.0,30.5,$7900,3.87
Eric Bledsoe,PG,33.44,18.0,4.5,5.0,1.2,0.2,3.3,30.4,$7500,4.05
Terrence Jones,PF,32.91,14.4,8.9,1.5,0.9,1.2,1.7,29.8,$4500,6.63
Jeff Teague,PG,31.67,15.6,3.2,6.7,1.3,0.3,3.0,29.7,$6300,4.71
Klay Thompson,SG,34.14,20.8,3.7,2.0,0.9,0.5,1.8,29.2,$5800,5.04
Serge Ibaka,PF,30.92,14.6,7.6,1.3,0.5,1.6,1.6,28.3,$5700,4.96
Emmanuel Mudiay,PG,31.12,14.6,4,5.9,1.3,0.5,3.6,28.3,$5600,5.04
Kelly Olynyk,C,32.10,14.5,7.1,2.5,1.0,0.4,1.4,28.2,$3900,7.22
Tobias Harris,PF,34.68,15.3,6.5,2.2,0.9,0.6,1.4,28.0,$6000,4.67
Kenneth Faried,PF,26.40,12.2,10,1.0,0.7,1.1,1.4,27.9,$6000,4.65
Victor Oladipo,SG,32.81,15.1,4.4,4.1,1.3,0.2,2.0,27.5,$5100,5.4
Steven Adams,C,31.52,9.8,10.8,0.7,0.8,1.8,1.5,27.5,$5100,5.39
Elfrid Payton,PG,30.81,12.1,3.7,6.5,1.3,0.3,2.4,27.1,$5800,4.67
Tim Frazier,PG,33.01,12.0,3.8,7.0,1.2,0.2,2.8,27.1,$5400,5.01
T.J. Warren,SF,35.52,16.5,4.9,1.6,1.4,0.3,1.2,27.0,$6300,4.28
Jabari Parker,PF,33.71,16.4,5.9,1.9,1.0,0.3,2.0,26.9,$6400,4.21
Jameer Nelson,PG,30.87,12.1,3,6.4,1.2,0.5,2.4,26.3,$3800,6.92
Otto Porter,SF,34.31,13.3,5.8,2.2,1.7,0.4,1.5,26.3,$6300,4.17
Devin Booker,SG,33.60,18.3,2.8,3.0,0.7,0.5,2.3,26.3,$6500,4.04
Ishmael Smith,PG,29.15,11.2,3.4,6.8,1.1,0.3,2.3,26.0,$5300,4.9
Robert Covington,SF,29.02,12.2,6.5,1.6,2.0,0.8,2.1,25.9,$4600,5.63
Evan Fournier,SG,34.34,16.6,3.3,3.0,1.3,0.1,2.0,25.9,$5600,4.62
Ryan Anderson,PF,32.19,16.4,6.4,1.1,0.5,0.3,1.5,25.8,$5000,5.17
Monta Ellis,SG,33.53,12.8,3.5,4.7,1.7,0.3,2.4,25.7,$5500,4.66
Myles Turner,C,28.98,12.7,7.5,1.1,0.4,1.6,1.9,25.5,$6100,4.17
Jonas Valanciunas,C,29.51,12.0,9,0.8,0.4,1.0,1.5,25.3,$5800,4.36
Nikola Jokic,PF,24.05,11.6,7,2.2,1.1,0.7,1.7,25.2,$4400,5.73
Derrick Rose,PG,32.10,15.6,3.5,4.3,0.7,0.2,3.2,24.9,$5700,4.36
Avery Bradley,SG,34.66,15.3,4.2,2.1,1.2,0.2,1.6,24.7,$7000,3.53
Harrison Barnes,SF,35.76,15.0,5.1,1.5,0.8,0.3,1.1,24.5,$6000,4.08
Marcus Smart,PG,35.36,11.1,3.9,4.0,1.9,0.1,1.4,24.4,$5700,4.28
Wilson Chandler,SF,28.40,13.3,6.1,2.0,1.0,0.2,1.7,24.3,$5200,4.68
Clint Capela,C,25.89,9.1,8.4,0.8,0.8,1.8,1.3,24.3,$5000,4.86
Eric Gordon,SG,32.11,14.4,3.9,2.5,1.1,0.5,1.9,24.1,$5200,4.64
Alexis Ajinca,C,22.63,10.1,8.4,1.1,0.7,1.4,1.9,24.1,$3500,6.89
Darren Collison,PG,31.24,12.7,3,4.9,1.0,0.1,1.8,24.1,$5900,4.08
Dario Saric,PF,28.81,12.5,6.3,2.2,0.7,0.5,1.8,24.0,$4100,5.84
Deron Williams,PG,31.32,12.8,2.7,5.2,0.8,0.3,2.3,23.7,$6300,3.77
Greg Monroe,C,22.20,10.8,6.7,1.8,1.0,0.8,1.5,23.6,$5500,4.3
Thaddeus Young,PF,28.59,10.9,6.8,1.7,1.3,0.5,1.6,23.6,$5200,4.54
Jahlil Okafor,C,24.33,14.3,5.7,1.0,0.4,1.0,1.9,23.5,$4600,5.12
Sergio Rodriguez,PG,28.75,11.3,5.3,3.2,0.9,0.5,1.8,23.5,$5000,4.69
Ersan Ilyasova,PF,27.31,12.8,6.6,1.1,0.7,0.4,1.2,23.4,$3900,5.99
Jusuf Nurkic,C,20.46,11.0,6.8,1.4,0.9,1.0,2.0,23.1,$5000,4.61
Marcus Morris,SF,33.24,13.5,4.5,2.3,0.8,0.3,1.6,23.0,$5300,4.33
Tyson Chandler,C,26.45,9.0,8.9,0.8,0.6,1.1,1.4,22.9,$4800,4.77
Jamal Murray,PG,29.46,12.6,4.9,2.3,1.0,0.3,1.8,22.7,$3700,6.14
Enes Kanter,PF,20.17,12.3,6.9,0.5,0.4,0.9,1.4,22.5,$5000,4.51
Kentavious Caldwell-Pope,SG,35.87,13.0,3.5,2.2,1.4,0.2,1.2,22.5,$4800,4.69
Kent Bazemore,SF,28.51,11.3,4.7,2.3,1.4,0.5,1.7,22.5,$4800,4.69
Aaron Gordon,SF,25.77,10.4,6.4,1.6,0.8,0.6,0.9,22.4,$5200,4.3
Jose Juan Barea,PG,28.43,13.1,2.5,4.5,0.5,0.1,1.8,22.3,$5800,3.84
Tristan Thompson,C,30.49,7.3,9.5,0.8,0.6,1.0,0.9,22.2,$4600,4.83
Tony Parker,PG,25.31,11.2,2.4,5.3,0.6,0.1,1.5,21.9,$4400,4.98
Sheldon McClellan,SG,27.14,11.9,4.6,2.0,1.0,0.3,1.2,21.8,$3500,6.23
Trevor Ariza,SF,34.21,11.1,4,1.9,1.9,0.3,1.4,21.8,$5300,4.1
Iman Shumpert,SG,32.57,8.6,5.1,2.8,1.5,0.8,1.8,21.7,$3900,5.57
Richaun Holmes,PF,22.55,9.7,6.7,0.9,0.6,1.3,1.2,21.7,$3700,5.86
Jon Leuer,PF,26.57,9.6,7.1,1.1,0.8,0.7,1.3,21.5,$4500,4.77
Zach Randolph,PF,22.25,11.8,6.2,1.4,0.5,0.2,1.4,21.3,$5400,3.95
Wesley Matthews,SG,34.71,13.1,3.1,2.0,1.2,0.2,1.5,21.1,$4600,4.59
JaMychal Green,PF,28.27,10.4,6,0.8,0.7,1.1,1.3,21.1,$4000,5.28
Amir Johnson,PF,27.78,8.3,6.8,1.6,0.7,1.0,1.3,21.0,$4200,4.99
C.J. Miles,SF,26.36,13.3,3.2,1.3,1.1,0.3,1.0,20.9,$4600,4.54
Bismack Biyombo,C,23.73,6.6,8.6,0.7,0.2,1.9,1.3,20.9,$4200,4.97
J.J. Redick,SG,28.07,15.6,2.1,1.5,0.7,0.1,1.3,20.7,$4300,4.81
E'Twaun Moore,SG,30.88,11.5,3.1,2.7,1.0,0.3,1.5,20.4,$4500,4.53
Matthew Dellavedova,PG,27.73,8.7,2.8,5.4,0.9,0.1,1.9,20.3,$4300,4.71
Brandon Knight,SG,22.80,11.7,2.7,3.3,0.8,0.2,2.2,19.7,$4400,4.48
Jeff Green,SF,25.26,11.8,4.2,1.3,0.6,0.4,1.1,19.7,$3600,5.47
Mike Muscala,PF,21.97,9.4,5.1,1.3,0.7,0.9,1.0,19.7,$4000,4.92
Andre Iguodala,SF,28.68,8.0,3.9,3.5,1.0,0.3,0.9,19.6,$3700,5.31
Joakim Noah,C,21.90,4.5,7.4,3.1,0.6,0.9,1.4,19.6,$4500,4.36
Channing Frye,PF,25.00,11.6,4.5,1.3,0.4,0.4,1.0,19.6,$3900,5.01
Solomon Hill,SF,28.50,7.8,5.7,2.0,1.1,0.4,1.4,19.2,$3700,5.2
Patrick Mills,PG,22.99,10.7,2.1,3.4,0.9,0.1,1.2,19.1,$4100,4.66
Jamal Crawford,SG,24.80,13.3,1.8,2.2,0.7,0.1,1.4,19.0,$4200,4.51
Andre Roberson,SF,28.41,8.3,5.1,1.4,1.0,0.6,0.8,18.9,$3800,4.98
Marreese Speights,PF,16.37,10.2,5,0.9,0.4,0.5,0.8,18.6,$3800,4.88
Alex Len,C,18.30,7.3,6.9,0.9,0.5,1.0,1.4,18.5,$5500,3.37
Tomas Satoransky,SG,22.97,9.2,4.1,2.2,0.8,0.3,1.3,18.3,$3700,4.95
Gerald Henderson,SG,26.44,11.0,3.3,1.6,0.8,0.3,1.3,18.3,$4000,4.57
Jared Dudley,PF,27.51,8.7,3.8,2.2,1.1,0.2,0.9,18.3,$4000,4.57
Patrick Patterson,PF,31.11,7.8,5,1.8,1.0,0.3,1.0,18.1,$4000,4.53
Dwight Powell,PF,19.54,8.6,4.9,1.0,0.9,0.6,0.9,18.1,$4000,4.52
Thabo Sefolosha,SF,24.93,7.2,4.6,1.7,1.5,0.4,1.0,18.1,$4600,3.93
Brandon Jennings,PG,22.59,7.7,2.5,4.6,0.8,0.1,1.5,17.9,$4000,4.48
Kyle Korver,SG,29.96,9.5,3.2,2.1,0.8,0.5,1.4,17.7,$3600,4.91
Chandler Parsons,SF,25.83,9.9,3.9,1.4,0.8,0.4,1.4,17.7,$5100,3.47
Danny Green,SG,26.07,7.6,3.4,1.6,1.2,1.0,0.8,17.7,$4000,4.42
David Lee,PF,18.25,8.6,5.4,1.1,0.6,0.4,1.1,17.6,$3500,5.04
Lucas Nogueira,C,20.23,5.9,6.6,0.5,0.5,1.3,0.7,17.5,$4600,3.8
Manu Ginobili,SG,17.71,8.6,2.6,3.3,0.8,0.2,1.4,17.3,$3500,4.93
Richard Jefferson,SF,31.25,9.2,3.5,1.7,1.0,0.2,1.1,17.3,$3500,4.93
Justin Anderson,SF,21.99,7.5,4.6,1.4,0.7,0.8,0.9,17.2,$3800,4.53
Cory Joseph,PG,22.72,9.6,2.5,2.8,0.8,0.1,1.4,17.2,$3500,4.91
Arron Afflalo,SG,28.84,10.9,3.2,1.5,0.4,0.1,0.8,17.2,$3700,4.65
Marcus Thornton,SG,21.73,10.6,2.7,1.6,0.8,0.2,1.1,17.1,$3600,4.76
John Henson,C,18.00,6.5,6.1,0.8,0.3,1.4,1.4,17.0,$4000,4.26
Courtney Lee,SG,30.46,9.3,2.9,1.5,1.1,0.3,0.9,16.9,$3600,4.7
Hollis Thompson,SG,22.55,9.9,3.9,1.3,0.5,0.2,1.0,16.9,$3500,4.84
Vince Carter,SF,25.64,9.3,3.3,1.4,0.7,0.4,0.7,16.9,$4400,3.83
Jordan McRae,SG,18.41,9.4,2.5,3.1,0.5,0.2,1.6,16.9,$3500,4.81
Omer Asik,C,24.56,5.5,8.8,0.4,0.3,0.4,1.3,16.8,$3500,4.79
Kosta Koufos,C,20.51,6.3,6.3,0.6,0.5,0.9,0.8,16.8,$3500,4.79
Buddy Hield,SG,23.00,9.5,3.8,1.4,0.6,0.3,1.2,16.8,$3900,4.3
James Ennis,SF,24.82,8.9,3.9,1.4,0.9,0.3,1.4,16.7,$4000,4.17
Domantas Sabonis,PF,22.01,8.6,4.4,1.4,0.6,0.4,1.3,16.7,$3500,4.77
Andrew Bogut,C,21.58,5.3,7.1,0.8,0.3,1.2,1.4,16.6,$4300,3.87
Nene Hilario,C,21.13,8.4,3.7,1.6,0.9,0.5,1.5,16.5,$3500,4.73
Malcolm Brogdon,PG,22.48,8.9,3.4,2.0,0.7,0.2,1.4,16.4,$3700,4.43
Tony Snell,SF,28.16,9.3,3.9,1.2,0.4,0.3,1.1,16.1,$3500,4.59
Matt Barnes,SF,22.01,7.7,4.7,1.4,0.6,0.4,1.4,16.0,$3800,4.22
Marquese Chriss,PF,17.55,8.0,4.7,1.0,0.6,0.4,1.3,15.8,$3500,4.53
