Name,Position,Min,Pts,Reb,Ast,Stl,Blk,TO,FP,Cost,Value
Russell Westbrook,PG,37.85,27.3,9.2,11.0,2.2,0.2,4.6,55.0,$12000,4.59
Stephen Curry,G,33.63,28.1,5.3,7.5,2.2,0.2,3.5,47.0,$9000,5.22
James Harden,GF,38.53,27.5,6.2,8.1,1.7,0.7,5.0,46.9,$11300,4.15
LeBron James,F,36.34,24.3,7.9,6.7,1.4,0.5,2.9,44.7,$9900,4.52
Anthony Davis,FC,35.66,21.3,11.6,2.1,1.1,1.7,2.6,41.4,$10800,3.83
Kevin Durant,F,33.58,25.5,7,4.1,1.0,1.0,2.8,41.3,$9300,4.44
Draymond Green,F,33.32,14.5,9.3,7.4,1.6,1.5,3.1,39.9,$8400,4.75
Andre Drummond,FC,32.88,16.3,15,0.8,1.4,1.5,1.9,39.4,$7800,5.05
Hassan Whiteside,C,32.21,14.9,12.8,0.3,0.7,4.0,1.8,38.3,$8500,4.51
Kyle Lowry,PG,36.74,20.5,4.4,7.1,1.9,0.3,2.8,38.0,$7700,4.94
Kemba Walker,PG,36.02,21.6,4.2,5.3,1.7,0.5,2.2,36.8,$7900,4.66
Paul George,F,34.39,20.9,6.6,4.6,1.7,0.3,3.2,36.5,$9200,3.97
Victor Oladipo,G,33.41,18.9,4.6,5.2,1.9,0.5,2.3,34.7,$7000,4.96
Derrick Favors,FC,31.68,17.3,9.1,1.5,0.9,1.7,1.6,34.1,$7000,4.87
Kevin Love,FC,32.98,17.3,10,2.5,0.6,0.6,1.7,33.8,$7100,4.75
Nikola Vucevic,FC,29.78,16.9,8,2.4,0.9,1.0,1.8,32.1,$7800,4.12
Rudy Gobert,C,32.05,12.3,10.7,1.0,0.6,2.8,1.6,31.8,$7000,4.55
Jeff Teague,PG,32.70,16.3,2.7,7.4,1.8,0.3,3.0,31.8,$6300,5.05
Thaddeus Young,F,32.89,15.4,7.9,2.8,1.6,0.9,2.3,31.8,$6000,5.3
Kyrie Irving,G,35.71,20.4,3.6,4.9,0.9,0.2,2.5,31.8,$7500,4.24
Myles Turner,FC,32.11,15.1,8.8,1.3,0.7,2.3,2.0,31.6,$6900,4.58
DeMar DeRozan,GF,36.27,21.6,3.9,3.5,0.9,0.1,2.0,31.5,$7800,4.04
Dirk Nowitzki,FC,30.54,19.1,6.1,2.0,0.7,0.6,1.2,30.8,$7100,4.34
Brook Lopez,C,30.84,17.6,7.2,1.9,0.7,1.3,2.3,30.8,$7700,4
Klay Thompson,GF,33.29,22.0,3.5,2.4,0.7,0.6,1.8,30.6,$6100,5.02
Ishmael Smith,PG,32.45,12.9,4.4,7.5,1.3,0.4,2.4,30.4,N/A,N/A
Eric Bledsoe,G,33.09,13.6,4.4,6.6,1.7,0.6,3.2,30.2,$7400,4.08
Enes Kanter,C,25.91,16.4,9.7,0.7,0.3,0.9,1.7,29.8,$5300,5.62
Serge Ibaka,FC,33.50,15.1,6.7,1.3,0.6,2.2,1.5,29.2,$5500,5.31
Nicolas Batum,GF,34.38,14.1,5.7,5.3,0.8,0.5,2.7,28.8,$6200,4.64
Steven Adams,C,33.27,11.1,9.9,1.0,0.8,2.0,1.3,28.8,$4800,6
Tim Frazier,PG,34.57,13.1,3.2,6.9,1.8,0.1,2.5,28.6,$5300,5.39
Aaron Gordon,F,32.73,10.9,8.5,2.5,1.2,1.1,1.2,28.3,$5600,5.04
Goran Dragic,G,32.58,15.2,4.3,5.3,0.8,0.3,2.4,28.1,$6800,4.13
Monta Ellis,G,33.80,12.8,3.7,5.4,1.8,0.5,2.7,27.2,$6100,4.47
Jonas Valanciunas,C,31.80,11.8,9.4,0.5,0.5,1.8,1.2,27.2,$6000,4.54
Tobias Harris,F,33.79,14.1,6.7,2.2,0.8,0.6,1.5,26.7,$6200,4.31
Elfrid Payton,PG,32.74,11.9,4.1,6.7,0.9,0.3,2.8,26.5,$5900,4.49
Ryan Anderson,FC,31.92,16.1,6.4,1.4,0.5,0.4,1.4,26.3,$6300,4.17
Julius Randle,PF,29.37,11.1,10.6,1.5,0.5,0.5,1.9,26.2,$6400,4.09
Deron Williams,PG,31.84,14.6,2.8,5.5,0.9,0.2,2.4,26.0,$6400,4.06
Rodney Hood,GF,35.30,16.7,3.8,2.7,0.8,0.4,1.8,25.9,$5700,4.55
Brandon Knight,G,30.64,14.3,3.6,4.6,1.0,0.4,2.6,25.7,$5800,4.43
George Hill,G,34.93,14.4,3.6,3.2,1.2,0.4,1.3,25.4,$6100,4.17
Jeremy Lin,G,31.88,15.5,3.7,3.3,1.2,0.3,2.5,25.4,$6200,4.1
Clint Capela,FC,26.16,9.4,8.9,0.8,1.1,1.4,1.0,25.3,$4700,5.38
D'Angelo Russell,PG,34.14,14.6,4,3.8,1.3,0.2,3.0,25.1,$6400,3.92
Eric Gordon,SG,34.44,15.0,3.7,2.9,1.1,0.2,1.5,24.9,$5200,4.79
Michael Kidd-Gilchrist,SF,33.87,13.2,6.6,1.4,0.9,0.5,1.2,24.8,$5600,4.43
Evan Fournier,GF,34.97,16.0,3.2,2.9,1.1,0.0,1.8,24.6,$5800,4.24
Jordan Clarkson,G,31.95,14.6,3.8,2.4,1.1,0.2,1.6,23.8,$5800,4.1
DeMarre Carroll,F,32.14,11.2,5.2,2.6,1.4,0.3,1.0,23.7,$4500,5.28
Trevor Ariza,GF,34.93,11.2,4.4,2.4,1.9,0.3,1.2,23.3,$5400,4.31
Marcus Morris,F,33.69,13.9,4.8,2.2,0.8,0.3,1.9,23.3,$5700,4.08
Kentavious Caldwell-Pope,SG,35.99,14.2,3.7,1.7,1.4,0.2,1.3,23.1,$5000,4.62
Marvin Williams,F,29.59,11.1,6.3,1.2,0.6,0.8,0.6,22.7,$5100,4.44
Joe Johnson,GF,29.13,12.4,3.4,3.5,0.9,0.2,1.5,22.4,$5600,4.01
Wesley Matthews,GF,34.44,14.0,3.3,1.9,1.2,0.1,1.1,22.3,$5100,4.37
Harrison Barnes,F,34.75,14.1,3.8,2.1,0.7,0.1,1.1,22.3,$5100,4.37
Luol Deng,F,30.67,11.4,5.9,1.8,0.8,0.2,1.0,22.2,$5000,4.44
Tristan Thompson,FC,31.48,7.9,9.6,0.7,0.4,0.9,1.0,22.1,$4400,5.02
Dion Waiters,GF,32.26,9.8,4,3.3,1.1,0.4,1.4,21.2,$4500,4.7
Devin Booker,SG,32.34,13.6,2.9,3.1,0.7,0.3,2.6,21.1,$6100,3.46
Andrew Bogut,C,24.07,6.2,9,0.8,0.4,1.6,1.5,20.7,$4200,4.93
T.J. Warren,SF,27.99,12.8,4,1.4,0.7,0.3,1.1,20.6,$4600,4.48
Rodney McGruder,SG,19.61,9.4,5.8,1.7,1.0,0.4,1.4,20.3,$3500,5.8
Zaza Pachulia,C,23.45,7.0,7.1,1.7,0.9,0.8,1.5,20.0,$4500,4.44
Trevor Booker,PF,25.54,7.3,7,1.3,1.3,0.6,1.5,20.0,$4900,4.07
Alex Len,FC,23.45,8.0,7.4,1.2,0.6,0.8,1.7,19.8,$4900,4.04
E'Twaun Moore,G,28.88,11.3,3.4,2.4,1.1,0.2,1.8,19.8,$4500,4.4
Solomon Hill,GF,28.52,8.6,5.2,1.8,1.2,0.3,0.8,19.7,$4000,4.94
David West,PF,19.77,8.0,4.7,2.0,0.7,1.4,1.1,19.7,$3600,5.48
Nene Hilario,FC,21.81,9.5,4.8,1.5,0.9,0.8,1.2,19.7,$4000,4.93
Tyson Chandler,C,23.49,6.9,8.4,0.9,0.4,0.9,1.3,19.6,$4200,4.67
Trey Lyles,PF,23.00,10.5,5.3,1.3,0.5,0.5,1.2,19.6,$3800,5.16
Justise Winslow,F,33.62,7.7,6.5,1.6,1.0,0.5,1.3,19.6,$4900,4
Jon Leuer,FC,19.71,9.1,6.7,0.9,0.4,0.8,1.3,19.6,$4000,4.9
Bismack Biyombo,C,21.92,7.0,7.3,0.6,0.5,1.4,0.9,19.6,$5000,3.91
Ersan Ilyasova,F,22.40,10.3,5.5,0.9,0.5,0.5,0.9,19.4,$4200,4.61
Jose Juan Barea,PG,25.04,11.1,2.3,4.3,0.4,0.0,2.0,19.1,N/A,N/A
Tyler Johnson,G,28.11,10.3,2.8,3.4,0.7,0.2,1.5,19.1,$4600,4.14
Andre Iguodala,GF,26.20,7.3,3.9,3.5,1.1,0.3,1.2,18.8,$4100,4.59
Terrence Jones,F,22.37,9.9,5.2,1.1,0.6,0.6,1.4,18.8,$4000,4.7
J.R. Smith,GF,31.05,11.1,2.9,1.5,1.0,0.2,0.6,18.6,$4400,4.23
Timofey Mozgov,C,24.61,7.4,6.1,0.6,0.4,1.4,1.1,18.1,$4000,4.53
Dwight Powell,PF,17.04,8.1,5.6,1.1,0.8,0.4,0.8,18.1,$3700,4.88
Brandon Ingram,SF,23.55,8.8,5.4,1.3,0.5,0.6,1.6,17.8,$3900,4.57
Rondae Hollis-Jefferson,GF,26.61,7.2,5.8,1.4,1.1,0.3,1.4,17.7,$3900,4.53
Joe Harris,SG,22.26,7.0,2.8,4.0,1.4,0.2,2.0,17.6,$4100,4.28
Andre Roberson,GF,26.13,7.2,4.6,1.2,1.1,0.9,1.0,17.5,$3900,4.49
Pascal Siakam,PF,19.14,9.0,4.3,1.1,1.1,0.3,1.1,17.5,$3900,4.49
Jeff Green,GF,24.18,10.2,3.5,1.4,0.6,0.5,1.2,17.5,$4700,3.72
Buddy Hield,SG,21.78,8.8,4.6,1.5,0.6,0.3,1.2,17.2,$4300,3.99
Seth Curry,PG,22.41,9.5,3,2.1,0.9,0.2,1.3,17.2,$4000,4.29
Domantas Sabonis,PF,20.08,7.9,4.5,1.6,0.8,0.4,1.2,16.9,$4000,4.23
Marquese Chriss,PF,19.89,9.4,3.5,1.3,0.8,0.3,1.0,16.8,$4100,4.09
Lance Stephenson,GF,21.32,9.0,3.2,2.6,0.6,0.2,1.6,16.7,$4100,4.08
Roy Hibbert,C,24.22,6.4,5,1.0,0.4,1.5,1.0,16.7,$3900,4.28
Justin Hamilton,FC,20.94,9.0,3.7,1.5,0.8,0.3,1.2,16.7,$4800,3.48
Bojan Bogdanovic,GF,26.77,10.1,3.3,1.2,0.4,0.1,1.2,15.7,$4200,3.73
Cory Joseph,PG,23.20,7.9,2.4,2.7,0.8,0.2,1.2,15.6,$3500,4.47
Patrick Patterson,FC,26.95,6.8,4.3,1.2,0.8,0.3,0.9,15.1,$3600,4.18
Marco Belinelli,GF,22.84,9.2,2.2,1.8,0.6,0.2,1.1,15.0,$3500,4.3
Justin Anderson,SF,17.88,6.8,4.4,1.0,0.3,0.7,1.0,14.6,$4000,3.65
Frank Kaminsky,FC,21.01,6.9,3.9,1.1,0.5,0.5,0.7,14.5,$3900,3.73
Rodney Stuckey,G,20.34,7.8,2.1,2.2,0.9,0.2,1.4,14.4,$3800,3.79
Luke Babbitt,SF,20.38,8.5,3.1,1.0,0.5,0.2,0.8,14.3,$3500,4.09
Shelvin Mack,PG,18.04,6.8,1.5,3.3,1.0,0.1,1.5,14.3,$4500,3.17
Sean Kilpatrick,SG,20.81,10.0,2,1.2,0.5,0.1,1.3,14.1,$3900,3.62
Willie Reed,FC,12.08,6.4,4.8,0.4,0.2,0.9,0.9,14.1,$3900,3.61
Shaun Livingston,G,17.75,6.1,2.2,3.0,0.6,0.3,1.0,14.0,$3500,4.01
