Name,Position,Min,Pts,Reb,Ast,Stl,Blk,TO,FP,Cost,Value
Russell Westbrook,PG,37.59,26.6,7.5,11.1,2.0,0.3,4.9,52.0,$11700,4.44
James Harden,GF,37.81,29.5,6.3,7.9,1.6,0.5,4.2,48.9,$11800,4.14
Stephen Curry,G,34.26,28.9,5.3,7.4,2.3,0.3,3.4,48.2,$8700,5.54
Kevin Durant,F,34.53,28.0,7.4,4.1,1.2,1.0,2.9,44.5,$9800,4.54
Anthony Davis,FC,36.42,23.0,11.6,2.1,1.1,1.9,2.3,43.8,$10900,4.02
Paul George,F,36.59,24.8,7.6,4.2,1.9,0.5,3.1,41.9,$8600,4.87
John Wall,PG,35.40,18.7,5.1,9.9,2.2,0.8,4.1,41.6,$9200,4.52
Draymond Green,F,34.47,14.9,9.8,7.6,1.6,1.6,3.1,41.4,$8400,4.92
Andre Drummond,FC,33.38,15.3,14.5,0.9,1.3,1.4,1.9,37.6,$8200,4.58
Hassan Whiteside,C,32.58,16.7,11.6,0.7,0.7,3.1,2.4,36.9,$8500,4.34
Chris Paul,PG,32.26,18.1,4.3,7.3,2.2,0.3,2.5,36.7,$9100,4.03
Kemba Walker,PG,35.27,21.6,4.3,5.3,1.5,0.4,2.4,36.1,$7800,4.63
Blake Griffin,FC,34.89,21.9,6.9,3.8,1.0,0.4,2.6,36.1,$8500,4.24
Jimmy Butler,GF,35.60,19.8,5,4.8,1.6,0.6,1.9,35.5,$7500,4.73
DeAndre Jordan,C,34.03,12.7,13.4,1.1,0.7,2.3,1.4,35.0,$6900,5.08
Markieff Morris,FC,33.63,16.6,8.7,3.5,1.2,1.1,2.8,34.1,$5800,5.88
Marcin Gortat,C,33.68,14.7,10.9,1.5,0.7,1.5,1.8,32.6,$5900,5.53
Nikola Vucevic,FC,29.05,16.4,8.5,2.5,0.9,0.9,1.7,32.3,$7200,4.48
Gordon Hayward,GF,34.33,19.5,4.8,3.3,1.1,0.3,2.1,30.9,$7300,4.23
Klay Thompson,GF,33.59,22.3,3.6,2.3,0.7,0.6,1.9,30.8,$5700,5.4
Nicolas Batum,GF,34.93,15.1,6.4,5.5,0.9,0.4,2.9,30.7,$6400,4.8
Rudy Gobert,C,32.04,10.4,11.3,1.4,0.6,2.5,1.6,30.7,$6700,4.58
Rajon Rondo,PG,32.14,9.8,6.1,8.3,1.6,0.4,3.0,30.6,$6200,4.93
Bradley Beal,SG,34.80,19.7,3.5,4.2,0.9,0.3,2.6,30.0,$5400,5.56
Dwyane Wade,G,30.21,17.5,3.9,4.6,1.3,0.3,2.3,30.0,$6700,4.47
Ryan Anderson,FC,31.93,18.1,6.7,1.7,0.6,0.4,1.5,29.2,$5000,5.84
Goran Dragic,G,34.64,15.5,4.1,5.8,0.9,0.3,2.7,28.8,$7100,4.06
George Hill,G,34.76,16.0,4,3.7,1.2,0.5,1.5,28.3,$6000,4.71
Aaron Gordon,F,31.94,11.8,8.4,2.2,1.3,0.8,1.2,28.2,$5800,4.86
Myles Turner,FC,31.23,13.0,8.3,1.3,0.4,2.0,1.7,28.0,$6700,4.18
Serge Ibaka,FC,31.52,15.3,6.7,1.3,0.4,1.7,1.5,28.0,$5400,5.18
Elfrid Payton,PG,32.63,12.3,4.1,7.3,1.0,0.3,2.8,28.0,$5800,4.82
Tim Frazier,PG,32.70,12.9,3.5,6.7,1.5,0.1,2.6,27.8,$5400,5.14
Jeff Teague,PG,30.76,15.3,2.7,6.2,1.1,0.2,2.8,27.6,$6100,4.53
Derrick Favors,FC,27.38,13.4,7.3,1.4,0.9,1.6,1.8,27.5,$5900,4.65
Ishmael Smith,PG,31.34,12.5,3.9,6.6,1.2,0.2,2.7,27.2,$5700,4.77
Rodney Hood,GF,34.85,16.4,4.2,3.0,1.2,0.3,1.9,27.0,$5400,5.01
Victor Oladipo,G,32.19,14.8,4.9,3.2,1.2,0.6,2.5,26.6,$5600,4.75
Evan Fournier,GF,36.04,16.7,3.3,3.2,1.2,0.0,1.9,26.0,$5800,4.48
Monta Ellis,G,33.54,12.4,3.6,4.5,1.9,0.4,2.3,25.8,$5900,4.37
Michael Kidd-Gilchrist,SF,33.85,13.0,7,1.3,0.7,1.1,1.2,25.8,$5600,4.6
Otto Porter,SF,33.56,13.2,5.9,1.9,1.5,0.3,1.2,25.5,$4900,5.21
Steven Adams,C,32.67,10.0,9.2,0.9,0.7,1.5,1.4,25.4,$5200,4.88
Tobias Harris,F,33.07,13.6,6.3,2.0,0.9,0.5,1.9,25.1,$6100,4.11
Thaddeus Young,F,28.15,12.1,6.1,2.1,1.3,0.5,1.8,24.4,$5800,4.2
Taj Gibson,FC,28.42,10.1,7.8,1.5,0.8,1.0,1.4,23.9,$5600,4.27
Justise Winslow,F,35.85,10.9,5.9,2.6,1.3,0.4,1.7,23.6,$5000,4.72
Kentavious Caldwell-Pope,SG,36.14,13.9,3.7,2.0,1.4,0.2,1.3,23.2,$4700,4.94
Jon Leuer,FC,27.30,11.1,7.4,1.2,0.7,0.8,1.7,23.1,$4200,5.5
Clint Capela,FC,22.07,8.6,7.5,0.9,1.0,1.4,1.0,22.8,$4400,5.17
Enes Kanter,C,21.81,11.9,7.8,0.5,0.4,0.5,1.1,22.7,$4800,4.73
Marcus Morris,F,33.64,13.1,4.8,2.1,0.8,0.3,1.6,22.6,$6000,3.77
Marvin Williams,F,29.07,10.4,6.5,1.4,0.6,0.7,0.6,22.3,$5200,4.29
Nikola Mirotic,F,25.82,12.2,5.3,1.7,0.6,0.7,1.5,22.2,$4900,4.53
Sergio Rodriguez,PG,30.38,11.3,5.2,2.6,0.9,0.3,1.9,21.9,$5200,4.22
Trevor Ariza,GF,33.60,11.3,4.1,1.9,1.9,0.3,1.6,21.9,$4900,4.46
Robin Lopez,C,25.00,9.6,6.7,1.1,0.3,1.6,1.4,21.7,$4600,4.72
Lance Stephenson,GF,30.37,11.8,4,3.3,1.0,0.1,2.2,21.6,$4100,5.26
Jahlil Okafor,C,24.25,13.3,5.4,0.9,0.4,0.7,1.8,21.5,$5100,4.22
Terrence Jones,F,25.73,9.9,6.3,1.4,0.8,0.8,1.5,21.3,$4400,4.83
Robert Covington,F,26.63,9.4,5.6,1.4,1.4,1.1,2.1,21.1,$4400,4.8
Nene Hilario,FC,21.75,10.4,4.7,2.2,1.1,0.6,1.7,21.0,$3700,5.69
Jamal Crawford,GF,26.60,15.0,1.8,2.2,0.7,0.1,1.3,20.8,$4400,4.72
Joel Embiid,C,23.22,10.6,5.3,1.5,0.6,1.0,1.7,20.7,$5000,4.14
Jerian Grant,G,6.57,10.6,2.1,4.3,1.3,0.1,1.7,20.7,$3600,5.74
Bismack Biyombo,C,22.36,6.7,7.7,0.8,0.4,1.8,1.0,20.5,$4500,4.56
Cody Zeller,FC,24.27,9.6,6.3,0.9,0.6,0.8,1.0,20.3,$4900,4.14
Eric Gordon,SG,27.36,12.3,3,2.3,0.8,0.3,1.6,20.0,$5100,3.91
J.J. Redick,SG,27.12,14.9,2,1.5,0.6,0.1,1.2,19.8,$3900,5.06
Tyler Johnson,G,29.86,11.1,3.2,2.4,0.9,0.3,1.5,19.4,$4900,3.97
Jerami Grant,F,24.30,8.8,5.7,1.0,0.5,1.3,1.5,19.2,$3900,4.93
Andre Iguodala,GF,26.16,7.5,3.9,3.4,1.1,0.3,1.2,18.9,$3800,4.97
Marreese Speights,FC,16.53,10.7,4.5,1.1,0.4,0.4,0.9,18.5,$3800,4.86
Zaza Pachulia,C,21.04,6.8,6,1.9,0.5,0.8,1.2,18.3,$4000,4.56
E'Twaun Moore,G,28.51,11.4,2.5,1.9,0.8,0.3,1.4,18.1,$4400,4.1
Al Jefferson,FC,17.39,9.1,5,1.0,0.4,0.6,0.7,17.9,$3900,4.59
Solomon Hill,GF,27.67,8.0,4.7,1.5,1.2,0.3,1.0,17.9,$3900,4.59
Ersan Ilyasova,F,24.28,9.9,4.5,1.0,0.7,0.3,1.1,17.7,$3800,4.66
Dario Saric,PF,26.49,9.6,4.5,1.4,0.8,0.2,1.5,17.6,$4000,4.4
Omer Asik,FC,22.59,5.6,7.2,0.7,0.3,1.2,1.4,16.9,$3600,4.69
Buddy Hield,SG,22.03,9.0,4.4,1.4,0.5,0.3,1.2,16.8,$4000,4.2
C.J. Miles,GF,21.75,10.6,2.8,1.0,0.8,0.3,1.0,16.7,$4200,3.97
