Name,Position,Min,Pts,Reb,Ast,Stl,Blk,TO,FP,Cost,Value
Damian Lillard,PG,35.84,26.2,4.3,6.4,1.0,0.3,2.7,40.9,$9100,4.49
Karl-Anthony Towns,C,34.77,21.4,11.3,2.4,0.6,1.6,2.4,40.6,$9100,4.46
Kawhi Leonard,SF,33.84,24.1,6.3,3.7,1.8,0.6,2.1,39.9,$8400,4.75
Kyle Lowry,PG,36.37,21.4,4.8,7.5,1.6,0.2,2.9,39.1,$9100,4.3
DeMar DeRozan,SG,34.88,25.3,5,4.3,1.3,0.1,2.4,38.2,$8800,4.34
Paul George,SF,35.68,22.6,6.5,3.6,1.7,0.3,3.3,36.5,$7900,4.62
Andre Drummond,C,31.34,15.0,13.5,1.1,1.4,1.2,2.0,36.1,$7400,4.87
Paul Millsap,PF,33.49,16.8,8.2,3.3,1.6,1.0,2.2,34.6,$7500,4.61
C.J. McCollum,SG,35.20,22.1,3.6,4.1,1.2,0.5,2.3,33.7,$7500,4.49
Jeff Teague,PG,32.75,16.1,3.4,7.8,1.7,0.4,2.6,33.5,$8000,4.19
Dwight Howard,C,29.60,13.9,12,1.3,0.9,1.4,2.1,32.8,$7600,4.31
Myles Turner,C,31.24,15.7,8.4,1.2,0.7,2.4,1.4,32.4,$6300,5.14
Nikola Vucevic,C,29.20,14.3,10,2.4,0.9,0.9,1.5,32.0,$6800,4.71
LaMarcus Aldridge,PF,32.61,17.5,7.9,1.9,0.7,1.0,1.8,31.4,$7000,4.49
Pau Gasol,C,28.16,14.5,8.7,2.5,0.5,1.4,1.7,30.8,$6400,4.81
Andrew Wiggins,SF,36.56,21.5,4.2,2.4,0.8,0.4,2.3,30.2,$6900,4.38
Zach LaVine,SG,37.22,21.3,3.2,3.4,0.8,0.2,2.1,30.1,$6500,4.64
Jon Leuer,PF,34.94,13.8,8.4,2.0,0.7,0.8,1.2,28.7,$5100,5.62
Dennis Schroder,PG,30.88,16.4,3.1,6.1,0.9,0.2,2.8,28.7,$6500,4.41
Tyler Johnson,PG,34.39,15.1,4.8,3.3,1.3,0.6,1.3,28.3,$6200,4.57
Mason Plumlee,C,28.20,11.2,8,3.7,0.8,1.0,1.7,28.3,$6300,4.48
Serge Ibaka,PF,30.67,14.6,7.1,1.1,0.5,1.8,1.2,28.2,$6800,4.14
Julius Randle,PF,28.86,13.3,8.5,2.7,0.8,0.5,2.5,27.7,$6500,4.25
Reggie Jackson,PG,31.65,16.5,2.6,5.7,0.9,0.2,2.8,27.6,$6100,4.52
Louis Williams,SG,26.35,18.5,2.8,3.3,1.2,0.2,2.1,27.5,$5100,5.39
Elfrid Payton,PG,30.83,11.9,3.7,6.1,1.3,0.5,2.4,26.7,$5900,4.52
Tobias Harris,PF,34.95,16.6,5.6,1.8,0.6,0.4,1.5,26.5,$5700,4.65
Ricky Rubio,PG,30.69,8.2,4.2,7.9,1.7,0.1,2.2,26.5,$6100,4.34
Jonas Valanciunas,C,27.17,11.7,9.7,0.8,0.5,0.9,1.4,25.9,$5700,4.55
Gorgui Dieng,PF,30.95,10.2,8.1,1.9,0.9,1.4,1.6,25.8,$5600,4.6
James Johnson,PF,31.10,11.7,6.4,2.7,1.0,1.1,2.4,25.2,$5200,4.85
D'Angelo Russell,PG,27.42,14.2,3.3,4.5,1.1,0.3,2.9,24.8,$5900,4.21
Jordan Clarkson,PG,29.89,15.1,3.2,2.9,1.3,0.1,2.1,24.0,$4600,5.22
Thaddeus Young,PF,30.18,12.1,6.2,1.4,1.2,0.5,1.5,23.5,$5300,4.44
Dion Waiters,SG,31.75,13.2,3.3,3.5,1.0,0.5,2.1,23.3,$5500,4.24
Kentavious Caldwell-Pope,SG,33.75,13.6,3.3,2.5,1.3,0.2,1.3,23.0,$5400,4.26
Josh Richardson,SG,34.86,12.8,3.7,2.4,1.0,0.4,1.4,22.2,$5500,4.04
Kent Bazemore,SF,28.75,10.6,3.6,2.9,1.4,0.6,1.8,21.5,$3900,5.51
Maurice Harkless,SF,29.54,11.1,5.1,1.1,1.2,0.6,1.3,21.2,$5000,4.23
Al-Farouq Aminu,PF,29.07,8.1,6.7,2.0,1.2,0.6,1.6,21.1,$4200,5.03
Evan Turner,SF,27.72,10.1,3.9,3.5,0.9,0.3,1.7,20.7,$4800,4.32
Aaron Gordon,SF,26.67,11.0,4.7,1.5,0.8,0.5,1.1,20.4,$4100,4.97
Wayne Ellington,SG,33.56,13.5,2.3,2.0,0.8,0.1,0.7,20.4,$4000,5.09
Jodie Meeks,SG,26.64,12.0,2.9,1.7,1.4,0.1,1.1,19.9,$4200,4.75
Allen Crabbe,SG,34.35,12.5,3.6,1.4,0.8,0.2,1.1,19.8,$3700,5.36
Ishmael Smith,PG,24.53,8.8,2.8,4.7,0.7,0.3,1.6,19.6,$4000,4.9
Danny Green,SG,31.72,9.5,3.8,2.1,1.0,0.7,1.3,19.3,$3700,5.22
Bismack Biyombo,C,24.48,5.9,7.5,0.8,0.3,1.7,1.2,18.9,$4700,4.02
Derrick Williams,PF,15.86,11.6,4,0.9,0.9,0.2,1.1,18.9,$3500,5.39
Marcus Morris,SF,26.77,11.1,3.4,1.9,0.7,0.3,1.2,18.8,$4400,4.28
Nick Young,SG,26.32,13.5,2.4,1.1,0.5,0.3,0.8,18.8,$4500,4.18
Jonathon Simmons,SF,28.06,9.4,3.3,2.9,1.1,0.3,1.7,18.8,$3700,5.08
Tony Parker,PG,25.44,10.2,1.9,4.6,0.4,0.1,1.7,18.7,$4300,4.34
Patrick Mills,PG,23.32,10.5,2,3.5,0.9,0.1,1.5,18.7,$3800,4.91
Luol Deng,SF,26.85,8.5,5,1.4,1.0,0.4,0.8,18.6,$4800,3.88
Kyle Anderson,SF,25.07,6.1,6,1.9,1.4,0.4,1.3,18.5,$3500,5.27
DeMarre Carroll,SF,25.61,10.2,3.5,1.1,1.1,0.4,0.6,18.5,$3900,4.73
Mike Muscala,PF,21.98,8.3,5,1.5,0.7,0.8,1.2,18.4,$3500,5.24
Patrick Patterson,PF,27.51,8.0,5.1,1.5,0.8,0.4,0.7,18.1,$4000,4.52
Rodney McGruder,SG,31.22,8.4,4.6,1.8,1.0,0.2,1.1,17.9,$3500,5.12
Manu Ginobili,SG,20.12,8.1,2.8,2.9,1.4,0.5,1.7,17.9,$4100,4.37
Timofey Mozgov,C,23.12,9.2,5.6,0.9,0.4,0.6,1.4,17.9,$3500,5.11
Thabo Sefolosha,SF,25.03,7.5,4.4,1.4,1.5,0.5,1.1,17.8,$4000,4.45
Cory Joseph,PG,23.28,9.1,2.7,2.9,0.8,0.1,1.1,17.4,$4000,4.35
Terrence Ross,SF,20.93,10.7,2.5,0.8,1.0,0.3,0.5,17.0,$4000,4.25
Al Jefferson,C,16.37,8.6,4.6,1.1,0.4,0.5,0.6,17.0,$3700,4.59
C.J. Miles,SF,21.80,10.7,3.1,0.7,0.6,0.4,0.6,16.9,$3900,4.33
Brandon Ingram,SF,26.69,8.4,4,1.8,0.5,0.4,1.2,16.5,$3500,4.71
Kyle Korver,SG,28.17,9.3,2.8,1.9,0.7,0.3,1.3,16.2,$3700,4.38
Monta Ellis,SG,22.50,7.6,2.5,3.0,0.9,0.5,1.7,16.2,$4000,4.05
Willie Reed,C,20.19,6.3,6,0.3,0.2,1.1,0.4,16.2,$3500,4.61
Lucas Nogueira,C,19.16,4.9,5.3,0.8,0.7,1.5,0.8,16.1,$3600,4.46
D.J. Augustin,PG,21.48,8.8,1.7,3.3,0.6,0.0,1.3,15.7,$3600,4.36
Jeff Green,SF,24.51,9.5,3.3,1.3,0.4,0.2,1.3,15.3,$3500,4.37
