Name,Position,Min,Pts,Reb,Ast,Stl,Blk,TO,FP,Cost,Value
LeBron James,SF,37.65,25.9,8.1,8.4,1.4,0.6,4.2,48.0,$10900,4.41
John Wall,PG,36.39,22.3,4.6,10.2,1.9,0.6,4.0,44.1,$9500,4.64
Karl-Anthony Towns,C,36.66,23.8,11.8,2.7,0.7,1.5,2.5,43.9,$10400,4.22
Kawhi Leonard,SF,33.71,25.5,6.2,3.7,1.8,0.8,2.0,41.7,$9100,4.58
Damian Lillard,PG,35.89,25.9,4.6,6.1,0.8,0.3,2.7,40.1,$9600,4.17
Chris Paul,PG,31.83,18.8,4.9,8.9,2.0,0.2,2.5,39.9,$8900,4.49
Blake Griffin,PF,34.14,21.1,8.2,4.8,0.9,0.5,2.4,38.5,$8800,4.38
Kyrie Irving,PG,35.30,25.3,3.3,5.8,1.2,0.3,2.6,38.4,$9100,4.22
DeMar DeRozan,SG,35.45,26.1,5,3.7,1.1,0.2,2.3,38.0,$9200,4.13
Kevin Love,PF,31.69,20.6,11.4,2.1,0.9,0.3,2.2,37.6,$7600,4.95
Jusuf Nurkic,C,31.17,15.7,10.6,2.6,1.2,1.7,3.2,34.9,$6700,5.21
Gordon Hayward,SF,35.70,22.0,5.1,3.7,1.0,0.2,2.0,34.1,$7800,4.37
Rudy Gobert,C,33.41,12.8,12.1,1.1,0.6,2.6,1.8,33.6,$8700,3.86
Carmelo Anthony,SF,34.40,21.5,5.8,2.8,0.8,0.4,2.0,33.1,$7000,4.72
LaMarcus Aldridge,PF,32.57,18.2,7.8,2.0,0.6,1.3,1.4,33.0,$7300,4.52
George Hill,PG,35.55,20.2,4.1,4.8,1.1,0.2,2.0,32.9,$6100,5.4
C.J. McCollum,SG,34.99,22.5,3.5,3.6,0.9,0.5,2.1,32.8,$6900,4.75
Kristaps Porzingis,PF,32.90,17.9,7.7,1.5,0.7,1.8,1.7,32.7,$6700,4.88
Ricky Rubio,PG,35.46,11.1,4.5,9.8,2.0,0.1,2.8,32.6,$7400,4.41
Bradley Beal,SG,34.74,23.1,3.3,3.4,1.0,0.2,2.0,32.6,$8000,4.07
DeAndre Jordan,C,31.53,11.7,12.7,1.0,0.5,1.7,1.4,31.4,$7800,4.03
Andrew Wiggins,SF,37.24,22.4,4.1,2.4,1.0,0.4,2.3,31.4,$7000,4.49
Nerlens Noel,C,28.41,13.0,8.4,1.4,1.6,1.5,1.4,30.0,$5900,5.08
Dirk Nowitzki,PF,29.58,16.5,7.5,1.7,0.7,0.8,1.1,30.0,$6000,4.99
Pau Gasol,C,26.24,14.1,8.3,2.4,0.4,1.3,1.5,29.6,$5600,5.28
Serge Ibaka,PF,31.13,15.2,7.2,1.0,0.6,1.7,1.5,28.4,$5700,4.99
Derrick Rose,PG,32.84,17.5,3.6,4.5,0.7,0.3,2.3,28.3,$5900,4.79
Otto Porter,SF,33.17,13.6,6.2,1.5,1.5,0.5,0.7,26.6,$5800,4.58
Harrison Barnes,SF,35.03,18.1,4.6,1.5,0.8,0.2,1.4,26.5,$5600,4.73
Markieff Morris,PF,31.78,13.8,6.4,1.9,1.2,0.6,1.7,26.2,$6000,4.37
Marcin Gortat,C,31.41,10.5,9.9,1.3,0.5,0.8,1.4,25.5,$4900,5.21
Jonas Valanciunas,C,26.16,11.8,9.4,0.7,0.4,0.8,1.5,25.0,$5100,4.91
Gorgui Dieng,PF,31.44,10.0,7.8,1.7,1.0,1.2,1.4,24.9,$5000,4.98
Tristan Thompson,C,30.14,8.6,9.4,0.9,0.5,1.2,0.8,23.8,$5000,4.77
Seth Curry,SG,32.31,14.6,2.8,3.1,1.2,0.1,1.5,23.7,$5300,4.47
Wesley Matthews,SG,34.46,14.2,3.4,2.6,1.1,0.2,1.4,23.4,$4500,5.2
Cory Joseph,PG,30.10,11.0,3.3,3.7,1.1,0.1,1.4,21.5,$4800,4.48
Al-Farouq Aminu,PF,28.60,8.2,7.4,1.5,0.8,0.8,1.6,20.9,$4500,4.65
J.J. Redick,SG,28.48,14.9,2.7,1.5,0.6,0.2,1.2,20.8,$4300,4.83
Tony Parker,PG,25.82,11.2,2,4.9,0.5,0.0,1.4,20.6,$4100,5.01
Maurice Harkless,SF,28.66,9.8,4.8,1.2,1.1,0.8,1.1,20.1,$3600,5.57
Bojan Bogdanovic,SF,26.23,14.0,3.5,1.5,0.4,0.1,1.5,20.0,$3800,5.25
Guillermo Hernangomez,C,19.29,7.9,7.2,1.2,0.6,0.7,1.5,19.4,$5100,3.81
Evan Turner,SF,25.92,9.7,3.6,3.2,0.8,0.3,1.6,19.4,$4100,4.74
Rodney Hood,SG,26.25,12.3,3.3,1.6,0.6,0.2,1.1,19.2,$3700,5.18
Austin Rivers,PG,27.72,12.0,2.2,2.7,0.7,0.1,1.6,18.7,$4100,4.56
Noah Vonleh,PF,27.42,6.2,8.2,0.7,0.7,0.7,1.4,18.5,$3800,4.87
Courtney Lee,SG,31.62,10.1,3.2,2.1,0.9,0.2,0.9,18.4,$4500,4.09
Jamal Crawford,SG,26.41,11.8,1.9,2.6,0.8,0.2,1.7,18.3,$3700,4.94
Patrick Mills,PG,21.74,9.8,1.8,3.7,0.9,0.1,1.3,18.2,$4400,4.14
P.J. Tucker,SF,27.13,6.8,5.2,1.4,1.3,0.3,0.8,17.5,$4300,4.08
DeMarre Carroll,SF,26.25,9.0,3.8,1.1,1.1,0.4,0.7,17.5,$4000,4.38
David Lee,PF,17.54,7.5,5.8,1.3,0.4,0.5,1.0,17.2,$4500,3.82
Kyle Korver,SG,26.82,10.3,2.8,1.7,0.6,0.3,1.1,16.9,$3800,4.45
Allen Crabbe,SG,28.52,10.9,2.9,1.2,0.6,0.2,0.9,16.9,$3800,4.44
Brandon Jennings,PG,21.91,7.2,2.2,4.5,0.8,0.1,1.6,16.8,$4200,4
Kris Dunn,PG,24.49,5.8,3.1,3.5,1.4,0.4,1.7,16.7,$3500,4.76
Jose Juan Barea,PG,18.19,8.9,2,3.8,0.4,0.0,1.4,16.4,$3900,4.21
Joe Ingles,SF,24.43,7.3,3,2.8,1.1,0.1,1.2,16.3,$4100,3.98
Deron Williams,PG,19.50,8.3,1.8,4.1,0.5,0.1,1.6,16.2,$4600,3.52
Manu Ginobili,SG,18.13,7.9,2.4,2.6,1.1,0.3,1.4,16.1,$3800,4.23
Patrick Patterson,PF,25.27,6.9,4.8,1.2,0.6,0.4,0.6,15.9,$3600,4.41
Iman Shumpert,SG,25.59,8.2,3.3,1.5,0.8,0.4,1.0,15.8,$3500,4.52
Yogi Ferrell,PG,21.02,8.6,2,2.9,0.7,0.2,1.4,15.8,$4500,3.5
J.R. Smith,SG,27.52,8.5,2.4,1.4,1.0,0.3,0.7,15.4,$3600,4.27
Joe Johnson,SF,23.35,8.8,3.2,1.6,0.4,0.2,0.9,15.3,$3800,4.04
Channing Frye,PF,17.84,8.7,3.9,0.7,0.3,0.5,0.7,15.3,$3700,4.14
Kyle O'Quinn,PF,13.11,5.6,4.9,1.1,0.4,1.0,0.8,15.1,$4400,3.44
Dewayne Dedmon,C,15.97,5.1,6.1,0.6,0.4,0.9,0.8,15.1,$3500,4.32
Marreese Speights,PF,13.98,8.0,4.1,0.7,0.3,0.5,0.8,14.8,$3500,4.22
Alec Burks,SG,16.92,8.3,3.3,0.9,0.5,0.2,0.9,14.1,$3500,4.03
Tyus Jones,PG,15.72,5.3,1.6,3.7,1.1,0.1,1.1,14.1,$3500,4.02
Raymond Felton,PG,18.82,6.3,2.5,2.1,0.7,0.2,0.9,13.4,$3500,3.81
Ian Mahinmi,C,15.73,5.0,4.3,0.6,0.8,0.8,1.0,13.3,$3500,3.79
Dwight Powell,PF,15.31,5.7,3.8,0.6,0.8,0.5,0.5,13.3,$3500,3.79
Justin Holiday,SG,18.22,6.8,2.7,1.1,0.7,0.3,0.8,12.9,$3500,3.68
Devin Harris,PG,15.46,6.7,1.8,2.1,0.6,0.1,1.0,12.4,$3600,3.45
Norman Powell,SG,16.82,7.4,2.2,1.0,0.6,0.2,0.8,12.3,$3800,3.25
Jonathon Simmons,SF,16.01,6.0,2.1,1.6,0.6,0.4,0.9,12.0,$3500,3.43
Omri Casspi,PF,17.28,6.0,3.4,1.0,0.4,0.1,0.9,11.7,$3500,3.34
Kelly Oubre,SF,18.31,5.5,3,0.7,0.7,0.2,0.6,11.4,$3500,3.24
Derrick Williams,PF,15.38,6.2,2.7,0.6,0.4,0.2,0.6,10.9,$3500,3.13
Richard Jefferson,SF,19.93,5.9,2.5,1.0,0.3,0.1,0.6,10.6,$3500,3.03
Dorian Finney-Smith,SF,19.40,4.6,2.8,0.9,0.6,0.3,0.6,10.5,$3500,3
Meyers Leonard,PF,13.48,5.3,2.8,0.8,0.2,0.4,0.6,10.5,$3500,2.99
Shabazz Muhammad,SF,13.68,6.9,2,0.5,0.3,0.1,0.5,10.4,$4000,2.59
Luc Mbah a Moute,SF,19.45,5.1,2,0.5,0.8,0.4,0.5,10.2,$3500,2.9
Mindaugas Kuzminskas,SF,11.61,5.2,1.9,0.8,0.4,0.2,0.7,9.2,$4000,2.3
Jakob Poeltl,C,12.55,3.2,3.8,0.2,0.2,0.3,0.4,8.7,$3500,2.47
Boris Diaw,PF,15.03,3.9,1.5,1.7,0.2,0.1,1.0,7.9,$3500,2.24
Fred VanVleet,PG,7.45,3.5,1.4,1.4,0.2,0.0,0.3,7.4,$3500,2.11
Brandon Rush,SG,13.55,2.8,1.7,0.6,0.5,0.4,0.5,7.0,$3500,2.01
Wesley Johnson,SF,8.49,2.4,2.1,0.3,0.3,0.4,0.3,6.5,$3500,1.85
Delon Wright,PG,7.67,3.2,1.1,0.8,0.4,0.2,0.5,6.4,$3700,1.74
Trey Lyles,PF,6.66,3.0,1.4,0.4,0.2,0.1,0.4,5.5,$3500,1.57
Cole Aldrich,C,4.56,1.4,2,0.4,0.3,0.3,0.2,5.4,$3500,1.54
Tomas Satoransky,SG,8.32,1.9,1,1.1,0.3,0.1,0.5,5.1,$3500,1.44
Pascal Siakam,PF,5.31,1.9,1.6,0.2,0.2,0.4,0.3,5.0,$3500,1.43
Jason Smith,PF,3.86,2.1,1.7,0.2,0.1,0.3,0.3,4.9,$3900,1.27
Dante Exum,PG,7.23,2.8,0.9,0.7,0.1,0.1,0.6,4.7,$3500,1.35
Jeff Withey,C,3.91,1.7,1.5,0.1,0.2,0.4,0.2,4.7,$3500,1.33
Kyle Anderson,SF,3.08,1.6,1.1,0.4,0.3,0.1,0.1,4.2,$3500,1.21
Brandon Bass,PF,2.14,2.2,1.2,0.1,0.1,0.2,0.2,4.2,$3500,1.2
Salah Mejri,C,2.74,1.4,1.6,0.1,0.1,0.3,0.3,4.0,$3500,1.13
