Name,Position,Min,Pts,Reb,Ast,Stl,Blk,TO,FP,Cost,Value
Russell Westbrook,PG,36.37,30.5,10,10.5,1.8,0.3,5.3,57.2,$12400,4.61
James Harden,SG,37.63,29.5,7.7,10.6,1.5,0.5,5.5,53.1,$12200,4.36
Anthony Davis,PF,37.09,27.0,11.6,2.2,1.2,2.4,2.7,48.7,$10900,4.47
LeBron James,SF,38.43,26.3,8,8.5,1.4,0.6,4.2,48.5,$11300,4.29
DeMarcus Cousins,C,34.54,26.5,10.9,4.6,1.4,1.4,3.7,48.4,$11100,4.36
Giannis Antetokounmpo,SG,36.71,23.5,9.3,5.3,1.8,1.9,3.1,46.9,$10800,4.34
Nikola Jokic,PF,36.86,22.9,11.9,5.5,0.9,1.3,3.0,46.8,$11000,4.26
Kevin Durant,SF,34.33,26.3,8.4,4.7,1.1,1.6,2.5,46.3,$10100,4.59
Karl-Anthony Towns,C,38.27,23.7,12,2.9,0.6,1.6,2.7,44.2,$10400,4.25
Isaiah Thomas,PG,37.37,30.0,3.1,6.9,1.0,0.1,2.8,43.5,$10000,4.35
Blake Griffin,PF,35.44,23.3,9.2,5.0,1.3,0.6,2.6,43.0,$9800,4.39
Kawhi Leonard,SF,34.67,26.1,6.4,3.9,1.9,0.8,2.3,42.7,$9900,4.32
Stephen Curry,PG,33.57,25.8,4.4,6.7,1.8,0.2,2.9,42.2,$9200,4.59
DeMar DeRozan,SG,36.55,27.4,5.4,4.0,1.1,0.2,2.4,40.1,$8700,4.61
Kyle Lowry,PG,38.34,23.1,4.8,6.8,1.5,0.3,2.9,39.8,$8500,4.68
Kemba Walker,PG,37.34,24.8,4.2,6.0,1.3,0.3,2.6,39.4,$7600,5.19
Damian Lillard,PG,36.08,24.9,4.7,6.0,0.8,0.3,2.7,39.0,$8200,4.76
Eric Bledsoe,PG,35.27,22.4,5,6.7,1.5,0.4,3.4,38.9,$8800,4.41
Andre Drummond,C,32.31,15.9,14.1,1.1,1.8,1.3,2.1,38.6,$8600,4.48
Paul George,SF,36.75,23.3,6.4,3.6,1.8,0.4,2.9,37.9,$8400,4.51
Marc Gasol,C,34.46,20.6,6.8,4.2,0.9,1.6,2.3,37.8,$8400,4.5
Draymond Green,PF,33.29,11.6,8.5,7.3,1.9,1.5,2.5,37.1,$8100,4.57
Jrue Holiday,PG,36.15,18.1,4.3,8.0,1.8,0.7,3.5,36.8,$8100,4.54
Al Horford,C,34.56,16.6,8,4.8,0.8,1.8,1.9,36.7,$6800,5.4
Paul Millsap,PF,35.23,18.5,8.4,3.7,1.4,1.0,2.3,36.6,$8100,4.52
Kyrie Irving,PG,35.19,23.6,3.2,5.8,1.2,0.2,2.7,36.2,$8400,4.31
Mike Conley,PG,34.29,20.5,3.7,6.5,1.5,0.3,2.4,35.9,$7700,4.66
Carmelo Anthony,SF,35.20,23.3,6,3.0,0.9,0.4,2.1,35.5,$8200,4.33
Hassan Whiteside,C,32.67,15.8,12.8,0.8,0.7,1.9,2.1,35.5,$8800,4.03
Nikola Vucevic,C,31.64,15.6,10.7,2.8,1.1,1.2,2.0,35.2,$7300,4.83
C.J. McCollum,SG,35.64,23.6,3.8,3.8,1.1,0.5,2.3,34.8,$7900,4.4
Rudy Gobert,C,34.30,13.3,12.7,1.0,0.6,2.6,1.9,34.5,$7700,4.49
Nicolas Batum,SG,37.41,16.0,7,6.6,1.2,0.3,2.9,34.4,$7400,4.65
Jeff Teague,PG,33.52,16.5,4.1,8.2,1.4,0.4,3.0,34.3,$7200,4.77
Brook Lopez,C,30.16,20.4,6,2.4,0.5,1.7,2.3,33.3,$7200,4.63
Goran Dragic,PG,34.41,19.5,3.9,6.5,1.0,0.2,3.1,33.2,$7900,4.21
Kristaps Porzingis,PF,33.65,18.8,7.4,1.4,0.7,1.9,1.9,33.1,$6800,4.86
Gordon Hayward,SF,34.51,21.3,5.1,3.5,1.0,0.2,2.0,33.1,$7700,4.29
LaMarcus Aldridge,PF,32.44,18.0,7.7,2.1,0.6,1.2,1.4,32.6,$7300,4.46
Dwight Howard,C,30.27,13.2,12.5,1.1,0.9,1.3,2.0,32.3,$7300,4.42
Devin Booker,SG,37.25,23.1,3.4,3.7,0.9,0.2,3.0,31.9,$6600,4.84
Andrew Wiggins,SF,37.83,22.3,4.2,2.6,0.9,0.4,2.3,31.5,$7900,3.99
DeAndre Jordan,C,31.01,11.4,12.9,1.1,0.6,1.6,1.4,31.5,$7700,4.09
Wilson Chandler,SF,35.64,18.2,7.8,2.3,0.9,0.4,2.1,31.5,$6600,4.77
