Name,Position,Min,Pts,Reb,Ast,Stl,Blk,TO,FP,Cost,Value
Russell Westbrook,PG,36.72,29.9,9.5,10.5,1.8,0.3,5.2,56.1,$12500,4.48
Karl-Anthony Towns,C,38.64,23.2,12.1,2.7,0.7,1.8,2.7,44.1,$9400,4.69
John Wall,PG,36.71,21.6,4.5,9.6,2.2,0.6,4.6,42.4,$9900,4.28
Jimmy Butler,SF,37.61,24.0,6,4.8,1.7,0.4,2.2,40.4,$8500,4.75
Paul George,SF,35.59,22.8,7.1,3.7,2.0,0.3,3.0,38.5,$8100,4.75
Paul Millsap,PF,34.60,18.2,8.6,3.5,1.6,1.4,2.4,37.4,$8000,4.67
Andre Drummond,C,31.62,14.9,14.3,1.0,1.5,1.2,1.9,37.1,$7800,4.75
Eric Bledsoe,PG,32.76,18.8,5,6.0,1.6,0.3,3.1,34.5,$8100,4.26
Dwyane Wade,SG,33.85,20.0,4.3,4.7,1.4,0.6,2.7,33.5,$7100,4.72
Andrew Wiggins,SF,38.15,23.5,4.7,2.6,0.7,0.5,2.3,33.1,$6300,5.26
Jeff Teague,PG,32.31,16.6,3.4,7.1,1.7,0.5,2.9,32.8,$7600,4.32
Zach LaVine,SG,38.82,22.7,3.5,3.8,0.9,0.2,2.1,32.7,$6400,5.11
Bradley Beal,SG,35.66,22.2,3.2,3.5,0.9,0.3,2.1,31.6,$7000,4.51
Dwight Howard,C,30.67,12.3,12.3,1.2,1.0,1.5,2.4,31.5,$7900,3.98
Marcin Gortat,C,35.89,11.6,12.2,1.8,0.7,1.4,1.8,31.3,$6300,4.97
Myles Turner,C,30.60,15.7,7.9,1.0,0.7,2.3,1.5,31.2,$6500,4.8
Dennis Schroder,PG,32.42,17.5,3.5,6.8,1.0,0.3,3.4,31.1,$6800,4.57
Nikola Jokic,PF,28.68,13.4,8.7,3.2,0.9,0.9,1.5,30.7,$5900,5.21
Ricky Rubio,PG,33.90,10.1,4.4,8.5,1.9,0.1,2.5,29.6,$6000,4.94
Rajon Rondo,PG,35.16,10.2,6.3,7.6,1.4,0.2,3.0,29.4,$5700,5.15
Gorgui Dieng,PF,33.50,11.9,8.8,2.3,1.2,1.4,1.9,29.2,$5500,5.31
Thaddeus Young,PF,33.69,12.9,7.5,1.8,1.4,0.8,1.7,27.3,$4700,5.81
Markieff Morris,PF,32.79,14.7,6,2.1,1.3,0.7,2.0,27.1,$5000,5.41
Reggie Jackson,PG,30.68,16.4,2.6,5.4,0.7,0.1,2.3,26.9,$5900,4.56
Wilson Chandler,SF,30.19,15.6,6.7,1.8,0.7,0.2,1.5,26.6,$5800,4.59
Otto Porter,SF,35.02,12.6,6.4,1.5,1.9,0.4,0.9,26.2,$5500,4.77
Harrison Barnes,SF,35.13,17.3,4.8,1.7,0.8,0.2,1.4,26.2,$6300,4.16
Devin Booker,SG,33.30,17.9,3.1,3.3,0.8,0.3,2.6,26.2,$5700,4.59
Robin Lopez,C,30.79,11.5,8.4,1.1,0.2,1.9,1.3,26.1,$4900,5.33
Tobias Harris,PF,34.39,15.9,5.1,1.9,0.8,0.5,1.4,26.1,$5600,4.66
Marcus Morris,SF,36.23,15.9,4.7,2.2,0.8,0.3,1.3,25.7,$4700,5.48
Danilo Gallinari,SF,33.08,16.7,4.2,2.1,0.8,0.3,1.5,25.6,$5800,4.41
Steven Adams,C,29.71,10.7,8.5,0.8,1.1,1.4,1.7,25.4,$5200,4.88
