Name,Position,Min,Pts,Reb,Ast,Stl,Blk,TO,FP,Cost,Value
Kevin Durant,SF,35.24,27.3,8.5,4.5,1.1,1.7,2.7,47.2,$10400,4.53
DeMarcus Cousins,C,34.40,25.9,10.4,4.2,1.4,1.4,3.4,46.9,$10900,4.3
Giannis Antetokounmpo,SG,35.27,22.8,8.8,5.4,1.8,1.9,3.0,45.9,$10500,4.37
Karl-Anthony Towns,C,35.70,22.0,11.7,2.8,0.6,1.6,2.6,42.0,$10700,3.93
Stephen Curry,PG,33.86,25.6,4.4,6.3,1.7,0.2,3.1,41.0,$9000,4.56
Eric Bledsoe,PG,36.84,23.0,5.5,7.0,1.7,0.4,3.4,40.9,$9700,4.22
Isaiah Thomas,PG,34.54,27.0,2.9,6.3,0.9,0.1,2.6,39.3,$10000,3.93
Marc Gasol,C,34.94,20.5,7.1,3.9,1.0,1.5,2.2,37.7,$8200,4.59
Draymond Green,PF,33.78,11.7,8.8,7.3,1.8,1.4,2.3,37.3,$7800,4.78
Kemba Walker,PG,34.16,23.0,4,5.6,1.2,0.3,2.3,36.9,$8300,4.45
Hassan Whiteside,C,33.18,16.3,12.7,0.8,0.8,1.9,2.0,36.1,$8700,4.15
Andre Drummond,C,30.92,14.7,13.4,1.1,1.5,1.3,2.0,36.0,$7700,4.68
Blake Griffin,PF,30.59,19.3,7.8,4.1,1.0,0.5,2.4,35.4,$8700,4.07
Mike Conley,PG,36.19,19.8,4.2,6.5,1.3,0.3,2.6,35.2,$7000,5.03
Jabari Parker,PF,37.37,22.1,6.2,3.0,1.1,0.4,1.9,35.1,$7900,4.45
Al Horford,C,33.25,15.9,7.3,4.8,0.8,1.6,1.7,35.0,$7700,4.54
Goran Dragic,PG,36.41,20.2,4.2,6.6,1.1,0.2,3.3,34.4,$7500,4.59
Rudy Gobert,C,35.26,12.8,13,0.8,0.7,2.6,1.9,34.3,$7400,4.64
Brook Lopez,C,29.73,20.2,5.9,2.5,0.5,1.7,2.4,33.0,$7500,4.4
Gordon Hayward,SF,34.76,20.8,5.3,3.4,1.0,0.3,2.0,32.9,$7200,4.56
Wilson Chandler,SF,34.97,18.8,8.1,2.4,1.0,0.3,1.9,32.8,$5700,5.76
DeAndre Jordan,C,31.74,12.4,13.1,1.0,0.6,1.6,1.5,32.5,$8400,3.87
Nicolas Batum,SG,34.55,14.5,6.7,6.1,1.1,0.4,2.5,32.2,$7500,4.29
George Hill,PG,34.63,19.2,4.1,4.3,1.1,0.2,1.9,31.3,$5900,5.3
Andrew Wiggins,SF,36.82,21.6,4.3,2.5,0.8,0.4,2.3,30.6,$7300,4.19
Devin Booker,SG,37.42,21.9,3.1,3.5,1.1,0.2,3.0,30.5,$6800,4.48
Klay Thompson,SG,34.38,21.9,3.8,2.0,0.9,0.5,1.8,30.5,$6300,4.83
Zach LaVine,SG,37.24,20.3,3.5,3.3,0.9,0.2,1.9,29.8,$6300,4.72
Willie Reed,C,31.62,12.2,10.4,0.8,0.6,1.6,1.0,29.3,$4300,6.81
Tyson Chandler,C,31.36,10.0,13.2,0.8,0.7,0.9,1.7,28.5,$6000,4.76
Kenneth Faried,PF,27.12,11.9,9.8,1.0,0.9,1.1,1.3,27.9,$5700,4.89
Jae Crowder,SF,35.44,15.2,5.9,2.5,1.1,0.3,1.1,27.7,$6000,4.62
Reggie Jackson,PG,30.88,16.9,2.6,5.6,0.8,0.1,2.6,27.6,$6600,4.18
Ricky Rubio,PG,31.54,8.4,4.1,8.3,1.9,0.1,2.3,27.5,$6700,4.1
Gorgui Dieng,PF,32.78,11.7,8,2.0,1.0,1.3,1.6,27.3,$5700,4.79
Danilo Gallinari,SF,34.16,17.2,5.1,2.2,0.7,0.3,1.4,27.2,$6400,4.25
Jameer Nelson,PG,36.47,13.2,3.1,7.0,1.1,0.1,2.6,27.2,$4700,5.79
Dion Waiters,SG,34.50,16.0,3.6,4.2,1.0,0.3,2.3,26.9,$6500,4.14
Kentavious Caldwell-Pope,SG,36.89,15.6,3.8,3.2,1.4,0.2,1.4,26.8,$5700,4.69
Tyler Johnson,PG,30.99,14.4,4.3,3.0,1.2,0.6,1.1,26.6,$6200,4.28
Zach Randolph,PF,24.78,13.9,8.2,1.7,0.5,0.3,1.4,26.5,$5500,4.82
Greg Monroe,C,22.42,12.3,7.4,2.3,1.3,0.5,1.8,26.4,$5800,4.56
Michael Kidd-Gilchrist,SF,34.39,11.1,8.2,1.3,1.0,1.2,1.0,26.3,$5700,4.61
Trevor Booker,PF,27.37,10.5,8.6,2.1,1.4,0.6,1.9,26.1,$5100,5.11
Tobias Harris,PF,32.69,16.2,5.2,1.7,0.6,0.5,1.3,25.9,$6000,4.32
James Johnson,PF,29.60,12.6,5.7,3.3,0.9,1.0,2.4,25.8,$5900,4.37
Marcus Morris,SF,36.05,15.3,5,2.3,0.9,0.3,1.4,25.8,$5400,4.77
Austin Rivers,PG,36.54,16.4,2.7,3.6,1.1,0.2,2.1,25.5,$5900,4.33
J.J. Redick,SG,34.28,18.6,2.7,1.7,0.9,0.1,1.5,24.9,$5100,4.88
T.J. Warren,SF,32.37,15.0,4.5,1.3,1.3,0.3,1.0,24.6,$4300,5.71
Darren Collison,PG,32.65,13.6,2.3,4.6,1.1,0.1,1.8,23.9,$4900,4.87
Tony Allen,SG,32.45,10.8,6.5,1.5,1.9,0.4,1.8,23.7,$4700,5.03
Spencer Hawes,C,25.72,11.0,6.2,2.3,0.4,1.3,1.7,23.6,$4000,5.9
Jusuf Nurkic,C,21.62,10.6,7.3,1.4,0.8,1.2,2.2,23.3,$4000,5.82
Marvin Williams,PF,29.59,12.0,5.8,1.4,0.8,0.6,0.8,23.1,$5200,4.43
Sean Kilpatrick,SG,27.71,14.6,4.2,2.7,0.8,0.1,2.5,23.0,$4000,5.75
Marcus Smart,PG,30.15,10.1,3.6,4.5,1.5,0.4,2.0,23.0,$5700,4.03
P.J. Tucker,SF,33.99,8.7,7.2,1.7,1.7,0.3,1.1,22.8,$4500,5.06
Will Barton,SG,25.52,12.2,3.9,2.7,0.7,0.4,1.4,21.7,$5400,4.02
Jon Leuer,PF,26.56,10.7,6,1.6,0.5,0.5,0.9,21.4,$4600,4.65
Derrick Favors,PF,23.85,9.8,6.4,1.0,0.8,1.0,1.4,21.2,$4400,4.81
JaMychal Green,PF,28.97,8.6,7.4,1.2,0.8,0.7,1.3,21.0,$4300,4.88
Garrett Temple,SG,33.18,10.1,3.7,2.7,1.3,0.4,1.2,20.8,$4500,4.62
Jamal Crawford,SG,29.41,13.5,2.1,3.1,0.7,0.2,2.0,20.5,$4900,4.18
Gary Harris,SG,27.05,12.1,2.8,2.7,0.8,0.2,1.2,20.3,$5000,4.06
Bojan Bogdanovic,SF,26.79,14.0,3.3,1.7,0.5,0.1,1.6,20.1,$4400,4.57
Rodney Hood,SG,26.60,12.9,3.4,1.7,0.5,0.2,1.2,19.7,$4200,4.7
Brandon Knight,SG,22.75,12.6,2.6,2.8,0.7,0.1,1.9,19.6,$4200,4.67
Frank Kaminsky,PF,25.93,10.3,4.3,2.0,0.7,0.4,1.1,19.6,$4100,4.77
Rondae Hollis-Jefferson,SF,22.49,8.7,4.9,2.0,1.1,0.5,1.5,19.3,$4400,4.38
Malcolm Brogdon,PG,24.97,9.3,2.6,4.0,1.0,0.1,1.5,19.1,$5300,3.61
Andre Iguodala,SF,25.48,6.4,3.8,3.4,1.0,0.4,0.8,18.1,$4200,4.3
Zaza Pachulia,C,19.21,5.6,6.3,2.1,0.8,0.7,1.3,18.0,$4200,4.29
Raymond Felton,PG,26.04,8.8,2.8,2.9,1.0,0.3,1.2,17.9,$4500,3.98
Matthew Dellavedova,PG,26.39,7.4,2.3,4.9,0.8,0.1,1.7,17.6,$4200,4.19
Marco Belinelli,SG,24.43,11.2,2.5,1.8,0.7,0.1,0.9,17.6,$4200,4.19
Marreese Speights,PF,15.47,9.8,4.8,0.8,0.3,0.5,0.8,17.6,$4400,3.99
Kelly Olynyk,C,20.25,8.5,4.2,1.8,0.6,0.4,1.3,16.9,$3800,4.46
Wayne Ellington,SG,26.79,10.6,2.1,1.4,0.7,0.1,0.4,16.4,$4000,4.11
Matt Barnes,SF,23.76,7.2,4.2,2.5,0.7,0.3,1.6,16.4,$3600,4.55
Vince Carter,SF,24.32,8.2,3.2,1.6,0.8,0.4,0.6,16.2,$3700,4.39
Arron Afflalo,SG,32.72,10.2,2.6,1.6,0.4,0.2,0.8,16.1,$3500,4.61
Jeremy Lamb,SG,16.07,8.4,4.2,1.1,0.4,0.4,0.6,16.1,$5000,3.22
Tyler Zeller,C,15.75,6.7,4.3,1.2,0.2,1.1,0.4,15.9,$3500,4.53
Jonas Jerebko,PF,24.09,6.7,5,1.3,0.8,0.3,1.0,15.9,$3500,4.53
Alex Len,PF,16.22,6.3,5.7,0.5,0.3,1.1,1.1,15.6,$3500,4.45
Jaylen Brown,SG,20.61,8.5,3.8,1.1,0.5,0.5,1.3,15.4,$3500,4.4
Justin Hamilton,C,19.44,6.9,4.5,1.0,0.5,0.7,0.8,15.4,$3500,4.4
Trey Lyles,PF,19.13,8.0,4.2,1.3,0.5,0.3,1.2,15.4,$3500,4.4
James Ennis,SF,25.19,7.4,4.2,1.0,0.8,0.3,1.0,15.1,$3500,4.33
Isaiah Whitehead,PG,22.49,7.5,2.7,2.8,0.6,0.5,2.1,15.0,$3500,4.3
Tony Snell,SF,28.32,8.0,3.3,1.3,0.5,0.3,0.7,14.8,$3500,4.23
Ty Lawson,PG,19.70,6.9,2,3.4,0.8,0.1,1.4,14.8,$4500,3.29
Kosta Koufos,C,18.24,5.9,5.4,0.5,0.6,0.6,0.9,14.6,$3500,4.18
Kris Dunn,PG,18.28,5.3,2.5,3.2,1.1,0.4,1.5,14.6,$4300,3.4
Marquese Chriss,PF,16.97,7.7,3.5,0.6,0.6,0.6,1.1,14.1,$3500,4.03
Joe Ingles,SF,20.29,6.3,2.5,2.3,1.0,0.1,0.9,14.1,$3900,3.6
Michael Beasley,SF,14.37,7.9,3.3,0.9,0.5,0.4,1.1,13.9,$4200,3.31
Rodney McGruder,SF,26.93,6.2,3.6,1.5,0.7,0.2,0.7,13.9,$3500,3.96
Caris LeVert,SF,18.22,6.9,2.6,1.9,0.8,0.1,0.8,13.9,$4400,3.15
Spencer Dinwiddie,PG,20.19,6.1,2.6,2.7,0.5,0.4,1.4,13.7,$3900,3.51
Ishmael Smith,PG,17.53,5.6,2,3.4,0.5,0.3,1.2,13.5,$3500,3.86
Shabazz Muhammad,SF,18.21,8.9,2.9,0.5,0.3,0.1,0.8,13.1,$3700,3.55
Mirza Teletovic,SF,18.39,8.0,2.9,0.9,0.2,0.3,0.8,13.0,$3500,3.72
Luc Mbah a Moute,SF,23.59,6.6,2.8,0.5,1.0,0.5,0.7,13.0,$3600,3.61
Anthony Tolliver,PF,21.69,7.0,3.3,0.9,0.5,0.2,0.7,13.0,$3500,3.72
Joe Johnson,SF,18.19,7.1,2.8,1.3,0.4,0.2,0.8,12.8,$3500,3.66
Roy Hibbert,C,15.83,5.5,4,0.4,0.2,1.0,0.8,12.5,$3500,3.57
Ramon Sessions,PG,15.02,6.4,1.5,2.6,0.5,0.1,0.9,12.4,$3500,3.54
Quincy Acy,PF,12.50,6.9,3.4,0.4,0.4,0.3,0.6,12.4,$3900,3.17
Troy Daniels,SG,18.35,8.9,1.5,0.8,0.4,0.1,0.6,12.3,$3500,3.51
Terry Rozier,PG,17.04,5.5,2.5,1.6,0.7,0.2,0.5,12.2,$3600,3.39
Amir Johnson,PF,14.26,4.8,3.5,1.1,0.3,0.7,0.7,12.0,$3800,3.14
Nemanja Bjelica,PF,15.44,5.8,3,1.1,0.6,0.2,0.8,11.9,$3500,3.39
Randy Foye,SG,17.77,5.5,2.3,2.3,0.4,0.2,1.3,11.6,$3500,3.32
Darrell Arthur,PF,13.47,6.3,2.6,1.0,0.3,0.4,0.9,11.4,$3800,3.01
Alec Burks,SG,13.17,7.2,1.9,0.7,0.4,0.2,0.5,11.2,$3700,3.04
Shaun Livingston,PG,16.47,5.3,2.1,2.0,0.4,0.2,0.9,11.1,$3500,3.18
Willie Cauley-Stein,PF,12.66,4.9,3,0.4,0.5,0.5,0.5,10.6,$3700,2.86
Boris Diaw,PF,17.90,5.2,2,2.3,0.2,0.1,1.2,10.5,$3500,2.99
Okaro White,PF,17.77,3.9,3.5,0.2,0.5,0.8,0.6,10.4,N/A,N/A
Jared Dudley,PF,13.93,5.2,2.4,1.1,0.4,0.1,0.8,9.9,$3500,2.84
Andrew Harrison,PG,15.01,4.1,1.5,2.0,0.6,0.2,0.8,9.7,$3500,2.77
Stanley Johnson,SF,14.93,4.0,2.2,1.1,0.6,0.4,0.7,9.6,$3500,2.74
Malachi Richardson,SG,10.07,5.9,1.5,0.8,0.4,0.1,0.4,9.5,$3500,2.71
Aron Baynes,C,12.96,4.0,3.6,0.3,0.3,0.4,0.7,9.5,$3500,2.71
