Name,Position,Min,Pts,Reb,Ast,Stl,Blk,TO,FP,Cost,Value
James Harden,SG,37.21,27.0,6.5,8.4,1.5,0.6,4.6,47.0,$11700,4.02
Kawhi Leonard,SF,34.68,25.2,6.6,4.5,1.8,0.9,1.7,43.6,$8700,5.01
Kevin Durant,SF,34.71,26.1,7.8,4.2,1.2,1.3,3.2,43.6,$9900,4.4
Stephen Curry,PG,34.84,27.8,4.8,5.9,1.7,0.3,3.5,42.9,$8800,4.88
Blake Griffin,PF,34.29,23.8,9,3.7,1.2,0.9,2.4,42.0,$9100,4.61
Karl-Anthony Towns,C,35.48,20.9,10.6,2.3,0.8,1.7,2.4,39.7,$8000,4.96
John Wall,PG,33.59,19.9,5.1,8.5,1.8,0.6,4.0,39.6,$9200,4.3
Giannis Antetokounmpo,SG,36.39,18.7,8.3,4.9,1.4,1.6,2.9,39.1,$9600,4.07
Chris Paul,PG,32.40,20.5,4.2,7.4,2.0,0.3,2.2,39.0,$9200,4.24
Andre Drummond,C,32.30,16.6,14.2,1.2,1.5,1.3,2.1,38.9,$8100,4.81
Kemba Walker,PG,34.97,23.5,4.2,5.1,1.8,0.4,2.0,38.6,$8200,4.71
Hassan Whiteside,C,33.51,16.7,12.7,0.9,0.7,3.0,2.3,38.4,$9100,4.22
Kyle Lowry,PG,36.72,19.8,5.2,6.9,1.6,0.4,3.2,37.2,$8300,4.48
Draymond Green,PF,34.29,11.9,9.1,6.7,1.7,1.5,2.7,36.6,$8000,4.57
Isaiah Thomas,PG,33.11,22.6,3.1,6.3,1.2,0.2,2.5,36.1,$8200,4.4
LaMarcus Aldridge,PF,33.82,20.1,8.8,1.6,0.7,1.4,1.7,35.6,$7200,4.94
Marcin Gortat,C,34.62,15.6,11.7,1.5,0.7,1.9,1.8,35.3,$6600,5.35
DeMar DeRozan,SG,37.03,23.0,4.5,4.0,1.0,0.1,2.2,34.4,$9300,3.7
Marc Gasol,C,33.33,16.7,7.9,3.5,0.8,1.5,2.1,33.9,$6700,5.06
Al Horford,C,31.84,16.2,7.5,3.1,0.6,2.0,1.6,33.5,$7000,4.78
Markieff Morris,PF,33.57,16.3,8.9,2.4,1.2,0.8,2.4,32.2,$5300,6.07
Mike Conley,PG,33.79,16.5,3.7,6.4,1.6,0.4,2.5,32.0,$6900,4.64
Goran Dragic,PG,36.19,16.7,4.4,6.7,1.2,0.3,3.0,32.0,$6700,4.78
Eric Bledsoe,PG,32.03,18.0,4.6,5.6,1.4,0.3,3.4,31.9,$6900,4.63
Jeff Teague,PG,32.92,16.1,2.9,7.5,1.3,0.3,2.9,31.1,$6600,4.72
Andrew Wiggins,SF,35.74,22.2,3.8,2.5,0.9,0.5,2.4,30.9,$6900,4.48
Pau Gasol,C,30.22,14.9,8.4,2.2,0.5,1.6,1.7,30.8,$6200,4.96
Nikola Vucevic,C,27.69,15.1,7.9,2.3,0.8,0.9,1.6,29.8,$6400,4.66
Tobias Harris,PF,35.30,17.5,6.8,2.1,0.9,0.5,2.0,29.6,$5800,5.11
