Name,Position,Min,Pts,Reb,Ast,Stl,Blk,TO,FP,Cost,Value
Russell Westbrook,PG,36.41,29.0,9.3,10.5,1.6,0.3,5.0,54.7,$12400,4.41
James Harden,SG,37.33,27.9,7.2,10.1,1.4,0.3,5.0,50.1,$12000,4.17
Anthony Davis,PF,37.13,26.3,11.2,2.2,1.3,2.3,2.5,47.7,$11100,4.3
Damian Lillard,PG,35.94,26.0,4.3,6.7,1.0,0.2,2.7,40.9,$9100,4.5
Kyle Lowry,PG,37.33,22.6,4.9,7.0,1.6,0.3,2.8,40.0,$8100,4.94
Kawhi Leonard,SF,32.54,23.3,6.2,3.3,2.0,0.8,1.9,39.4,$8500,4.63
Andre Drummond,C,32.93,15.8,14.5,1.2,1.5,1.3,2.0,38.6,$7900,4.89
DeMar DeRozan,SG,36.53,26.5,4.8,4.0,1.2,0.1,2.5,38.4,$8300,4.62
Kemba Walker,PG,35.49,23.4,4.4,5.7,1.4,0.3,2.3,38.3,$8100,4.73
Paul George,SF,35.37,22.8,6.4,3.7,1.8,0.4,3.0,37.4,$7900,4.74
Paul Millsap,PF,34.47,17.9,8.6,3.5,1.8,1.2,2.3,37.2,$8200,4.53
Brook Lopez,C,32.42,21.3,6.8,2.7,0.7,1.8,2.4,36.1,$7500,4.81
Dwight Howard,C,32.18,14.4,13.2,1.4,1.1,1.7,2.3,35.6,$7700,4.63
C.J. McCollum,SG,34.48,23.3,3.8,4.0,1.1,0.6,2.4,34.9,$8000,4.36
Julius Randle,PF,34.20,16.0,10.4,3.9,0.9,0.7,2.8,34.7,$7100,4.89
Jeff Teague,PG,33.21,16.2,3.8,7.8,1.9,0.5,2.8,34.5,$7800,4.42
Gordon Hayward,SF,36.08,21.3,5.4,3.8,1.0,0.3,2.1,34.0,$7700,4.41
Rudy Gobert,C,34.87,12.9,12.2,0.9,0.7,2.6,1.8,33.7,$7400,4.55
Eric Bledsoe,PG,32.38,18.4,4.6,6.0,1.4,0.5,3.1,33.6,$8000,4.2
Nikola Jokic,PF,30.19,15.0,9,3.9,0.9,1.0,2.0,33.5,$7100,4.71
Myles Turner,C,31.56,16.4,7.9,1.2,0.7,2.7,1.5,33.0,$6700,4.92
Nicolas Batum,SG,35.12,15.7,6.8,5.6,1.1,0.4,2.4,32.9,$7800,4.21
Jrue Holiday,PG,34.34,16.1,3.8,7.4,1.5,0.3,2.7,32.7,$7200,4.54
LaMarcus Aldridge,PF,32.42,18.1,7.9,2.1,0.6,1.1,1.6,32.5,$7700,4.22
Pau Gasol,C,27.54,14.3,8.6,2.6,0.5,1.4,1.5,30.8,$6400,4.82
Harrison Barnes,SF,36.52,19.9,5.7,1.8,0.9,0.3,1.4,30.4,$6900,4.41
Dennis Schroder,PG,32.03,17.3,3.1,6.6,1.2,0.2,3.3,30.4,$6800,4.47
Mason Plumlee,C,29.56,11.8,8.3,4.1,0.9,1.2,1.9,30.2,$6300,4.8
Reggie Jackson,PG,32.01,18.1,3.2,6.0,0.8,0.2,2.9,30.0,$6400,4.69
D'Angelo Russell,PG,32.18,16.9,3.8,5.6,1.3,0.3,3.4,29.7,$6300,4.71
Wilson Chandler,SF,33.49,17.0,6.7,2.1,1.0,0.2,1.7,28.9,$5600,5.16
Montrezl Harrell,C,30.36,15.0,6.8,1.6,0.6,1.6,1.6,28.4,$4700,6.03
Devin Booker,SG,34.56,19.2,3.2,3.4,1.1,0.2,2.7,28.0,$5900,4.75
Steven Adams,C,32.26,12.9,8.5,1.2,1.3,1.1,2.0,27.7,$5600,4.95
Deron Williams,PG,31.15,14.7,2.8,6.8,0.8,0.1,2.5,27.6,$6100,4.52
