Name,Position,Min,Pts,Reb,Ast,Stl,Blk,TO,FP,Cost,Value
Russell Westbrook,PG,34.17,24.4,7.8,10.2,1.9,0.3,4.2,49.3,$11600,4.25
Kevin Durant,SF,34.80,28.8,8.2,4.2,1.4,1.0,3.1,46.6,$9500,4.91
LeBron James,SF,38.43,25.0,8.3,7.0,1.3,0.5,3.3,45.8,$9900,4.62
Stephen Curry,PG,32.86,28.2,4.8,6.5,1.9,0.3,3.1,45.0,$8900,5.06
Damian Lillard,PG,37.16,26.4,4.4,7.0,0.8,0.2,3.4,40.8,$9300,4.38
Draymond Green,PF,34.40,13.9,9.8,7.4,1.8,1.4,3.2,40.0,$8400,4.76
Karl-Anthony Towns,C,32.85,18.8,10.2,2.3,0.9,1.8,2.2,37.7,$8600,4.38
Kemba Walker,PG,35.51,22.6,3.8,5.2,1.7,0.4,2.4,36.8,$8300,4.43
Kyrie Irving,PG,36.15,22.9,4,4.5,1.1,0.2,2.3,34.8,$7500,4.63
C.J. McCollum,SG,34.79,21.0,3.7,4.1,1.4,0.4,2.3,32.9,$7400,4.44
Kevin Love,PF,31.61,16.7,9.2,2.3,0.7,0.5,1.7,31.9,$7500,4.25
Andrew Wiggins,SF,35.01,21.5,3.9,2.4,0.7,0.7,1.9,30.7,$6500,4.72
Eric Bledsoe,PG,34.30,15.8,4.3,6.2,1.5,0.3,3.3,30.6,$7700,3.97
Nikola Vucevic,C,28.96,14.7,8.6,2.4,0.6,0.8,1.5,29.9,$7100,4.21
Victor Oladipo,SG,33.98,16.2,4.5,4.2,1.3,0.4,2.4,28.9,$5400,5.35
Julius Randle,PF,28.89,13.1,9.9,2.1,0.7,0.6,2.2,28.5,$6300,4.53
Klay Thompson,SG,32.11,19.8,3.5,2.5,0.8,0.5,1.9,28.5,$5800,4.91
Gorgui Dieng,PF,30.86,11.4,8.7,2.1,1.0,1.6,1.9,28.3,$6000,4.72
Danilo Gallinari,SF,35.75,17.8,4.9,2.1,0.7,0.4,1.6,27.4,$6000,4.57
Nicolas Batum,SG,33.16,13.0,5.4,4.9,0.8,0.4,2.7,26.5,$6300,4.21
D'Angelo Russell,PG,28.31,14.8,3.3,4.9,0.9,0.3,2.7,25.8,$5800,4.45
T.J. Warren,SF,34.57,15.0,5.3,1.6,1.2,0.3,1.4,25.4,$6100,4.16
Alex Len,C,27.50,9.6,9.3,1.2,0.8,1.3,1.9,24.9,$5700,4.36
Emmanuel Mudiay,PG,30.20,12.2,3.7,5.4,1.1,0.5,3.3,24.6,$5800,4.25
Enes Kanter,PF,21.24,13.4,8.4,0.5,0.3,0.6,1.4,24.6,$5000,4.93
Evan Fournier,SG,31.79,15.6,2.9,2.9,1.2,0.2,1.9,24.3,$5700,4.27
Kenneth Faried,PF,24.39,10.6,8.5,0.9,0.5,1.1,1.2,24.2,$5100,4.74
Zach LaVine,SG,30.14,15.6,3.1,3.0,0.8,0.2,1.9,23.9,$6200,3.86
Ricky Rubio,PG,24.17,7.7,3.6,7.2,1.4,0.1,1.9,23.9,$6100,3.92
Serge Ibaka,PF,28.86,11.6,6.6,0.8,0.4,1.6,1.1,23.6,$5200,4.54
Mason Plumlee,C,25.70,8.9,7,2.7,0.9,1.1,1.8,23.6,$5200,4.53
Tyson Chandler,C,27.72,8.4,9.9,1.1,0.6,1.0,1.6,23.5,$4800,4.9
Aaron Gordon,SF,27.61,10.6,6.7,1.7,1.0,0.7,1.2,23.4,$5600,4.18
Jusuf Nurkic,C,20.57,10.9,6.8,1.9,0.7,1.0,2.0,23.3,$5500,4.24
Marvin Williams,PF,30.73,11.4,6.9,1.2,0.6,0.7,0.8,23.3,$5100,4.56
Louis Williams,SG,27.41,14.2,2.7,3.2,1.0,0.3,1.8,23.0,$5000,4.61
Steven Adams,C,27.63,8.7,7.7,0.8,0.8,1.6,1.3,22.6,$5100,4.44
Devin Booker,SG,33.15,14.3,3.1,3.0,0.8,0.3,2.3,22.4,$6500,3.45
Elfrid Payton,PG,28.78,9.9,2.9,5.5,1.1,0.3,2.4,22.0,$5400,4.08
Jordan Clarkson,SG,26.70,13.3,3.2,2.5,1.0,0.3,1.8,21.7,$5000,4.34
Maurice Harkless,SF,29.31,10.6,5.9,1.5,0.9,0.6,1.4,21.5,$4500,4.78
Bismack Biyombo,C,24.70,5.9,9.2,0.5,0.4,1.9,1.2,21.1,$4200,5.02
Tristan Thompson,C,28.07,7.9,8.6,0.7,0.5,0.8,0.8,21.1,$4500,4.68
Wilson Chandler,SF,28.06,11.7,5.3,1.7,0.8,0.3,1.8,21.0,$5200,4.04
Nikola Jokic,PF,21.48,8.7,6.5,2.1,0.7,0.6,1.5,20.8,$5200,3.99
Michael Kidd-Gilchrist,SF,29.00,9.5,5.9,1.5,0.8,0.7,1.1,20.7,$5400,3.84
Jamal Murray,PG,28.56,10.0,4.5,2.2,1.1,0.4,1.5,20.2,$3700,5.46
Cody Zeller,C,23.61,9.1,5.7,1.0,0.8,0.7,0.7,19.7,$4800,4.11
Meyers Leonard,PF,25.61,10.1,6.1,1.7,0.2,0.3,1.4,19.6,$3600,5.44
Timofey Mozgov,C,22.22,7.6,7.1,0.8,0.3,1.3,1.5,19.0,$3700,5.14
Gary Harris,SG,28.97,11.5,3.2,1.9,0.8,0.2,1.2,19.0,$4500,4.22
Andre Iguodala,SF,23.90,7.3,3.6,3.2,1.3,0.4,1.0,18.8,$3800,4.95
Evan Turner,SF,25.63,7.7,3.9,3.8,0.6,0.4,1.5,18.6,$3800,4.89
Domantas Sabonis,PF,24.04,9.2,4.1,1.7,0.7,0.5,1.1,18.0,$4000,4.49
Allen Crabbe,SG,27.15,10.7,3,1.5,0.9,0.2,0.9,17.9,$3900,4.58
Larry Nance Jr.,PF,23.37,6.9,6,0.9,1.2,0.4,0.8,17.9,$3800,4.7
Iman Shumpert,SG,28.08,7.3,4.2,2.0,1.4,0.3,1.1,17.6,$3900,4.52
Luol Deng,SF,24.17,8.5,4.8,1.4,0.6,0.3,0.8,17.4,$4300,4.04
Zaza Pachulia,C,20.14,5.9,5.9,1.9,0.5,0.7,1.0,17.2,$3600,4.79
Andre Roberson,SF,27.63,6.9,4.8,1.5,1.1,0.4,0.8,17.1,$3800,4.5
Frank Kaminsky,PF,23.53,8.5,4.3,1.4,0.4,0.5,0.8,16.8,$4000,4.19
Semaj Christon,PG,20.22,8.4,3.4,2.2,0.7,0.3,1.2,16.6,$3500,4.74
Jeff Green,SF,22.97,9.2,3.6,1.2,0.5,0.5,1.1,16.2,$4000,4.06
David West,PF,13.81,6.4,4.8,1.5,0.6,0.7,0.8,16.2,$3500,4.63
Nick Young,SG,26.07,9.8,3.1,1.2,0.5,0.3,0.8,16.1,$4400,3.66
Jared Dudley,PF,26.16,7.9,3.5,1.9,1.0,0.2,1.3,16.1,$3700,4.34
Jameer Nelson,PG,21.94,7.0,1.9,4.5,0.7,0.2,1.9,15.9,$3900,4.08
Kris Dunn,PG,20.81,6.6,3.7,2.0,0.9,0.5,1.1,15.7,$4300,3.66
Tarik Black,C,20.43,5.8,6.1,0.8,0.4,0.7,0.9,15.6,$3500,4.46
Shabazz Muhammad,SF,20.08,10.6,3.1,0.6,0.3,0.2,0.9,15.3,$3500,4.38
