Name,Position,Min,Pts,Reb,Ast,Stl,Blk,TO,FP,Cost,Value
DeMarcus Cousins,C,34.66,26.4,10.9,4.4,1.4,1.3,3.4,48.1,$11200,4.29
Anthony Davis,PF,36.08,25.7,11.5,2.3,1.2,2.4,2.5,47.7,$10900,4.37
Kevin Durant,SF,34.87,26.3,8.6,4.6,1.2,1.6,2.5,46.6,$10300,4.53
Giannis Antetokounmpo,SG,35.21,23.1,8.3,5.1,1.7,1.8,2.9,44.8,$11200,4
John Wall,PG,36.68,22.6,4.7,10.0,2.1,0.5,4.2,44.2,$10500,4.21
Jimmy Butler,SF,36.81,24.7,6.3,5.3,1.9,0.4,2.2,42.6,$9500,4.49
Karl-Anthony Towns,C,36.04,22.4,11.5,2.7,0.7,1.6,2.6,42.3,$10700,3.95
Nikola Jokic,PF,32.58,20.8,10.3,4.8,0.9,1.1,2.4,42.0,$9900,4.24
Stephen Curry,PG,33.73,25.5,4.3,6.4,1.8,0.2,3.0,41.3,$9500,4.34
Kawhi Leonard,SF,33.65,24.8,6.2,3.4,1.6,0.8,2.0,40.1,$9600,4.18
Paul Millsap,PF,35.64,18.9,8.4,3.8,1.6,1.1,2.2,37.9,$7800,4.86
Marc Gasol,C,34.26,20.4,7.2,4.0,0.9,1.5,2.1,37.7,$8400,4.49
Paul George,SF,35.61,22.7,6.2,3.6,1.8,0.4,3.1,36.8,$8700,4.23
Hassan Whiteside,C,32.74,16.2,12.9,0.8,0.7,2.1,2.1,36.4,$9100,4
Andre Drummond,C,30.83,15.1,13,1.2,1.6,1.3,2.1,36.2,$8700,4.16
Draymond Green,PF,33.35,11.3,8.4,7.0,1.7,1.4,2.5,35.6,$8000,4.45
Eric Bledsoe,PG,33.35,20.3,4.9,6.0,1.4,0.4,3.2,35.6,$8300,4.29
Carmelo Anthony,SF,33.98,23.0,6.2,2.8,0.9,0.5,2.1,35.3,$8100,4.36
Myles Turner,C,34.16,17.5,8.5,1.2,0.9,2.6,1.7,34.8,$6400,5.44
Jeff Teague,PG,34.23,16.5,4.4,8.2,1.4,0.4,3.0,34.7,$7700,4.5
Goran Dragic,PG,34.05,19.4,4,6.8,1.1,0.1,3.0,33.8,$8100,4.17
Mike Conley,PG,32.71,19.1,3.5,6.1,1.4,0.3,2.3,33.6,$7400,4.53
Wilson Chandler,SF,35.60,19.0,7.9,2.4,1.0,0.7,2.0,33.5,$6700,5
Kristaps Porzingis,PF,33.15,18.4,7.8,1.4,0.7,2.0,1.8,33.5,$6800,4.92
Jrue Holiday,PG,32.12,16.3,4,7.4,1.4,0.6,3.0,33.2,$7900,4.2
Bradley Beal,SG,34.94,22.6,3.1,3.8,1.0,0.3,2.1,32.5,$7500,4.34
Dwyane Wade,SG,30.42,19.0,4.3,4.1,1.6,0.6,2.2,32.5,$8000,4.06
LaMarcus Aldridge,PF,32.33,17.9,7.8,2.1,0.6,1.2,1.5,32.5,$7500,4.33
Brook Lopez,C,29.53,19.9,5.8,2.3,0.6,1.7,2.5,32.4,$7200,4.5
Dwight Howard,C,29.28,12.9,11.9,1.3,0.8,1.4,2.1,31.4,$7000,4.49
Andrew Wiggins,SF,37.08,22.2,4.1,2.4,0.8,0.4,2.3,30.8,$7600,4.06
Will Barton,SG,34.58,16.6,5.5,3.9,1.1,0.7,2.1,30.6,$5800,5.27
Kyle O'Quinn,C,24.70,11.0,9.9,1.9,0.8,2.1,1.5,30.0,$4200,7.15
Klay Thompson,SG,34.15,21.3,3.9,2.0,0.8,0.5,1.8,29.8,$6800,4.38
Devin Booker,SG,34.99,21.4,3.1,3.5,0.9,0.3,3.0,29.8,$6800,4.38
Dennis Schroder,PG,30.71,17.0,2.9,6.6,0.9,0.2,3.0,29.6,$6500,4.55
Marcin Gortat,C,34.44,11.4,11.6,1.4,0.6,1.1,1.5,29.3,$7000,4.19
Derrick Rose,PG,32.66,17.7,3.9,4.7,0.7,0.3,2.5,28.9,$6200,4.67
Ricky Rubio,PG,31.66,9.6,3.9,8.1,1.8,0.1,2.3,27.9,$6500,4.3
Julius Randle,PF,28.73,13.1,8.1,3.2,0.7,0.6,2.5,27.7,$5700,4.86
Otto Porter,SF,33.88,14.5,6.2,1.6,1.5,0.5,0.8,27.5,$6700,4.11
Darren Collison,PG,36.75,16.1,2.6,5.0,1.3,0.1,2.0,27.5,$5200,5.29
James Johnson,PF,29.12,13.2,5.9,3.6,1.0,1.1,2.4,27.5,$6000,4.58
Gary Harris,SG,34.33,16.0,3.8,3.3,1.4,0.2,1.7,27.0,$5100,5.3
D'Angelo Russell,PG,27.04,14.6,3.9,4.8,1.2,0.3,2.7,26.8,$5900,4.54
Zach Randolph,PF,24.39,14.4,8.1,1.7,0.6,0.2,1.5,26.8,$6300,4.25
Tyler Johnson,PG,30.67,13.7,4.3,3.3,1.2,0.7,1.2,26.4,$5600,4.72
Trevor Booker,PF,26.59,11.1,8.6,2.2,1.3,0.5,2.0,26.3,$5300,4.97
Reggie Jackson,PG,28.98,15.5,2.6,5.5,0.7,0.1,2.4,26.1,$5700,4.57
