Name,Position,Min,Pts,Reb,Ast,Stl,Blk,TO,FP,Cost,Value
Giannis Antetokounmpo,SG,36.47,23.5,8.9,5.2,1.8,2.0,3.0,46.6,$10700,4.35
John Wall,PG,37.44,23.5,5,10.6,2.0,0.6,4.3,46.3,$10700,4.33
Karl-Anthony Towns,C,38.31,24.6,12.3,2.8,0.7,1.6,2.7,45.5,$10500,4.33
Nikola Jokic,PF,32.65,20.6,11,5.2,1.0,1.0,2.6,43.0,$10000,4.3
Kawhi Leonard,SF,33.75,25.9,6.2,3.7,1.8,0.7,2.1,41.8,$9300,4.49
Jimmy Butler,SF,37.60,23.6,6.5,5.3,2.0,0.4,2.4,41.8,$8900,4.69
Chris Paul,PG,32.51,19.3,5,9.3,2.1,0.2,2.6,41.3,$8700,4.74
DeMar DeRozan,SG,37.74,28.0,5.5,3.8,1.2,0.2,2.4,40.7,$9400,4.33
Blake Griffin,PF,35.10,21.8,8.7,5.0,0.9,0.6,2.7,40.0,$9100,4.4
Marc Gasol,C,35.15,20.9,6.8,4.4,0.9,1.5,2.2,38.3,$7700,4.97
Paul Millsap,PF,37.39,19.4,8.7,3.7,1.5,1.1,2.5,38.1,$7800,4.88
Kemba Walker,PG,36.37,23.5,4.1,5.7,1.2,0.3,2.3,37.7,$8400,4.48
Mike Conley,PG,36.17,21.4,3.9,6.8,1.5,0.3,2.5,37.4,$7600,4.92
D'Angelo Russell,PG,34.32,18.5,4.9,6.4,1.7,0.3,3.5,34.5,$6700,5.15
Gordon Hayward,SF,35.62,22.4,5.1,3.7,1.0,0.2,2.0,34.5,$7800,4.42
Bradley Beal,SG,36.62,23.8,3.3,3.8,1.1,0.3,2.1,34.2,$8000,4.27
Nikola Vucevic,C,30.27,15.5,10.3,2.5,0.9,1.3,1.9,34.1,$7500,4.55
Ricky Rubio,PG,34.14,11.9,4.2,10.1,1.9,0.1,2.7,33.4,$7200,4.64
Dwight Howard,C,29.89,13.5,12.7,1.3,0.9,1.4,2.2,33.1,$7000,4.73
Julius Randle,PF,32.55,14.8,9.7,4.0,0.9,0.6,2.6,32.8,$6500,5.05
Rudy Gobert,C,33.15,12.5,12,1.0,0.7,2.4,1.8,32.8,$7800,4.21
Nicolas Batum,SG,34.61,15.4,6.3,5.7,1.1,0.4,2.6,31.9,$7300,4.37
Dennis Schroder,PG,33.47,18.5,3.2,6.7,1.0,0.2,3.1,31.7,$7100,4.46
Andrew Wiggins,SF,37.35,22.6,4,2.5,1.0,0.4,2.4,31.6,$7300,4.32
Elfrid Payton,PG,32.11,14.1,4.5,7.1,1.3,0.6,2.5,31.5,$6900,4.56
Wilson Chandler,SF,34.07,18.5,7.2,2.3,1.0,0.4,2.0,31.4,$6700,4.69
DeAndre Jordan,C,31.57,11.6,12.8,1.0,0.6,1.6,1.5,31.4,$7400,4.24
Greg Monroe,C,27.59,14.9,8.3,2.6,1.4,0.8,1.9,31.3,$6200,5.04
Khris Middleton,SF,33.79,17.3,4.7,4.6,1.5,0.3,2.5,30.9,$6500,4.76
Dwyane Wade,SG,29.45,18.0,4.1,3.9,1.5,0.6,2.3,30.7,$7600,4.04
Serge Ibaka,PF,32.25,16.1,7.5,1.1,0.6,1.9,1.5,30.3,$6400,4.73
Pau Gasol,C,26.48,13.7,8.3,2.6,0.4,1.3,1.6,29.4,$5700,5.15
Harrison Barnes,SF,36.42,20.0,4.9,1.6,0.8,0.2,1.5,28.8,$6100,4.72
Dirk Nowitzki,PF,30.01,15.4,7.3,1.7,0.6,0.7,0.9,28.4,$6200,4.58
Otto Porter,SF,34.55,14.2,6.5,1.6,1.5,0.6,0.7,27.9,$6200,4.5
Gary Harris,SG,34.63,17.6,3.6,2.7,1.4,0.2,1.5,27.7,$5600,4.94
George Hill,PG,32.25,17.1,3.1,4.0,1.0,0.2,1.6,27.6,$6100,4.53
Danilo Gallinari,SF,33.26,17.9,4.9,2.1,0.7,0.2,1.3,27.4,$6500,4.22
Tyreke Evans,SG,24.17,14.2,4.3,4.5,1.2,0.3,2.3,26.8,$5900,4.54
Evan Fournier,SG,34.33,17.5,3.4,3.3,1.0,0.1,2.3,26.4,$5500,4.81
Tim Hardaway Jr.,SG,33.26,17.5,3.5,2.6,1.0,0.2,1.6,26.4,$5500,4.8
Willie Cauley-Stein,PF,30.69,13.4,6.7,1.4,1.0,1.1,1.4,26.3,$5500,4.79
Zach Randolph,PF,23.76,13.8,8,1.6,0.5,0.2,1.4,25.8,$5900,4.37
Jordan Clarkson,PG,32.21,16.1,3.5,3.0,1.5,0.1,2.3,25.7,$5200,4.94
David Lee,PF,26.37,10.8,8.5,1.7,0.4,1.0,1.4,25.0,$4700,5.31
