Name,Position,Min,Pts,Reb,Ast,Stl,Blk,TO,FP,Cost,Value
Russell Westbrook,PG,35.27,28.0,9,10.0,1.8,0.3,5.1,52.9,$12600,4.2
Kevin Durant,SF,35.05,25.6,8.3,4.7,1.2,1.4,2.7,45.1,$10200,4.42
Stephen Curry,PG,33.51,26.0,4.7,6.7,2.0,0.2,3.2,42.9,$9300,4.61
Karl-Anthony Towns,C,34.58,20.7,10.9,2.2,0.7,1.6,2.5,39.2,$8700,4.5
Andre Drummond,C,31.96,16.3,14,1.2,1.6,1.3,1.8,38.9,$8400,4.63
Draymond Green,PF,33.67,13.1,9.1,7.3,1.7,1.5,2.7,38.7,$8200,4.72
Carmelo Anthony,SF,35.09,22.8,6.4,3.7,1.0,0.5,2.3,36.7,$7700,4.77
Al Horford,C,33.71,16.3,8.2,4.0,0.7,2.1,1.8,35.9,$7700,4.67
Eric Bledsoe,PG,34.47,20.0,5.3,5.8,1.6,0.4,3.5,35.6,$8400,4.23
Kristaps Porzingis,PF,33.35,19.3,8.6,1.4,0.6,2.0,1.5,35.4,$7400,4.79
Zach LaVine,SG,37.07,20.7,3.6,3.8,1.0,0.2,2.1,31.0,$6100,5.09
Julius Randle,PF,29.72,14.6,10.1,2.6,0.7,0.5,2.4,30.6,$6400,4.78
Klay Thompson,SG,33.54,22.0,3.7,2.3,0.7,0.5,1.9,30.4,$6700,4.54
Tobias Harris,PF,34.02,17.1,6.7,2.1,0.8,0.6,1.5,29.6,$6000,4.93
Andrew Wiggins,SF,35.94,21.2,3.9,2.4,0.9,0.3,2.3,29.6,$6200,4.77
Derrick Rose,PG,31.90,16.1,4,5.1,0.9,0.3,2.5,28.5,$6600,4.31
Avery Bradley,SG,35.11,16.7,5.5,2.8,1.1,0.2,1.7,28.4,$6700,4.24
D'Angelo Russell,PG,29.05,16.2,3.5,4.7,1.2,0.2,2.7,27.6,$6100,4.52
Louis Williams,SG,29.72,18.6,2.6,3.4,1.2,0.2,2.2,27.4,$6300,4.35
Steven Adams,C,31.00,10.9,9.4,0.7,1.1,1.4,1.8,26.4,$5100,5.18
Gorgui Dieng,PF,28.99,10.7,8.2,2.4,0.8,1.2,1.9,26.2,$5500,4.77
Victor Oladipo,SG,32.80,15.5,4.3,3.3,0.9,0.3,2.1,25.9,$6300,4.11
Jae Crowder,SF,33.06,14.2,5,2.2,1.4,0.2,1.3,25.4,$5400,4.7
Jordan Clarkson,PG,31.37,15.3,3.6,3.3,1.3,0.1,2.1,25.3,$4900,5.16
Reggie Jackson,PG,26.82,15.1,2.6,5.0,0.7,0.2,2.4,25.1,$5700,4.41
Enes Kanter,PF,23.59,14.2,6.8,0.8,0.4,1.0,1.4,25.0,$5000,4.99
Ricky Rubio,PG,29.81,8.4,3.9,7.1,1.5,0.2,2.2,24.9,$5300,4.7
Marcus Smart,PG,32.44,12.0,4.3,3.9,1.5,0.4,2.0,24.8,$4700,5.28
Tim Frazier,PG,28.40,10.3,3.3,6.7,1.2,0.2,2.5,24.6,$4900,5.02
Jon Leuer,PF,27.24,11.9,7.4,1.5,0.7,0.5,1.1,24.3,$4700,5.18
Marcus Morris,SF,32.72,13.5,4.9,2.4,0.7,0.3,1.2,23.8,$5000,4.76
Devin Booker,SG,30.30,17.2,2.4,2.6,0.7,0.3,2.3,23.7,$5800,4.08
Tyson Chandler,C,27.33,8.5,9.5,0.8,0.6,1.1,1.5,23.0,$4900,4.69
Jahlil Okafor,C,26.36,14.1,5.3,1.0,0.3,1.1,1.8,23.0,$4900,4.69
Ersan Ilyasova,PF,28.04,13.4,5.8,1.3,0.6,0.3,1.4,22.7,$5600,4.06
Alex Len,PF,22.30,9.0,8.5,0.8,0.4,1.3,1.6,22.2,$5000,4.44
Ishmael Smith,PG,22.37,10.4,2.6,4.6,1.0,0.4,1.4,21.8,$5200,4.2
Robert Covington,SF,28.63,10.1,5.2,1.3,1.5,0.9,2.0,21.1,$4500,4.69
Brandon Ingram,SF,30.21,10.5,4.7,2.0,0.8,0.8,1.5,20.8,$4400,4.74
Brandon Knight,SG,23.96,12.8,2.7,3.3,0.8,0.2,2.2,20.8,$4500,4.62
Joakim Noah,C,23.79,4.9,8.2,2.3,0.7,1.1,1.3,20.5,$4400,4.66
Terrence Jones,PF,22.77,10.4,5.6,1.1,0.6,0.9,1.4,20.4,$4500,4.53
Richaun Holmes,PF,20.35,9.5,6.1,0.9,0.4,1.1,1.1,20.1,$4000,5.02
Timofey Mozgov,C,23.91,9.9,6.4,0.8,0.3,1.1,1.6,20.0,$3600,5.55
Brandon Jennings,PG,24.18,8.7,2.7,5.1,1.0,0.1,1.9,19.9,$4900,4.06
Anderson Varejao,C,15.69,6.7,7.6,1.9,0.6,0.6,1.3,19.8,$3500,5.65
Dario Saric,PF,26.61,10.1,5.6,1.6,0.5,0.3,1.7,19.1,$4500,4.25
Kelly Olynyk,C,25.39,9.4,5.1,1.7,0.6,0.3,1.4,18.5,$3600,5.13
Courtney Lee,SG,30.54,10.2,2.8,2.0,1.2,0.3,1.1,18.5,$4000,4.62
Luol Deng,SF,26.25,9.1,4.9,1.3,0.9,0.3,0.9,18.4,$3700,4.98
Amir Johnson,PF,21.93,6.4,5.2,1.4,0.6,1.2,1.0,17.3,$3500,4.95
Larry Nance Jr.,PF,22.99,7.6,5.1,1.0,1.0,0.4,0.7,17.3,$4200,4.12
Nerlens Noel,PF,12.17,8.1,6,1.5,0.4,0.4,1.9,17.3,$6000,2.88
Andre Roberson,SF,28.63,7.2,4.3,1.3,1.1,0.7,0.7,17.2,$4100,4.2
Buddy Hield,SG,22.67,9.9,3.2,1.6,0.5,0.3,1.1,16.6,$3700,4.5
Solomon Hill,SF,26.50,6.8,4.2,1.9,1.0,0.4,0.9,16.6,$3600,4.61
Nik Stauskas,SG,27.25,9.8,2.9,2.0,0.5,0.4,1.5,16.6,$3800,4.36
Langston Galloway,SG,21.59,8.4,3.1,1.8,1.0,0.1,0.8,16.2,$4100,3.96
Jared Dudley,PF,24.72,8.0,3.7,1.8,0.8,0.2,1.1,16.0,$3600,4.46
Gerald Henderson,SG,24.96,9.2,3.1,1.4,0.8,0.2,1.0,16.0,$3600,4.45
