Name,Position,Min,Pts,Reb,Ast,Stl,Blk,TO,FP,Cost,Value
Russell Westbrook,PG,36.30,27.0,8.7,11.3,1.9,0.3,4.6,54.2,$11800,4.59
James Harden,SG,37.47,28.2,6.3,8.7,1.6,0.4,4.9,47.9,$11700,4.09
DeMarcus Cousins,C,35.04,26.3,11.3,3.0,1.5,1.5,3.5,46.9,$10300,4.55
LeBron James,SF,37.37,25.7,7.4,7.2,1.5,0.5,3.5,45.9,$9800,4.68
Kevin Durant,SF,35.25,27.0,8.1,4.5,1.2,1.2,2.8,45.5,$9900,4.59
Stephen Curry,PG,34.51,26.7,4.7,7.7,1.9,0.3,3.1,45.2,$9100,4.97
Anthony Davis,PF,36.55,22.9,10.3,2.9,1.2,2.0,2.4,43.6,$11600,3.76
Jimmy Butler,SF,36.80,24.0,5.8,5.1,1.7,0.4,2.2,40.6,$8800,4.61
Karl-Anthony Towns,C,35.87,20.7,10.4,2.7,0.7,1.7,2.4,39.6,$9000,4.4
Kawhi Leonard,SF,32.70,22.9,6.6,4.0,1.8,0.6,2.2,39.4,$8500,4.64
Damian Lillard,PG,35.94,24.5,4.3,6.6,1.0,0.3,3.0,39.2,$9000,4.35
Blake Griffin,PF,33.73,21.2,8.2,4.4,1.3,0.6,2.5,38.9,$9600,4.06
Draymond Green,PF,33.51,13.7,9.2,7.1,1.6,1.5,2.8,38.8,$8000,4.85
John Wall,PG,33.89,20.1,3.9,9.0,1.6,0.6,3.9,38.8,$9600,4.04
Kyle Lowry,PG,37.18,19.6,5.3,7.3,1.9,0.3,2.7,38.6,$8600,4.49
Giannis Antetokounmpo,SG,36.68,18.4,8.5,4.7,1.3,1.6,2.9,38.6,$10100,3.82
Paul George,SF,35.03,22.8,6.8,3.9,1.8,0.4,3.2,38.0,$8400,4.53
Kemba Walker,PG,34.75,21.9,4.3,5.3,1.6,0.4,1.9,37.1,$7900,4.7
DeMar DeRozan,SG,37.23,25.0,4.4,4.1,1.2,0.2,2.2,37.0,$9400,3.94
