Name,Position,Min,Pts,Reb,Ast,Stl,Blk,TO,FP,Cost,Value
Russell Westbrook,PG,35.48,29.8,8.9,10.3,1.7,0.2,5.1,54.6,$12000,4.55
James Harden,SG,36.56,28.2,7.2,10.2,1.6,0.4,5.1,51.0,$11300,4.52
DeMarcus Cousins,C,34.80,27.0,11.2,3.5,1.4,1.3,3.1,48.0,$11200,4.28
LeBron James,SF,37.46,25.5,8.1,7.9,1.4,0.6,3.7,47.4,$10300,4.6
Giannis Antetokounmpo,SG,35.57,21.7,9.2,5.3,1.8,1.6,2.6,44.9,$10500,4.28
Jimmy Butler,SF,37.46,24.1,6.5,4.8,1.7,0.5,2.2,41.3,$8600,4.8
Marc Gasol,C,34.05,19.5,7.4,4.0,1.0,1.7,2.2,37.6,$8500,4.42
Kevin Love,PF,32.55,20.6,10.3,2.1,1.0,0.5,2.1,37.0,$8500,4.35
Carmelo Anthony,SF,35.14,22.9,6.7,2.9,1.1,0.5,2.2,36.3,$7800,4.65
Kemba Walker,PG,34.34,22.5,4.3,5.1,1.3,0.3,2.3,36.2,$7900,4.58
Kyrie Irving,PG,34.96,23.0,3.7,5.7,1.1,0.2,2.7,35.9,$8600,4.17
Kristaps Porzingis,PF,34.89,19.3,8.9,1.5,0.7,2.0,1.8,35.8,$7700,4.65
Gordon Hayward,SF,34.83,21.8,5.5,3.8,1.0,0.4,2.1,34.8,$7900,4.41
Eric Bledsoe,PG,33.84,19.5,4.8,5.6,1.5,0.4,3.2,34.3,$7900,4.34
Rudy Gobert,C,31.73,12.4,11.5,1.1,0.7,2.6,1.7,32.8,$7800,4.2
DeAndre Jordan,C,31.89,11.5,13.3,0.9,0.6,1.7,1.5,31.9,$7200,4.43
George Hill,PG,32.23,19.2,3.7,4.0,1.3,0.3,1.4,31.4,$6600,4.76
Dwyane Wade,SG,31.34,18.5,3.9,4.2,1.5,0.6,2.3,31.4,$6900,4.55
Nicolas Batum,SG,34.26,14.5,6.4,5.7,1.2,0.3,2.5,31.2,$8000,3.9
Mike Conley,PG,31.05,17.3,3.2,5.6,1.3,0.4,2.2,30.7,$6800,4.52
Jabari Parker,PF,33.22,18.2,5.5,2.2,1.1,0.3,1.5,29.4,$7200,4.08
Greg Monroe,C,24.32,12.1,7.5,2.3,1.3,0.6,1.6,26.8,$5000,5.35
Derrick Rose,PG,31.82,16.0,3.6,4.5,0.6,0.3,2.5,26.4,$6600,4
Zach Randolph,PF,24.79,14.0,7.8,1.7,0.5,0.2,1.4,25.9,$5700,4.55
Rajon Rondo,PG,29.42,7.8,5.5,7.1,1.3,0.3,2.7,25.6,$5900,4.33
Devin Booker,SG,32.04,17.1,2.9,3.1,0.9,0.2,2.4,25.0,$6000,4.17
Eric Gordon,SG,29.78,16.1,2.9,2.9,0.7,0.5,1.6,24.7,$5700,4.34
Trevor Ariza,SF,33.20,12.3,4.8,2.1,2.1,0.2,1.1,24.7,$5500,4.49
Steven Adams,C,28.86,11.2,8,0.9,1.1,1.1,1.9,24.7,$5400,4.56
Enes Kanter,PF,22.59,13.3,6.5,0.9,0.4,0.9,1.3,23.8,$5400,4.4
Rodney Hood,SG,29.86,15.5,3.7,2.1,0.8,0.2,1.5,23.6,$4300,5.49
Robin Lopez,C,29.44,10.1,7.9,0.8,0.2,1.9,1.4,23.6,$4700,5.02
Ryan Anderson,PF,30.24,14.3,5.2,1.3,0.6,0.3,1.0,23.3,$5700,4.09
Taj Gibson,PF,28.02,11.4,6.9,1.2,0.5,1.1,1.4,23.3,$4900,4.75
Cody Zeller,C,26.93,10.7,6.6,1.4,0.7,1.1,1.1,23.2,$5100,4.55
Derrick Favors,PF,23.96,10.7,6.6,0.9,0.9,1.2,1.3,22.9,$4800,4.76
JaMychal Green,PF,29.99,9.1,8,1.3,0.9,0.9,1.4,22.9,$4900,4.66
Jamal Crawford,SG,31.22,15.6,2,3.0,0.8,0.2,1.9,22.6,$4300,5.26
Andrew Harrison,PG,33.50,9.8,3.5,4.6,1.4,0.4,2.0,22.5,$3900,5.77
Tyson Chandler,C,27.50,8.0,10,0.6,0.6,1.0,1.6,22.5,$4800,4.69
T.J. Warren,SF,29.21,13.7,4.1,1.0,1.3,0.3,1.1,22.2,$5100,4.36
Tristan Thompson,C,28.36,7.7,9.3,0.7,0.5,1.0,0.8,22.1,$5100,4.34
Marreese Speights,PF,18.69,11.2,5.7,1.2,0.4,0.8,0.9,21.3,$4200,5.08
Michael Kidd-Gilchrist,SF,28.98,9.1,6.5,1.3,0.7,0.8,0.8,21.1,$4700,4.48
Ty Lawson,PG,27.42,9.2,3,4.9,1.3,0.1,2.0,21.0,$4200,4.99
Tony Allen,SG,28.06,9.9,5.2,1.2,1.7,0.5,1.4,20.9,$4600,4.55
Justin Holiday,SG,28.19,10.6,4.5,1.7,1.4,0.3,1.2,20.8,$3700,5.61
Joakim Noah,C,22.87,5.3,8.2,2.2,0.7,1.0,1.2,20.6,$4700,4.39
Matt Barnes,SF,28.75,9.4,5.1,2.8,0.9,0.4,1.9,20.4,$3800,5.37
Malcolm Brogdon,PG,28.16,9.9,3.3,3.7,1.2,0.1,1.7,20.3,$3900,5.21
Nikola Mirotic,PF,23.81,9.7,5.8,0.9,0.7,0.8,1.3,19.7,$4400,4.48
Frank Kaminsky,PF,25.05,10.0,4.7,2.1,0.6,0.4,1.1,19.7,$4100,4.8
Brandon Knight,SG,24.19,12.5,2.7,2.8,0.7,0.1,2.0,19.5,$4500,4.34
Austin Rivers,PG,30.29,11.8,2.5,2.6,1.0,0.1,1.4,19.5,$4300,4.53
Brandon Jennings,PG,24.64,8.3,2.7,5.1,1.0,0.1,2.0,19.4,$4600,4.22
Alex Len,PF,21.44,7.6,6.9,0.8,0.5,1.3,1.4,19.3,$4300,4.48
Marvin Williams,PF,26.34,9.9,5.2,1.2,0.6,0.4,0.7,19.2,$4400,4.37
John Henson,C,19.20,6.7,5.6,0.9,0.5,1.4,0.9,17.7,$4200,4.21
Garrett Temple,SG,28.22,8.5,3.2,2.2,1.1,0.4,1.0,17.6,$4200,4.2
Trey Lyles,PF,22.17,9.6,4.4,1.3,0.5,0.5,1.2,17.6,$3700,4.76
Darren Collison,PG,23.40,9.7,1.8,3.4,0.7,0.1,1.3,17.3,$4100,4.21
Kyle O'Quinn,C,17.27,6.8,5.8,0.8,0.5,1.2,1.1,17.3,$4500,3.84
Raymond Felton,PG,25.81,8.9,2.8,2.6,1.0,0.2,1.5,17.1,$3800,4.49
Jeremy Lamb,SG,17.55,9.1,4.9,0.8,0.3,0.4,0.7,16.9,$3800,4.44
Nene Hilario,C,19.33,8.1,4.8,1.1,0.7,0.7,1.5,16.8,$3600,4.67
Vince Carter,SF,24.24,8.3,3.6,1.8,0.8,0.3,0.8,16.7,$3600,4.64
Anthony Tolliver,PF,28.22,8.8,5,1.3,0.3,0.2,1.1,16.7,$3600,4.63
Marco Belinelli,SF,25.69,10.8,2.2,1.7,0.6,0.1,0.9,16.5,$4100,4.02
James Ennis,SF,24.43,8.1,3.9,1.3,0.8,0.3,0.8,16.1,$3500,4.61
Joe Johnson,SF,23.62,9.2,3.1,1.7,0.5,0.2,0.9,16.0,$3500,4.56
Andre Roberson,SF,27.58,6.1,4,1.2,1.1,0.8,0.6,15.9,$3600,4.42
Shelvin Mack,PG,21.80,8.4,2.1,3.2,1.0,0.0,1.9,15.8,$3800,4.16
Michael Beasley,SF,17.87,8.5,3.9,1.0,0.5,0.5,1.2,15.5,$3600,4.3
Montrezl Harrell,C,15.54,8.1,3.8,0.9,0.3,0.8,0.9,15.3,$4200,3.65
Kosta Koufos,C,19.25,6.1,5.7,0.5,0.5,0.7,0.9,15.2,$3700,4.11
P.J. Tucker,SF,24.75,5.9,4.7,1.2,1.2,0.2,1.0,15.1,$3900,3.88
Tony Snell,SF,27.45,8.2,3.6,1.3,0.4,0.2,0.7,15.0,$3800,3.94
Jared Dudley,PF,23.66,7.6,3.4,1.6,0.8,0.2,1.2,14.9,$3500,4.25
Sam Dekker,SF,18.78,7.2,3.7,1.2,0.6,0.3,0.8,14.4,$3800,3.8
Domantas Sabonis,PF,21.76,6.7,3.9,1.2,0.7,0.4,1.1,14.3,$3500,4.08
Troy Daniels,SG,21.28,10.4,1.7,1.0,0.4,0.1,0.7,14.2,$3700,3.85
Doug McDermott,SF,24.50,9.2,2.8,1.1,0.3,0.1,0.8,14.2,$3500,4.06
Mirza Teletovic,SF,20.14,8.5,3.3,0.9,0.2,0.3,0.9,13.9,$3500,3.97
Sasha Vujacic,SG,18.47,6.3,3.2,2.2,0.8,0.2,1.7,13.7,$3500,3.93
Channing Frye,PF,17.86,8.1,3.1,0.7,0.3,0.3,0.7,13.4,$3500,3.82
Iman Shumpert,SG,22.65,6.3,2.6,1.9,0.9,0.3,1.3,13.4,$4100,3.26
Ramon Sessions,PG,16.31,7.2,1.5,2.7,0.5,0.1,1.0,13.3,$3500,3.79
Joe Ingles,SF,17.79,6.3,2.1,2.1,0.8,0.1,0.9,12.9,$4000,3.22
Spencer Hawes,C,14.70,5.5,3.7,1.5,0.3,0.5,1.0,12.8,$3500,3.65
Willie Cauley-Stein,PF,15.95,5.8,3.8,0.4,0.5,0.7,0.6,12.8,$3500,3.65
Michael Carter-Williams,PG,16.85,5.1,3.5,2.3,0.6,0.3,1.9,12.7,$4000,3.16
