Name,Position,Min,Pts,Reb,Ast,Stl,Blk,TO,FP,Cost,Value
James Harden,SG,36.51,26.9,7.1,10.6,1.4,0.4,5.3,49.6,$11900,4.17
DeMarcus Cousins,C,36.05,27.0,11.4,4.6,1.5,1.3,3.7,49.5,$10300,4.8
LeBron James,SF,37.64,26.6,7.7,8.4,1.4,0.6,4.1,48.3,$11000,4.39
Giannis Antetokounmpo,SG,36.80,23.4,9.2,5.5,1.8,2.0,3.0,47.3,$10800,4.38
Anthony Davis,PF,36.47,26.4,11.2,2.1,1.1,2.3,2.5,47.3,$11200,4.22
Kawhi Leonard,SF,35.38,26.9,6.7,4.0,1.9,0.8,2.2,44.1,$9200,4.8
Karl-Anthony Towns,C,36.28,23.3,11.9,2.7,0.7,1.5,2.5,43.5,$10400,4.19
Stephen Curry,PG,34.78,26.6,4.7,6.7,2.0,0.2,3.3,43.4,$10500,4.13
Nikola Jokic,PF,33.25,20.7,11.1,5.2,0.9,1.1,2.6,43.2,$9900,4.37
Blake Griffin,PF,35.59,23.8,8.9,5.5,1.0,0.5,2.7,43.0,$9600,4.48
Jimmy Butler,SF,38.57,24.9,6.4,5.5,1.9,0.3,2.4,42.8,$9100,4.71
Chris Paul,PG,32.51,19.6,5.2,9.6,2.1,0.2,2.4,42.4,$9100,4.66
Isaiah Thomas,PG,35.78,28.6,3,6.7,0.9,0.1,2.8,41.5,$9300,4.46
Damian Lillard,PG,36.04,25.1,4.7,6.1,0.8,0.3,2.7,39.4,$8800,4.48
Kemba Walker,PG,36.25,23.3,4.2,6.1,1.3,0.3,2.4,38.3,$8200,4.67
Kyrie Irving,PG,35.21,24.1,3.4,6.1,1.3,0.3,2.5,38.0,$9400,4.05
Marc Gasol,C,34.41,20.3,6.9,4.2,0.9,1.5,2.3,37.4,$8100,4.61
Hassan Whiteside,C,32.77,16.7,13.1,0.9,0.7,2.1,2.1,37.3,$8700,4.28
Draymond Green,PF,34.65,11.2,8.6,7.2,2.1,1.6,2.6,37.1,$8200,4.53
Andre Drummond,C,30.73,15.0,13.9,1.0,1.6,1.3,2.1,36.9,$8100,4.55
Carmelo Anthony,SF,36.27,23.8,6.5,3.0,0.9,0.5,2.2,36.7,$7900,4.65
Jrue Holiday,PG,36.50,17.7,4.8,8.0,1.8,0.6,3.7,36.6,$7700,4.75
Mike Conley,PG,33.85,20.1,3.9,6.9,1.5,0.3,2.2,36.5,$7800,4.68
Paul George,SF,36.12,22.1,6.2,3.4,1.6,0.3,3.2,35.2,$8000,4.41
Paul Millsap,PF,34.05,18.1,7.9,3.5,1.4,0.9,2.3,35.1,$7700,4.56
Jusuf Nurkic,C,34.34,15.4,10.1,2.9,1.4,1.7,3.4,34.7,$5900,5.88
C.J. McCollum,SG,36.00,23.6,3.9,3.7,1.0,0.5,2.4,34.4,$7200,4.78
DeAndre Jordan,C,33.46,12.7,14.3,1.1,0.6,1.6,1.5,34.4,$7500,4.59
Goran Dragic,PG,34.48,20.3,4,6.3,1.0,0.2,3.1,33.9,$7500,4.51
Jeff Teague,PG,32.81,15.5,4.4,8.1,1.4,0.4,2.8,33.7,$7300,4.62
Gordon Hayward,SF,34.60,21.5,5,3.6,1.0,0.3,1.8,33.7,$8000,4.21
LaMarcus Aldridge,PF,32.99,18.6,8.4,2.1,0.6,1.2,1.8,33.6,$7100,4.74
Rudy Gobert,C,33.34,12.8,12.4,1.0,0.6,2.5,1.8,33.6,$7600,4.42
Dwight Howard,C,30.54,13.9,12.6,1.3,0.9,1.4,2.2,33.4,$7800,4.28
Greg Monroe,C,28.24,15.6,8.7,2.9,1.6,0.9,2.1,33.3,$6600,5.04
Nicolas Batum,SG,35.51,15.9,6.7,6.1,1.0,0.5,2.8,33.3,$6800,4.9
Nikola Vucevic,C,29.06,14.8,10,2.5,0.9,1.2,1.9,32.9,$7400,4.44
Kristaps Porzingis,PF,32.26,18.0,7.6,1.4,0.7,1.9,1.7,32.7,$6700,4.88
Brook Lopez,C,29.85,20.2,5.7,2.3,0.6,1.7,2.4,32.7,$7200,4.54
Andrew Wiggins,SF,37.13,23.0,4.3,2.4,1.0,0.4,2.3,32.3,$7900,4.08
Khris Middleton,SF,33.45,17.6,4.4,4.7,2.0,0.1,2.3,31.8,$5600,5.68
Klay Thompson,SG,34.38,21.9,3.9,2.1,0.9,0.4,1.8,30.5,$7000,4.36
Myles Turner,C,31.05,15.2,7.2,1.2,0.9,2.2,1.4,30.4,$6400,4.76
Robert Covington,SF,36.33,14.0,7.4,2.0,2.1,1.3,2.3,30.4,$7200,4.22
Al Horford,C,31.29,12.9,7,4.1,0.7,1.3,1.6,29.9,$6000,4.98
George Hill,PG,33.01,18.5,3.4,4.5,1.0,0.2,1.9,29.8,$6400,4.66
Dennis Schroder,PG,32.04,17.5,3,6.4,0.8,0.2,3.1,29.6,$6400,4.63
Zach Randolph,PF,26.57,16.0,8.9,1.8,0.6,0.2,1.4,29.6,$6300,4.7
Derrick Rose,PG,34.36,18.2,3.8,4.7,0.7,0.3,2.6,29.2,$6500,4.49
Dario Saric,PF,33.96,15.0,8.3,2.6,0.8,0.6,2.7,29.0,$7400,3.91
Ricky Rubio,PG,32.07,9.6,4.1,8.7,1.8,0.1,2.5,28.9,$6900,4.18
