Name,Position,Min,Pts,Reb,Ast,Stl,Blk,TO,FP,Cost,Value
DeMarcus Cousins,C,34.71,26.4,10.9,4.6,1.4,1.4,3.5,48.5,$11400,4.25
LeBron James,SF,37.64,25.9,7.4,8.7,1.5,0.6,4.1,47.9,$11500,4.17
Jimmy Butler,SF,38.65,25.8,6.6,5.7,1.9,0.4,2.3,44.6,$9300,4.79
Karl-Anthony Towns,C,38.31,23.8,12,2.8,0.7,1.5,2.6,44.2,$10400,4.25
DeMar DeRozan,SG,36.44,26.9,5.2,4.0,1.1,0.2,2.3,39.4,$8700,4.53
Kyle Lowry,PG,38.14,22.4,4.7,6.7,1.5,0.4,2.7,39.2,$8500,4.61
Kyrie Irving,PG,35.13,23.6,3.4,5.9,1.2,0.2,2.6,36.7,$9000,4.08
Andrew Wiggins,SF,37.00,21.9,4.1,2.5,0.9,0.4,2.3,30.9,$7900,3.91
Ricky Rubio,PG,34.28,10.1,4.4,8.9,1.9,0.1,2.4,30.3,$6800,4.46
Julius Randle,PF,28.70,13.8,8.3,3.3,0.7,0.6,2.4,28.9,$5700,5.07
Tristan Thompson,C,33.87,9.8,11,0.9,0.6,1.5,1.0,27.6,$6400,4.3
D'Angelo Russell,PG,27.53,15.0,3.8,5.2,1.1,0.3,2.7,27.5,$5900,4.65
Jonas Valanciunas,C,27.18,12.0,9.5,0.7,0.4,0.8,1.3,25.6,$5900,4.33
Gorgui Dieng,PF,31.56,10.4,8,1.7,1.0,1.1,1.3,25.5,$5600,4.54
Darren Collison,PG,32.41,14.2,2.3,4.5,1.2,0.1,1.7,24.6,$5700,4.32
Matt Barnes,SF,32.81,9.9,6.7,3.5,0.9,0.4,2.1,23.7,$5100,4.65
Taj Gibson,PF,28.18,11.7,7.2,1.1,0.5,1.0,1.5,23.5,$4600,5.11
Robin Lopez,C,28.21,10.4,7.1,1.0,0.3,1.5,1.1,22.9,$4800,4.78
Michael Carter-Williams,SG,26.21,10.4,5,3.6,0.9,0.4,2.2,22.2,$4600,4.83
Channing Frye,PF,25.25,12.6,5.1,1.0,0.6,0.8,1.0,22.0,$4600,4.79
Louis Williams,SG,20.20,15.0,2,2.7,0.9,0.2,1.8,21.9,$6100,3.58
Larry Nance Jr.,PF,26.25,8.4,6.6,1.4,1.3,0.9,1.1,21.7,$4300,5.05
Ty Lawson,PG,26.54,9.8,3,4.8,1.1,0.1,2.0,21.0,$4600,4.57
DeMarre Carroll,SF,29.73,11.1,4.5,1.1,1.2,0.4,0.9,20.5,$4200,4.87
Jordan Clarkson,PG,23.78,12.2,2.7,2.2,1.1,0.1,1.6,19.5,$4500,4.34
Ivica Zubac,C,21.73,8.8,5.7,0.9,0.3,1.2,1.2,18.8,$3900,4.82
Tarik Black,C,19.55,7.6,7.1,0.9,0.4,0.8,1.1,18.8,$4200,4.47
Iman Shumpert,SG,29.70,9.2,3.8,2.0,1.2,0.3,1.1,18.7,$3900,4.78
Lucas Nogueira,C,22.75,5.9,5.4,0.9,1.0,1.8,1.0,18.3,$3900,4.7
Patrick Patterson,PF,28.33,7.7,5.7,1.5,0.7,0.4,0.7,18.3,$3600,5.08
Brandon Ingram,SF,30.29,9.1,4.5,2.0,0.6,0.4,1.3,18.2,$3800,4.79
Rajon Rondo,PG,22.79,5.6,4,4.9,1.1,0.1,2.0,18.2,$4800,3.78
Nick Young,SG,24.66,12.6,2.3,1.0,0.5,0.3,0.6,17.9,$4600,3.88
Cory Joseph,PG,22.50,9.3,2.5,2.9,0.8,0.1,1.1,17.4,$3500,4.96
Kyle Korver,SG,27.22,10.2,3.1,1.8,0.5,0.3,1.1,17.1,$4000,4.28
Shabazz Muhammad,SF,23.68,11.7,3.6,0.6,0.4,0.1,0.9,17.0,$3900,4.36
Ben McLemore,SG,26.13,11.1,2.6,1.4,0.8,0.2,1.4,16.9,$4100,4.13
Cristiano Felicio,C,19.79,6.9,6.5,0.9,0.4,0.3,0.9,16.6,$3500,4.73
Willie Cauley-Stein,PF,16.34,8.2,4.7,0.4,0.4,1.0,1.0,16.2,$3700,4.39
Kosta Koufos,C,18.00,6.3,5.5,0.6,0.6,0.7,0.9,15.5,$3500,4.43
Arron Afflalo,SG,29.30,10.1,2.5,1.4,0.4,0.1,0.8,15.4,$3500,4.4
Luol Deng,SF,21.99,6.7,4.2,1.2,0.6,0.4,0.6,14.9,$3600,4.15
Doug McDermott,SF,24.97,9.8,3,1.0,0.2,0.1,0.8,14.7,$3800,3.87
Jerian Grant,PG,19.53,7.5,1.9,2.2,1.0,0.1,1.2,14.1,$3600,3.91
Denzel Valentine,SG,19.99,6.7,2.7,1.4,1.3,0.1,1.3,13.5,$3500,3.87
Anthony Tolliver,PF,21.36,7.1,3.5,0.9,0.6,0.2,0.8,13.5,$3700,3.64
Norman Powell,SG,19.80,7.7,2.2,1.2,0.9,0.2,1.0,13.3,$3900,3.42
Brandon Rush,SG,26.72,6.3,2.9,1.3,0.6,0.6,0.8,13.3,$3500,3.81
Isaiah Canaan,PG,19.48,7.0,2,1.5,0.3,0.0,0.3,12.0,$3500,3.41
Richard Jefferson,SF,24.44,6.7,2.8,1.3,0.3,0.1,0.9,11.9,$3900,3.05
Nemanja Bjelica,PF,15.62,5.4,3.1,1.1,0.6,0.2,0.9,11.5,$3800,3.02
Derrick Williams,PF,13.81,6.9,2.6,0.3,0.2,0.1,0.3,10.8,$4100,2.63
Kris Dunn,PG,14.70,3.4,1.8,2.2,0.8,0.3,1.2,9.9,$3500,2.82
Bobby Portis,PF,11.07,4.1,2.9,0.7,0.1,0.1,0.2,8.8,$3600,2.45
Lance Stephenson,SG,12.38,4.2,1.5,1.8,0.2,0.1,0.7,8.6,$3500,2.46
Tyus Jones,PG,8.14,3.5,0.9,2.1,0.5,0.1,0.7,8.2,$3500,2.35
Jakob Poeltl,C,11.32,2.6,3.3,0.3,0.4,0.4,0.5,8.1,$3500,2.32
Jared Sullinger,PF,9.14,3.5,2.4,0.2,0.2,0.1,0.3,7.0,$3500,1.99
Cole Aldrich,C,5.26,2.1,2.2,0.4,0.3,0.3,0.2,6.3,$3500,1.81
Kay Felder,PG,5.54,3.0,0.8,1.1,0.3,0.1,0.4,6.0,$3500,1.72
James Jones,SG,5.22,3.6,1.2,0.2,0.2,0.2,0.2,5.9,$3500,1.7
DeAndre Liggins,SG,4.87,1.3,0.7,0.4,0.3,0.1,0.2,3.3,$3700,0.9
Chris Andersen,FC,1.25,0.9,0.9,0.2,0.1,0.2,0.2,2.7,N/A,N/A
Malachi Richardson,SG,3.80,1.5,0.4,0.3,0.1,0.1,0.2,2.6,$3500,0.75
Jordan Hill,PF,0.08,1.1,0.8,0.2,0.1,0.1,0.2,2.6,$3500,0.73
Pascal Siakam,PF,3.01,0.8,0.7,0.1,0.1,0.2,0.1,2.3,$3500,0.65
Skal Labissiere,PF,0.48,1.0,0.7,0.1,0.1,0.1,0.2,2.2,$3500,0.63
Jordan McRae,SG,2.61,1.2,0.3,0.2,0.1,0.0,0.1,2.0,$3500,0.56
Timofey Mozgov,C,2.12,0.8,0.5,0.1,0.0,0.1,0.1,1.7,$3500,0.47
Fred VanVleet,PG,0.07,0.8,0.3,0.2,0.1,0.0,0.1,1.6,$3600,0.43
Delon Wright,PG,0.01,0.3,0.1,0.1,0.1,0.0,0.1,0.7,$3500,0.19
Jose Calderon,PG,0.91,0.3,0.1,0.2,0.0,0.0,0.1,0.6,$3500,0.18
Paul Zipser,SF,0.00,0.0,0,0.0,0.0,0.0,0.0,0.0,$3500,0
Kevin Love,PF,0.00,0.0,0,0.0,0.0,0.0,0.0,0.0,$8100,0
Nikola Mirotic,PF,0.00,0.0,0,0.0,0.0,0.0,0.0,0.0,$3700,0
Adreian Payne,PF,0.00,0.0,0,0.0,0.0,0.0,0.0,0.0,$3500,0
Dwyane Wade,SG,0.00,0.0,0,0.0,0.0,0.0,0.0,0.0,$7900,0
Garrett Temple,SG,0.00,0.0,0,0.0,0.0,0.0,0.0,0.0,$4100,0
Marcelo Huertas,PG,0.00,0.0,0,0.0,0.0,0.0,0.0,0.0,$3500,0
Thomas Robinson,PF,0.00,0.0,0,0.0,0.0,0.0,0.0,0.0,$3500,0
Omri Casspi,PF,0.00,0.0,0,0.0,0.0,0.0,0.0,0.0,$3600,0
Metta World Peace,SF,0.00,0.0,0,0.0,0.0,0.0,0.0,0.0,$3500,0
