Name,Position,Min,Pts,Reb,Ast,Stl,Blk,TO,FP,Cost,Value
Russell Westbrook,PG,33.83,25.6,7.6,9.7,1.9,0.2,3.7,49.8,$13000,3.83
James Harden,GF,38.48,28.4,6.2,8.1,1.7,0.6,5.0,47.6,$11200,4.25
Kevin Durant,F,35.44,28.6,8.1,4.5,1.2,1.1,3.1,46.6,$9700,4.8
Stephen Curry,G,32.35,25.8,4.6,6.8,2.1,0.2,3.6,42.5,$8800,4.83
Blake Griffin,FC,37.32,23.6,8.9,4.0,1.0,1.0,2.9,41.4,$8600,4.81
John Wall,PG,36.22,19.1,4.4,9.9,1.9,0.8,3.7,40.9,$9300,4.4
Andre Drummond,FC,32.63,17.0,15,0.7,1.5,1.4,1.8,40.1,$7900,5.07
Chris Paul,PG,34.04,20.9,4.2,8.0,1.9,0.3,2.3,40.0,$9300,4.31
Draymond Green,F,34.77,14.0,9.7,7.5,1.8,1.4,3.3,40.0,$8300,4.82
Kawhi Leonard,GF,34.60,22.8,6.5,4.0,1.7,0.9,2.0,39.8,$8700,4.57
Marc Gasol,C,35.43,18.9,8.4,4.2,1.1,1.7,3.4,37.5,$7200,5.21
Giannis Antetokounmpo,SF,35.20,16.4,8,4.4,1.1,1.2,2.5,34.7,$9500,3.65
Pau Gasol,FC,30.72,16.0,9.9,2.9,0.5,1.6,2.3,34.1,$6800,5.02
Dirk Nowitzki,FC,32.32,19.5,6.4,2.1,0.8,0.6,1.3,31.8,$7100,4.48
DeAndre Jordan,C,34.04,11.9,11.3,0.8,0.6,2.6,1.4,31.7,$7500,4.22
Eric Bledsoe,G,33.57,15.1,3.7,7.1,1.6,0.5,3.0,31.4,$7400,4.24
Hassan Whiteside,C,30.12,12.7,10.5,0.4,0.6,2.6,2.0,30.3,$8300,3.65
Mike Conley,PG,32.93,15.8,4,5.7,1.4,0.1,2.0,30.2,$6800,4.43
Greg Monroe,FC,28.98,13.7,8.7,2.0,1.0,0.7,1.8,28.7,$5900,4.87
Klay Thompson,GF,32.56,20.5,3.4,2.2,0.8,0.5,1.8,28.7,$6300,4.55
Markieff Morris,FC,28.85,14.1,7.4,2.3,1.1,0.7,2.3,27.7,$5600,4.95
Ishmael Smith,PG,29.05,12.0,3.6,6.9,1.3,0.4,2.4,27.7,$6200,4.46
Tobias Harris,F,33.52,14.7,6.1,2.1,0.9,0.6,1.4,26.8,$6200,4.32
Rudy Gobert,C,30.14,9.0,10.6,0.7,0.7,2.0,1.5,26.7,$7100,3.76
Marcin Gortat,C,29.22,12.2,9.2,1.2,0.5,1.2,1.8,26.6,$6300,4.23
Brandon Knight,G,30.10,15.0,3.1,4.5,1.4,0.3,2.6,26.3,$5800,4.53
Ryan Anderson,FC,31.74,16.5,6.3,1.2,0.5,0.4,1.4,26.3,$5900,4.45
Julius Randle,PF,27.62,11.2,10.2,1.5,0.7,0.5,1.9,26.2,$6200,4.22
Goran Dragic,G,32.86,14.4,3.8,4.9,0.9,0.2,2.5,26.0,$6600,3.94
Victor Oladipo,G,29.33,13.7,3.8,4.2,1.6,0.2,2.2,26.0,$7000,3.71
Deron Williams,PG,31.66,14.4,2.8,5.4,0.9,0.2,2.3,25.8,$6200,4.15
Bradley Beal,SG,31.81,17.4,3.1,2.8,0.9,0.2,2.4,25.1,$6000,4.19
JaMychal Green,PF,28.97,11.9,8.2,1.2,0.9,0.9,2.2,24.9,$5000,4.99
Marcus Morris,F,34.96,14.5,5.2,2.5,0.8,0.3,1.8,24.9,$5700,4.37
Rodney Hood,GF,33.19,15.3,3.6,2.9,1.0,0.2,1.7,24.7,$5700,4.33
Enes Kanter,C,22.31,13.7,8.1,0.6,0.3,0.6,1.5,24.6,$5000,4.92
D'Angelo Russell,PG,31.42,14.2,3.8,3.9,1.2,0.2,3.0,24.4,$6300,3.87
Eric Gordon,SG,32.06,15.0,3.4,2.7,1.0,0.2,1.4,24.1,$5300,4.55
Harrison Barnes,F,34.80,14.7,4,2.2,1.0,0.2,1.1,24.1,$5400,4.46
Otto Porter,SF,31.22,12.0,5.7,1.7,1.4,0.4,0.9,24.1,$4900,4.92
Trevor Ariza,GF,34.78,12.3,4.3,2.2,1.9,0.3,1.2,24.0,$5500,4.36
David Lee,FC,24.85,11.0,7.5,1.5,0.4,1.1,1.3,24.0,$4100,5.84
Wesley Matthews,GF,36.16,14.6,3.6,2.1,1.3,0.1,1.0,23.9,$5000,4.77
Zach Randolph,FC,24.70,13.4,6.8,1.6,0.5,0.2,1.5,23.9,$6000,3.98
Tony Parker,PG,29.45,12.9,2.7,5.0,0.9,0.1,1.9,23.7,$4500,5.28
Clint Capela,FC,24.32,8.8,8.5,0.7,1.0,1.3,1.1,23.6,$4600,5.12
Jordan Clarkson,G,31.83,14.5,3.7,2.5,1.0,0.2,2.1,23.0,$5400,4.26
Jabari Parker,F,31.40,13.2,5.1,1.6,0.9,0.3,1.5,22.6,$6000,3.77
Steven Adams,C,26.47,9.3,7.8,0.9,0.4,1.4,1.1,22.5,$4700,4.79
Kentavious Caldwell-Pope,SG,35.85,13.6,3.6,1.8,1.4,0.2,1.4,22.4,$4800,4.67
Manu Ginobili,GF,25.32,11.6,3,4.2,1.2,0.3,2.1,22.4,$3700,6.05
Louis Williams,SG,28.80,15.1,2.7,2.5,0.9,0.2,1.9,22.4,$4700,4.76
Devin Booker,SG,30.92,14.4,3,2.6,0.9,0.4,2.5,22.0,$6100,3.61
Luol Deng,F,29.01,12.0,5.4,1.6,0.9,0.2,1.2,21.9,$5100,4.29
Joe Johnson,GF,32.63,12.7,3.5,3.5,0.7,0.1,1.9,21.9,$5500,3.97
Dewayne Dedmon,C,23.52,6.3,9.3,0.3,0.3,2.1,1.2,21.5,$4100,5.25
Andrew Harrison,PG,25.64,11.0,4.8,2.3,1.3,0.2,1.9,21.3,$3500,6.09
J.J. Redick,SG,28.44,15.8,2.3,1.5,0.5,0.2,1.1,21.1,$4400,4.8
Derrick Favors,FC,20.50,10.5,5.3,1.0,0.9,1.0,1.2,21.0,$7000,2.99
T.J. Warren,SF,28.06,12.4,4.3,1.3,0.9,0.3,1.1,20.8,$5000,4.16
George Hill,G,32.11,12.4,3,2.7,0.8,0.2,1.3,20.8,$6200,3.35
Tyson Chandler,C,24.86,7.4,8.4,1.1,0.6,0.8,1.3,20.6,$4200,4.91
Andre Iguodala,GF,26.91,8.1,4.1,3.5,1.3,0.3,1.1,20.4,$4100,4.97
Andrew Bogut,C,24.02,5.7,8.8,0.8,0.4,1.5,1.5,19.8,$4200,4.7
Ersan Ilyasova,F,24.28,10.3,5.4,0.9,0.8,0.6,1.2,19.7,$4100,4.81
Jamal Crawford,GF,27.17,13.7,1.7,2.3,0.6,0.2,1.5,19.3,$4900,3.94
Jon Leuer,FC,18.95,8.2,6.3,0.9,0.7,0.8,1.1,19.0,$4100,4.64
Dion Waiters,GF,30.12,9.3,3.9,2.4,1.1,0.2,1.5,18.7,$4600,4.06
Vince Carter,GF,25.62,9.5,4.3,1.4,0.8,0.5,0.7,18.7,$3900,4.78
Kyle Anderson,SF,20.73,6.2,4.7,2.3,1.4,0.8,1.1,18.6,$3500,5.31
Nene Hilario,FC,20.48,9.3,4.2,1.5,0.9,0.7,1.2,18.6,$3900,4.77
Matthew Dellavedova,G,27.01,8.0,2.2,5.3,0.6,0.0,1.5,18.3,$4400,4.16
P.J. Tucker,GF,27.96,7.3,5.1,1.8,1.3,0.2,1.3,17.8,$4000,4.46
Alex Len,FC,20.42,7.9,6,1.2,0.5,0.7,1.7,17.6,$4600,3.83
Rodney McGruder,SG,18.36,9.4,4.3,2.1,0.4,0.2,1.4,17.5,$3500,5
Jose Juan Barea,PG,23.43,9.8,2.2,4.0,0.4,0.0,1.8,17.4,$5100,3.42
Marquese Chriss,PF,14.60,9.4,3.8,1.3,1.0,0.1,1.1,17.0,$4000,4.25
Shelvin Mack,PG,21.58,8.4,2.2,4.1,0.8,0.1,2.1,16.9,$4400,3.84
Jonathon Simmons,SF,21.81,8.9,2.6,2.3,1.1,0.2,1.4,16.7,$3900,4.27
Leandro Barbosa,G,19.67,10.0,2.8,1.6,0.6,0.3,1.0,16.6,$3500,4.73
Trey Burke,PG,21.17,11.0,1.9,2.2,0.5,0.1,1.4,16.4,$3700,4.43
Tyler Johnson,G,28.68,8.9,2.8,2.4,0.8,0.2,1.6,16.3,$4500,3.61
Raymond Felton,G,24.71,8.1,2.6,3.0,0.7,0.2,1.3,16.2,$3500,4.63
Seth Curry,PG,22.67,8.8,3,2.0,0.8,0.2,1.2,16.2,$3800,4.26
Zaza Pachulia,C,19.55,5.9,6.1,1.3,0.5,0.5,1.2,16.0,$4500,3.55
Justise Winslow,F,27.89,6.5,5.4,1.2,0.7,0.4,1.1,15.9,$4900,3.24
Timofey Mozgov,C,21.44,6.3,5.5,0.7,0.3,1.3,1.3,15.9,$4100,3.87
Andrew Nicholson,PF,17.62,8.2,4.7,0.4,0.5,0.7,1.0,15.8,$3600,4.4
Derrick Williams,F,20.13,9.5,3.7,0.9,0.4,0.1,0.8,15.5,$5000,3.1
Mirza Teletovic,F,18.59,9.3,3.2,0.9,0.5,0.2,0.8,15.1,$3900,3.87
James Ennis,GF,18.07,7.7,3.1,1.4,0.7,0.4,0.7,15.0,$4100,3.66
Stanley Johnson,GF,22.90,7.9,3.5,1.6,0.8,0.1,1.5,14.8,$3500,4.23
Marreese Speights,FC,10.79,8.3,3.9,0.8,0.3,0.4,0.8,14.8,$3700,3.99
Patrick Mills,PG,19.62,8.4,1.6,2.6,0.7,0.0,0.9,14.7,$3900,3.77
Domantas Sabonis,PF,19.10,7.0,3.7,1.4,0.7,0.4,1.2,14.5,$3900,3.73
Jared Dudley,GF,23.97,7.3,3,1.8,0.8,0.2,1.1,14.5,$3800,3.82
Andre Roberson,GF,21.70,5.9,4.1,0.8,0.9,0.6,0.6,14.4,$4200,3.43
Shaun Livingston,G,18.23,6.4,2.2,2.8,0.7,0.3,1.0,14.2,$3500,4.07
John Henson,FC,18.88,4.8,5.3,0.3,0.4,1.1,0.9,13.7,$3600,3.81
Aron Baynes,C,13.48,6.4,4.4,0.6,0.3,0.7,0.9,13.7,$3600,3.8
Wade Baldwin IV,PG,15.12,6.8,2.9,1.5,0.7,0.4,1.1,13.6,$4500,3.03
Jason Smith,FC,13.55,7.1,3.5,0.7,0.4,0.7,1.0,13.6,$3500,3.87
Dwight Powell,PF,13.28,6.0,4.2,0.7,0.6,0.4,0.6,13.5,$3700,3.65
Austin Rivers,G,20.53,8.4,1.9,1.6,0.5,0.1,0.8,13.5,$4500,3
Larry Nance Jr.,PF,20.26,5.2,4.4,0.8,0.9,0.3,0.7,13.4,$3700,3.62
Nick Young,GF,21.73,7.6,2.9,1.3,0.3,0.1,0.5,13.3,$3500,3.81
