Name,Position,Min,Pts,Reb,Ast,Stl,Blk,TO,FP,Cost,Value
Russell Westbrook,PG,36.67,33.5,10.5,11.5,2.0,0.3,5.7,62.3,$13500,4.61
James Harden,SG,37.67,29.8,7.5,10.6,1.5,0.5,5.5,53.2,$12100,4.4
LeBron James,SF,38.27,26.8,8.4,8.5,1.3,0.6,4.1,49.3,$10900,4.53
DeMarcus Cousins,C,33.47,25.3,10.6,4.2,1.4,1.3,3.4,46.3,$10100,4.59
Anthony Davis,PF,33.64,25.2,10.9,2.2,1.1,2.1,2.4,45.6,$11300,4.03
Karl-Anthony Towns,C,38.22,24.8,11.9,2.6,0.7,1.4,2.6,44.6,$10200,4.37
Nikola Jokic,PF,34.62,20.0,10.7,5.1,1.0,1.0,2.5,42.0,$10100,4.16
DeMar DeRozan,SG,35.86,26.4,5.1,4.0,1.1,0.2,2.3,38.8,$8900,4.36
Kyrie Irving,PG,35.22,25.2,3.5,5.8,1.2,0.3,2.7,38.4,$8500,4.52
Kyle Lowry,PG,36.23,22.0,4.6,6.5,1.4,0.3,2.6,38.1,$8500,4.48
Mike Conley,PG,36.10,21.7,3.9,6.9,1.5,0.3,2.4,37.9,$8100,4.68
Rudy Gobert,C,36.53,15.1,13.2,1.3,0.6,2.8,2.1,37.6,$9100,4.13
Marc Gasol,C,34.38,19.6,6.9,4.5,0.9,1.5,2.3,37.1,$7700,4.82
Devin Booker,SG,38.51,26.2,4.3,4.5,1.1,0.2,3.7,37.0,$8100,4.57
Hassan Whiteside,C,32.54,15.6,13,0.7,0.7,2.1,1.9,36.0,$8500,4.23
Kevin Love,PF,32.34,18.9,10.7,2.0,0.9,0.4,2.0,35.3,$7600,4.65
Ricky Rubio,PG,36.77,12.4,4.7,9.8,2.1,0.2,2.8,34.5,$7900,4.37
Gordon Hayward,SF,35.09,21.7,5.1,3.5,1.1,0.3,1.9,34.0,$7800,4.36
Andre Drummond,C,27.41,13.3,12.1,1.2,1.4,1.1,1.9,32.7,$7200,4.54
Goran Dragic,PG,33.64,19.4,3.7,5.6,1.1,0.2,2.8,32.0,$7900,4.06
Danilo Gallinari,SF,37.62,21.1,5.7,2.3,0.7,0.3,1.6,31.8,$6700,4.74
Ersan Ilyasova,PF,34.32,17.9,8,2.3,0.8,0.4,1.8,31.6,$5000,6.31
James Johnson,PF,32.67,15.2,6.3,4.0,1.2,1.4,2.7,31.3,$6400,4.88
T.J. Warren,SF,38.52,18.1,6.4,1.4,1.3,0.7,1.2,30.7,$6400,4.79
