Name,Position,Min,Pts,Reb,Ast,Stl,Blk,TO,FP,Cost,Value
James Harden,SG,36.47,29.0,8,10.4,1.6,0.5,5.5,52.9,$12100,4.37
LeBron James,SF,37.48,25.6,7.4,8.8,1.4,0.6,4.1,47.6,$11000,4.33
Giannis Antetokounmpo,SG,36.61,23.5,9.4,5.3,1.8,1.9,3.1,47.0,$10900,4.31
Kevin Durant,SF,34.36,25.8,8.5,4.6,1.1,1.6,2.4,45.9,$10300,4.46
Karl-Anthony Towns,C,38.07,23.7,12.2,3.0,0.7,1.6,2.7,44.7,$10600,4.22
Stephen Curry,PG,33.40,25.8,4.5,6.5,1.8,0.2,3.1,41.9,$9300,4.5
Isaiah Thomas,PG,35.52,28.6,2.9,6.4,0.9,0.1,2.7,41.0,$9300,4.41
DeMar DeRozan,SG,38.09,28.0,5.2,4.1,1.1,0.2,2.3,40.7,$8500,4.79
Kyrie Irving,PG,35.24,24.7,3.3,6.1,1.3,0.3,2.5,38.5,$9100,4.23
Carmelo Anthony,SF,36.55,24.4,6.3,3.2,0.8,0.5,2.0,37.4,$8200,4.56
Draymond Green,PF,33.65,11.1,8.7,7.1,2.1,1.5,2.7,36.7,$7200,5.1
Hassan Whiteside,C,33.25,15.9,13.3,0.7,0.7,2.0,2.1,36.2,$8700,4.16
Paul George,SF,36.25,22.2,5.8,3.3,1.5,0.3,2.9,34.8,$7800,4.46
Jeff Teague,PG,33.36,16.1,4,8.4,1.4,0.4,2.9,34.2,$7300,4.68
Greg Monroe,C,29.28,16.1,9.3,2.7,1.6,0.8,2.2,33.9,$6400,5.3
Paul Millsap,PF,33.59,17.2,7.5,3.4,1.4,0.9,2.1,33.8,$7400,4.57
Serge Ibaka,PF,35.73,17.3,8.2,1.2,0.7,1.9,1.4,32.7,$5900,5.55
Robert Covington,SF,36.26,15.2,8.5,2.2,2.2,1.0,2.4,32.7,$7100,4.61
Andrew Wiggins,SF,38.19,23.3,4.2,2.6,1.0,0.4,2.4,32.6,$8600,3.8
Dario Saric,PF,35.48,17.5,9.6,2.6,0.8,0.4,2.9,32.4,$7000,4.63
Al Horford,C,31.83,14.4,7.1,4.3,0.7,1.6,1.6,32.4,$6100,5.31
Goran Dragic,PG,34.09,19.3,3.8,5.9,1.0,0.2,2.9,32.2,$7700,4.18
Tyreke Evans,SG,27.73,16.7,5,5.8,1.3,0.4,2.7,32.1,$6000,5.35
Myles Turner,C,32.08,15.8,7.8,1.2,0.8,2.1,1.5,31.3,$6500,4.81
Dwight Howard,C,29.40,12.8,11.9,1.2,0.8,1.3,2.0,31.1,$7000,4.44
Ricky Rubio,PG,34.33,10.2,4.2,9.3,1.9,0.1,2.7,30.5,$7200,4.23
Klay Thompson,SG,33.92,21.7,3.8,2.2,0.8,0.5,1.8,30.4,$7100,4.28
James Johnson,PF,29.87,14.0,6.5,3.6,1.0,1.3,2.5,29.3,$6100,4.8
Dennis Schroder,PG,30.96,17.3,2.9,6.2,0.8,0.2,2.9,29.2,$6500,4.49
Nerlens Noel,PF,31.47,12.9,7.6,1.4,1.9,1.3,1.4,29.1,$5900,4.94
Dirk Nowitzki,PF,29.83,16.0,6.9,1.5,0.8,0.9,1.0,28.9,$6200,4.67
Derrick Rose,PG,34.22,17.9,3.9,4.5,0.7,0.3,2.5,28.8,$6100,4.73
Michael Beasley,PF,29.97,16.9,6.8,1.9,0.8,0.8,2.3,28.8,$5500,5.24
Harrison Barnes,SF,37.02,19.9,4.9,1.6,0.8,0.2,1.5,28.7,$6100,4.7
Willie Cauley-Stein,PF,30.22,14.8,7.5,1.2,1.0,1.2,1.5,28.5,$5200,5.48
Guillermo Hernangomez,C,27.30,11.6,10.4,1.7,0.8,1.0,2.1,28.1,$5900,4.77
Dion Waiters,SG,31.23,15.8,3.5,4.3,1.1,0.5,2.3,27.4,$7200,3.8
Louis Williams,SG,24.50,18.4,2.5,3.4,1.2,0.2,2.1,27.2,$6300,4.32
Jahlil Okafor,C,27.87,14.9,7,1.3,0.6,1.3,2.0,27.1,$5700,4.75
Cory Joseph,PG,35.29,13.8,3.9,4.6,1.4,0.2,1.8,26.8,$4400,6.09
Tyler Johnson,PG,30.74,14.5,4.1,3.0,1.2,0.6,1.1,26.4,$5700,4.64
Kyle O'Quinn,C,23.95,10.4,8.8,1.7,0.4,1.7,1.4,26.3,$4500,5.85
Tristan Thompson,C,32.87,9.5,10.3,1.0,0.6,1.3,0.9,26.3,$6300,4.17
Clint Capela,C,23.63,12.5,7.6,0.9,0.5,1.6,1.3,25.9,$5200,4.98
Jae Crowder,SF,33.12,14.4,5.2,2.1,1.1,0.3,1.0,25.6,$5800,4.41
Gorgui Dieng,PF,32.32,10.4,7.9,1.7,1.0,1.1,1.4,25.2,$5900,4.28
Avery Bradley,SG,28.26,14.3,5.4,2.0,1.1,0.2,1.5,24.9,$6500,3.83
Trevor Ariza,SF,34.27,11.7,5.1,2.3,1.9,0.3,1.0,24.7,$5300,4.65
T.J. McConnell,PG,30.22,8.0,3.6,7.0,1.9,0.1,2.2,24.6,$5800,4.24
