Name,Position,Min,Pts,Reb,Ast,Stl,Blk,TO,FP,Cost,Value
Russell Westbrook,PG,36.74,31.3,9.8,10.2,1.9,0.4,5.4,57.6,$13400,4.3
James Harden,SG,36.64,29.1,7.6,10.5,1.5,0.4,5.3,52.5,$12200,4.3
Nikola Jokic,PF,32.48,21.2,11.9,5.5,0.9,1.3,2.8,45.3,$10500,4.32
John Wall,PG,36.79,23.2,4.6,10.1,1.8,0.6,4.1,44.6,$10200,4.37
Stephen Curry,PG,33.73,26.1,4.7,6.4,1.8,0.2,3.2,42.1,$9900,4.26
Blake Griffin,PF,35.11,22.9,8.8,5.2,1.0,0.5,2.5,41.8,$8700,4.8
Chris Paul,PG,32.60,18.4,4.9,9.6,2.1,0.1,2.5,40.6,$8400,4.83
Isaiah Thomas,PG,34.19,27.8,2.9,6.1,1.0,0.1,2.7,39.9,$8700,4.59
Kemba Walker,PG,36.56,23.8,4.2,6.0,1.2,0.3,2.5,38.3,$8000,4.79
Draymond Green,PF,34.20,11.0,8.8,7.3,2.1,1.5,2.5,37.2,$8100,4.59
Paul George,SF,36.70,22.6,6.7,3.3,1.4,0.3,3.1,35.9,$8100,4.43
DeAndre Jordan,C,34.63,13.2,14,1.2,0.7,1.9,1.7,35.3,$7600,4.64
Carmelo Anthony,SF,36.20,23.1,6.4,2.7,0.8,0.5,2.2,35.2,$7900,4.46
Rudy Gobert,C,35.31,13.4,12.9,1.2,0.6,2.6,1.9,35.2,$7900,4.45
Gordon Hayward,SF,35.76,21.7,5.3,3.7,1.0,0.2,2.1,33.9,$7600,4.46
Nikola Vucevic,C,29.03,15.3,10.1,2.4,1.0,1.0,1.8,33.2,$8000,4.15
Kristaps Porzingis,PF,33.19,18.4,7.6,1.4,0.7,1.9,1.7,33.1,$6500,5.1
Dwight Howard,C,31.34,13.1,13,1.3,0.9,1.4,2.2,33.1,$6800,4.86
Bradley Beal,SG,35.12,23.3,3.2,3.6,1.1,0.2,2.1,33.0,$8100,4.08
Dennis Schroder,PG,34.24,19.1,3.4,6.8,1.1,0.2,3.3,32.7,$7200,4.54
Mason Plumlee,C,31.31,12.2,9.2,4.2,1.0,1.2,2.0,31.9,$6100,5.24
Nicolas Batum,SG,34.55,15.2,6.3,5.6,1.1,0.4,2.8,31.4,$7100,4.42
Klay Thompson,SG,34.22,22.7,3.7,2.1,0.8,0.5,1.8,31.1,$7000,4.44
Gary Harris,SG,37.11,18.9,4.1,3.4,1.5,0.2,1.7,30.6,$6000,5.1
Dario Saric,PF,34.96,16.2,8.3,2.8,0.8,0.6,2.7,30.5,$7800,3.91
Jeff Teague,PG,31.16,14.6,4,7.1,1.2,0.4,2.8,30.5,$6600,4.61
Myles Turner,C,31.03,14.4,7.3,1.3,0.9,2.0,1.4,29.5,$6400,4.61
Elfrid Payton,PG,30.55,13.6,4.5,6.3,1.2,0.4,2.3,29.4,$7300,4.02
Will Barton,SG,33.21,16.2,5.5,3.7,0.9,0.6,2.0,29.4,$5800,5.06
Al Horford,C,32.17,13.4,6.5,3.9,0.7,1.2,1.6,29.3,$6600,4.43
Derrick Rose,PG,33.45,18.1,3.8,4.4,0.7,0.3,2.4,28.9,$6200,4.65
Avery Bradley,SG,34.10,16.8,6,2.3,1.3,0.3,1.8,28.9,$6300,4.58
George Hill,PG,32.27,17.6,3.3,4.3,1.0,0.2,1.7,28.7,$6100,4.71
Robert Covington,SF,32.30,13.1,6.9,1.8,2.0,1.1,2.2,28.1,$7200,3.9
Louis Williams,SG,24.40,18.4,2.5,3.4,1.2,0.2,1.9,27.4,$5500,4.98
Otto Porter,SF,33.46,13.8,6.2,1.5,1.5,0.5,0.7,26.8,$6200,4.32
Cody Zeller,C,30.58,11.7,7.6,1.7,1.0,1.2,1.2,26.6,$5200,5.11
Tim Hardaway Jr.,SG,32.12,17.0,3.6,2.9,1.0,0.2,1.5,26.6,$5600,4.74
Evan Fournier,SG,33.23,17.3,3.3,3.1,1.0,0.1,2.1,26.0,$5400,4.82
Patrick Beverley,PG,30.94,10.0,5.4,4.5,1.7,0.4,1.5,25.9,$4900,5.29
Steven Adams,C,30.34,11.9,8.1,1.3,1.1,1.0,1.9,25.9,$5200,4.98
Clint Capela,C,23.80,12.5,7.8,0.8,0.5,1.4,1.2,25.7,$5300,4.84
Markieff Morris,PF,31.82,13.4,6.6,1.8,1.1,0.6,1.8,25.6,$6100,4.2
Ersan Ilyasova,PF,28.80,14.7,6.3,1.9,0.8,0.3,1.7,25.6,$4500,5.69
Jameer Nelson,PG,34.22,12.2,3,6.7,0.9,0.1,2.3,25.6,$5500,4.65
Jae Crowder,SF,33.02,13.8,5.6,2.2,1.0,0.3,1.0,25.4,$5900,4.31
Victor Oladipo,SG,32.29,15.4,4.1,2.3,1.2,0.3,1.6,25.2,$6000,4.2
T.J. McConnell,PG,29.82,8.0,3.7,7.1,1.9,0.1,2.3,24.8,$5400,4.59
Marvin Williams,PF,31.83,12.5,6.6,1.4,0.7,0.7,0.9,24.4,$6700,3.64
Trevor Ariza,SF,33.99,11.8,5.2,2.3,1.6,0.3,1.0,24.3,$5000,4.86
Guillermo Hernangomez,C,23.48,9.1,8.6,1.5,1.1,1.1,1.8,24.3,$5700,4.26
Eric Gordon,SG,30.32,16.2,2.6,2.8,0.6,0.4,1.5,24.0,$4800,5
Richaun Holmes,PF,24.90,10.6,6.5,1.1,1.0,1.3,1.1,23.6,$4800,4.91
Aaron Gordon,PF,29.60,13.1,5.1,2.1,0.7,0.5,1.3,23.5,$5400,4.35
Andre Iguodala,SF,30.72,8.2,4.7,3.8,1.3,0.7,1.0,22.5,$4900,4.6
