Name,Position,Min,Pts,Reb,Ast,Stl,Blk,TO,FP,Cost,Value
Russell Westbrook,PG,36.09,29.7,10,10.3,1.6,0.3,5.3,55.7,$12000,4.64
Kevin Durant,SF,34.46,26.6,8.6,4.6,1.1,1.7,2.6,46.8,$10400,4.5
John Wall,PG,37.36,23.7,4.7,10.3,2.1,0.5,4.3,45.7,$10000,4.57
Jimmy Butler,SF,38.64,26.7,6.7,5.9,1.8,0.4,2.3,45.7,$9300,4.91
Stephen Curry,PG,33.64,25.4,4.5,6.4,1.8,0.2,3.0,41.4,$9300,4.45
Nikola Jokic,PF,32.58,19.3,10.6,4.8,1.0,1.3,2.5,41.3,$9500,4.35
Damian Lillard,PG,36.06,25.1,4.7,5.8,0.8,0.3,2.6,39.0,$8400,4.65
Eric Bledsoe,PG,35.41,22.1,4.9,6.6,1.6,0.4,3.6,38.3,$8500,4.5
Kemba Walker,PG,35.46,23.6,4.2,5.8,1.2,0.3,2.4,37.9,$8200,4.63
Marc Gasol,C,34.41,20.6,6.9,4.3,0.9,1.5,2.3,37.8,$8200,4.61
Andre Drummond,C,30.70,15.5,13.9,1.1,1.7,1.2,2.0,37.6,$8100,4.65
Draymond Green,PF,33.59,10.9,8.6,7.3,2.0,1.5,2.6,36.6,$7200,5.08
Mike Conley,PG,33.49,19.9,3.8,6.4,1.4,0.3,2.3,35.2,$8000,4.4
C.J. McCollum,SG,35.09,23.8,3.9,3.7,1.0,0.5,2.3,34.7,$7400,4.69
Dwyane Wade,SG,30.95,19.8,4.6,4.4,1.5,0.6,2.3,33.8,$8000,4.23
Bradley Beal,SG,36.38,23.5,3.2,4.0,1.1,0.2,2.2,33.7,$7000,4.82
Gordon Hayward,SF,34.57,21.5,5.1,3.8,0.9,0.2,1.9,33.6,$7900,4.26
Rudy Gobert,C,33.30,12.5,12.3,1.0,0.7,2.6,1.8,33.6,$7900,4.25
Nicolas Batum,SG,35.05,15.7,6.7,6.1,1.1,0.5,2.7,33.4,$7500,4.45
D'Angelo Russell,PG,32.23,17.6,4.6,5.8,1.5,0.3,3.3,32.1,$6400,5.02
Klay Thompson,SG,33.78,22.5,3.8,2.1,0.8,0.5,1.8,31.0,$7100,4.37
George Hill,PG,33.33,18.7,3.6,4.3,1.0,0.2,1.7,30.2,$6000,5.03
Devin Booker,SG,36.36,21.6,3.2,3.5,0.9,0.3,3.1,30.0,$6500,4.61
Otto Porter,SF,35.07,14.5,6.5,1.6,1.6,0.7,0.8,28.5,$6200,4.6
