Name,Position,Min,Pts,Reb,Ast,Stl,Blk,TO,FP,Cost,Value
James Harden,SG,37.73,28.7,7.2,9.5,1.6,0.4,4.7,50.9,$11800,4.31
Anthony Davis,PF,38.60,26.5,11.5,2.6,1.2,2.6,2.5,49.3,$11800,4.18
DeMarcus Cousins,C,35.64,27.0,12.2,3.6,1.4,1.4,3.4,49.2,$11000,4.48
Giannis Antetokounmpo,SG,37.43,19.8,8.8,5.3,1.8,2.3,3.2,43.3,$9900,4.37
John Wall,PG,37.02,22.3,4.6,9.5,2.1,0.6,4.4,43.1,$9800,4.39
Jimmy Butler,SF,37.14,23.6,6.3,5.2,1.8,0.6,2.1,41.7,$9000,4.63
Blake Griffin,PF,34.28,22.8,8.7,4.3,1.1,0.8,2.3,41.2,$8900,4.63
Chris Paul,PG,33.53,18.8,4.9,9.0,2.2,0.2,2.4,40.6,$9400,4.32
Kyle Lowry,PG,37.74,22.3,5.3,7.0,1.6,0.3,3.0,40.0,$8600,4.65
Andre Drummond,C,31.37,15.5,14.4,1.1,1.5,1.3,2.0,38.0,$8300,4.58
DeMar DeRozan,SG,36.50,25.0,4.9,4.2,1.2,0.2,2.5,37.5,$8400,4.46
Marc Gasol,C,34.30,19.0,7.5,4.0,1.1,1.5,2.3,36.9,$8800,4.19
Jrue Holiday,PG,35.79,18.8,4.5,7.2,1.5,0.4,3.0,35.8,$7400,4.84
Hassan Whiteside,C,33.40,15.3,12.7,0.6,0.8,2.3,2.1,35.5,$9200,3.86
Isaiah Thomas,PG,33.55,22.8,2.8,6.4,0.9,0.2,2.5,35.5,$8200,4.32
Paul Millsap,PF,33.70,16.8,8.6,3.1,1.6,1.1,2.2,35.0,$8300,4.21
Gordon Hayward,SF,36.10,22.2,5.4,3.7,0.9,0.3,2.3,34.3,$7900,4.35
Dwyane Wade,SG,33.52,19.8,4.2,4.9,1.6,0.7,2.5,34.3,$7300,4.7
Al Horford,C,32.90,15.3,7.2,4.2,0.7,2.0,1.7,33.9,$7700,4.41
Joel Embiid,C,28.26,17.7,7.7,1.9,0.7,2.1,3.1,32.3,$7100,4.55
DeAndre Jordan,C,33.24,11.7,13.1,0.7,0.6,2.0,1.4,32.3,$7000,4.61
Brook Lopez,C,29.54,19.1,6.1,2.1,0.7,1.5,2.1,31.9,$7000,4.55
Dwight Howard,C,30.80,13.4,11.4,1.4,0.9,1.5,2.3,31.7,$7400,4.28
Rajon Rondo,PG,34.57,9.5,6.5,8.7,1.6,0.3,3.1,31.1,$6000,5.18
Nicolas Batum,SG,34.62,14.0,6.7,5.7,1.0,0.4,2.5,30.9,$7400,4.17
Bradley Beal,SG,35.89,21.1,3.4,3.6,0.9,0.2,1.9,30.9,$7000,4.41
Marcin Gortat,C,34.99,12.9,10.8,1.4,0.7,1.4,1.4,30.8,$6200,4.96
Goran Dragic,PG,34.11,16.9,4.3,6.2,1.0,0.2,3.0,30.8,$7200,4.27
Nikola Vucevic,C,27.84,14.5,9.4,2.2,0.7,0.8,1.5,30.6,$6700,4.56
Rudy Gobert,C,32.27,11.2,11.4,0.9,0.6,2.4,1.7,30.5,$7300,4.18
Dennis Schroder,PG,31.45,16.7,3.2,6.6,1.1,0.3,2.9,30.3,$7000,4.33
Jabari Parker,PF,35.12,18.6,5.3,2.3,1.1,0.3,1.5,29.7,$6300,4.72
Julius Randle,PF,29.30,13.2,9.6,2.6,0.6,0.5,2.4,28.4,$6200,4.58
Avery Bradley,SG,35.26,16.5,5.7,2.3,1.2,0.3,1.5,28.3,$7200,3.93
Serge Ibaka,PF,30.65,15.2,7.2,1.0,0.5,1.6,1.3,28.2,$6200,4.55
Jahlil Okafor,C,29.07,15.2,6.9,1.2,0.4,1.7,2.2,27.3,$5100,5.35
Reggie Jackson,PG,30.41,17.0,2.5,5.4,0.6,0.2,2.6,27.1,$5600,4.84
Jae Crowder,SF,33.86,14.4,5.7,2.3,1.3,0.4,1.2,26.9,$5600,4.8
Tobias Harris,PF,33.87,15.7,5.2,2.2,0.8,0.6,1.4,26.6,$5700,4.67
Otto Porter,SF,35.42,12.8,6.5,1.6,1.7,0.5,0.9,26.5,$5500,4.82
Robin Lopez,C,29.87,11.4,8.5,1.2,0.3,1.8,1.3,26.3,$5100,5.16
Evan Fournier,SG,33.45,17.0,2.8,3.6,1.1,0.1,2.0,26.2,$5900,4.43
Elfrid Payton,PG,28.82,11.3,3.6,6.1,1.2,0.5,2.1,26.1,$5700,4.57
Trevor Booker,PF,28.10,10.6,8.4,1.9,1.4,0.7,1.8,25.9,$6000,4.32
Markieff Morris,PF,32.75,13.8,6,1.9,1.3,0.8,2.2,25.9,$5000,5.17
Harrison Barnes,SF,36.49,16.9,4.9,1.6,0.7,0.2,1.3,25.7,$6000,4.28
Rodney Hood,SG,31.16,16.5,3.8,2.4,0.8,0.3,1.5,25.4,$5400,4.7
Louis Williams,SG,25.02,16.6,2.7,3.2,1.1,0.2,2.0,25.2,$5600,4.51
Patrick Beverley,PG,30.67,10.1,4.6,4.5,1.6,0.5,1.4,25.2,$5600,4.49
Greg Monroe,C,22.58,11.1,7.2,2.0,1.2,0.6,1.5,24.8,$4800,5.18
Deron Williams,PG,32.27,13.0,2.5,6.0,0.7,0.2,2.1,24.7,$6100,4.05
Jonas Valanciunas,C,26.69,11.0,9.3,0.7,0.5,0.9,1.4,24.6,$5500,4.47
Marcus Morris,SF,35.70,15.1,4.5,2.3,0.7,0.4,1.6,24.6,$5200,4.72
Robert Covington,SF,29.45,11.5,6.2,1.5,1.8,0.8,2.0,24.4,$5000,4.88
