Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Rondae Hollis-Jefferson,BKN,$4300,16,$4400,20,$11,19,$9350,14,$8700,21
Otto Porter,WAS,$5800,10,$6100,9,$27,6,$12300,6,$12000,9
Bojan Bogdanovic,WAS,$3800,23,$4800,14,$15,16,$9150,15,$9400,15
LeBron James,CLE,$10700,1,$10500,1,$56,1,$22000,1,$18900,1
Richard Jefferson,CLE,$3500,27,$3200,29,$10,20,$5200,30,$6300,29
Michael Kidd-Gilchrist,CHA,$5000,13,$4600,16,$17,13,$9750,13,$9100,16
Treveon Graham,CHA,$3500,27,$3000,31,$10,20,$5000,31,$6000,31
Marcus Morris,DET,$5200,11,$5300,11,$20,11,$11150,11,$10500,11
Stanley Johnson,DET,$3500,27,$3000,31,$10,20,$6350,26,$6000,31
Terrence Ross,ORL,$4000,19,$4600,16,$16,14,$9050,16,$9100,16
Jeff Green,ORL,$3500,27,$3200,29,$10,20,$6300,27,$6300,29
Mike Miller,DEN,$3500,27,$3000,31,$10,20,$5000,31,$6000,31
Wilson Chandler,DEN,$6600,6,$6500,7,$29,5,$11400,10,$12300,8
C.J. Miles,IND,$3600,26,$4000,23,$10,20,$8500,19,$7800,23
Paul George,IND,$8600,3,$8900,3,$40,3,$16250,3,$16400,3
T.J. Warren,PHO,$6400,8,$7000,4,$27,6,$11450,9,$13300,4
Jarell Eddie,PHO,,,$3000,31,$10,20,$5000,31,$6000,31
Jae Crowder,BOS,$5900,9,$5900,10,$23,10,$12300,6,$11600,10
James Young,BOS,$3500,27,$3000,31,$10,20,$5000,31,$6000,31
Robert Covington,PHI,$7100,4,$7000,4,$27,6,$14250,5,$13300,4
Justin Anderson,PHI,$3700,25,$3600,26,$10,20,$7350,23,$7000,26
Jimmy Butler,CHI,$9500,2,$9200,2,$48,2,$19300,2,$17000,2
Paul Zipser,CHI,$3800,23,$3800,25,$10,20,$5000,31,$7400,25
Thabo Sefolosha,ATL,$3900,21,$4600,16,$10,20,$7700,22,$9100,16
Mike Dunleavy,ATL,$3500,27,$3000,31,$10,20,$5000,31,$6000,31
Tony Snell,MIL,$3900,21,$3900,24,$10,20,$5700,28,$7700,24
Khris Middleton,MIL,$6500,7,$6300,8,$26,9,$12300,6,$12600,7
Solomon Hill,NOP,$4200,17,$4300,22,$10,20,$8200,20,$8500,22
Dante Cunningham,NOP,$3500,27,$3600,26,$10,20,$6900,24,$7000,26
Trevor Ariza,HOU,$5100,12,$5300,11,$19,12,$10550,12,$10500,11
Sam Dekker,HOU,$3500,27,$3500,28,$10,20,$5350,29,$7000,26
Matt Barnes,GSW,$4100,18,$4400,20,$12,18,$8800,17,$8800,20
Andre Iguodala,GSW,$4900,14,$4600,16,$13,17,$8700,18,$9100,16
Andrew Wiggins,MIN,$7000,5,$7000,4,$34,4,$15900,4,$13300,4
Shabazz Muhammad,MIN,$4000,19,$4800,14,$10,20,$6650,25,$9500,14
Brandon Ingram,LAL,$4700,15,$5300,11,$16,14,$8150,21,$10500,11
Corey Brewer,LAL,$3500,27,$3000,31,$10,20,$5000,31,$6000,31
