Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
DeMarre Carroll,TOR,$4400,13,$4900,10,$16,12,$8900,13,$9800,10
Terrence Ross,TOR,$3800,24,$3800,22,$10,19,$6950,25,$7400,22
Michael Kidd-Gilchrist,CHA,$5100,8,$5100,9,$17,10,$9600,10,$10200,8
Treveon Graham,CHA,$3500,28,$3000,32,$10,19,$5000,34,$6000,31
Moe Harkless,POR,$4400,13,$4000,20,$17,10,$9000,12,$7800,20
Evan Turner,POR,$4400,13,$4100,17,$13,13,$9850,9,$8100,17
Robert Covington,PHI,$5200,7,$5200,8,$22,7,$10300,8,$10200,8
Tony Snell,MIL,$3600,25,$3300,27,$10,19,$6250,28,$6400,27
Michael Beasley,MIL,$4600,10,$4100,17,$10,19,$6150,29,$8000,19
Aaron Gordon,ORL,$5000,9,$5400,7,$21,8,$11700,6,$10600,7
Jeff Green,ORL,$3500,28,$3100,31,$10,19,$7550,22,$6000,31
Matt Barnes,SAC,$4000,19,$4100,17,$10,19,$7700,21,$8100,17
Chandler Parsons,MEM,$3500,28,$3200,28,$10,19,$8550,16,$6300,28
Vince Carter,MEM,$3600,25,$3400,26,$10,19,$7300,23,$6700,26
Kevin Durant,GSW,$10500,1,$10500,1,$50,1,$22450,1,$18900,1
Andre Iguodala,GSW,$4000,19,$3500,24,$10,19,$8300,17,$6900,25
Trevor Ariza,HOU,$5500,6,$5700,6,$24,6,$11750,5,$11300,6
Sam Dekker,HOU,$3500,28,$3500,24,$10,19,$6050,30,$7000,23
Jimmy Butler,CHI,$9800,2,$8900,2,$46,2,$18200,2,$16400,2
Doug McDermott,CHI,$4000,19,$4400,13,$12,16,$6550,27,$8700,14
Kent Bazemore,ATL,$4500,12,$4500,11,$13,13,$9300,11,$8800,11
Thabo Sefolosha,ATL,$3500,28,$3600,23,$12,16,$7800,20,$7000,23
Bojan Bogdanovic,BKN,$4100,18,$4500,11,$13,13,$8700,14,$8800,11
Rondae Hollis-Jefferson,BKN,$4600,10,$4000,20,$10,19,$8600,15,$7800,20
Solomon Hill,NOP,$4000,19,$3200,28,$10,19,$8200,19,$6300,28
Dante Cunningham,NOP,$3600,25,$3000,32,$10,19,$6900,26,$6000,31
Joe Ingles,UTA,$4000,19,$4400,13,$11,18,$5600,33,$8800,11
Gordon Hayward,UTA,$7400,3,$7600,4,$33,4,$14550,4,$14000,4
Harrison Barnes,DAL,$6100,5,$5800,5,$30,5,$11000,7,$11600,5
Justin Anderson,DAL,$3500,28,$3000,32,$10,19,$5900,32,$6000,31
Glenn Robinson,IND,$3500,28,$3200,28,$10,19,$6000,31,$6300,28
Paul George,IND,$7400,3,$7800,3,$39,3,$18100,3,$14400,3
Luol Deng,LAL,$4200,16,$4200,15,$18,9,$8300,17,$8400,15
Brandon Ingram,LAL,$4200,16,$4200,15,$10,19,$7150,24,$8300,16
