Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Jimmy Butler,CHI,$8900,2,$9300,2,$48,2,$19150,2,,
Paul Zipser,CHI,$3500,16,$3200,16,$10,13,$5000,16,,
Jae Crowder,BOS,$5600,7,$5500,8,$23,6,$12200,6,,
James Young,BOS,$3500,16,$3000,18,$10,13,$5000,16,,
Carmelo Anthony,NYK,$7600,4,$7600,3,$34,4,$16700,3,$14000,2
Mindaugas Kuzminskas,NYK,$3500,16,$3000,18,$10,13,$5000,16,$6000,14
Rondae Hollis-Jefferson,BKN,$4300,11,$4300,11,$11,11,$8900,11,$8400,9
Rodney McGruder,MIA,$3500,16,$3100,17,$10,13,$5000,16,$6000,14
Luke Babbitt,MIA,$3500,16,$3000,18,$10,13,$5000,16,$6000,14
C.J. Miles,IND,$4000,13,$4000,14,$10,13,$8050,13,$7800,12
Paul George,IND,$8000,3,$7600,3,$35,3,$15250,4,$14000,2
LeBron James,CLE,$11400,1,$11300,1,$55,1,$24800,1,$20100,1
Richard Jefferson,CLE,$3600,14,$3000,18,$10,13,$5800,15,$6000,14
Trevor Ariza,HOU,$5000,8,$4500,10,$17,8,$9750,9,$8800,8
Sam Dekker,HOU,$3500,16,$3500,15,$10,13,$5000,16,$7000,13
Moe Harkless,POR,$4800,9,$5600,7,$17,8,$10450,7,$11200,6
Evan Turner,POR,$4700,10,$4300,11,$15,10,$9750,9,$8400,9
Derrick Jones,PHO,$3500,16,$3000,18,$10,13,$5000,16,$6000,14
T.J. Warren,PHO,$6000,6,$6100,6,$21,7,$9850,8,$12000,5
Robert Covington,PHI,$7400,5,$7400,5,$29,5,$14800,5,$14000,2
Justin Anderson,PHI,$3600,14,$4300,11,$10,13,$7650,14,$8400,9
Brandon Ingram,LAL,$4200,12,$4900,9,$11,11,$8450,12,$9700,7
Corey Brewer,LAL,$3500,16,$3000,18,$10,13,$5000,16,$6000,14
