Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Jaylen Brown,BOS,$3800,26,,,$10,25,$7100,26,,
Jae Crowder,BOS,$5900,11,,,$25,10,$10800,14,,
Mindaugas Kuzminskas,NYK,$3500,36,,,$10,25,$5000,39,,
Carmelo Anthony,NYK,$6700,7,,,$33,6,$16350,4,,
Michael Kidd-Gilchrist,CHA,$4600,17,$4800,15,$15,16,$10650,15,,
Marco Belinelli,CHA,$4100,22,$4000,22,$10,25,$6850,29,,
Andre Roberson,OKC,$4100,22,$3900,25,$10,25,$7850,21,,
Doug McDermott,OKC,$3500,36,$3000,36,$10,25,$6650,30,,
James Ennis,MEM,$3600,30,$3900,25,$10,25,$5300,36,,
Vince Carter,MEM,$3900,25,$4300,21,$10,25,$5750,31,,
Brandon Ingram,LAL,$4500,18,$4700,17,$16,15,$6900,27,,
Metta World Peace,LAL,$3500,36,$3000,36,$10,25,$5000,39,,
Harrison Barnes,DAL,$5500,13,$5700,11,$24,13,$12900,8,,
Jarrod Uthoff,DAL,,,$3000,36,$10,25,$5000,39,,
Tony Snell,MIL,$3800,26,$3400,33,$10,25,$5600,33,,
Khris Middleton,MIL,$6200,10,$6300,7,$28,9,$12100,10,,
Gordon Hayward,UTA,$7700,5,$6500,6,$35,5,$13000,7,,
Joe Ingles,UTA,$4400,19,$4400,19,$11,22,$5450,35,,
Kyle Anderson,SAS,$3500,36,$3000,36,$10,25,$5650,32,,
Kawhi Leonard,SAS,$9400,3,$8600,3,$50,2,$17450,2,,
Danilo Gallinari,DEN,$6600,8,$5900,9,$25,10,$12150,9,$11600,6
Mike Miller,DEN,$3500,36,$3000,36,$10,25,$5000,39,$6000,24
Rodney McGruder,MIA,$3500,36,$3300,34,$10,25,$5200,38,$6400,22
Luke Babbitt,MIA,$3500,36,$3000,36,$10,25,$5000,39,$6000,24
Jimmy Butler,CHI,$9900,2,$9700,2,$48,3,$17450,2,$17900,2
Paul Zipser,CHI,$3700,29,$3500,32,$10,25,$5000,39,$7000,17
Solomon Hill,NOP,$4200,20,$4000,22,$11,22,$7550,23,$7800,14
Dante Cunningham,NOP,$3600,30,$3300,34,$10,25,$6900,27,$6400,22
Justin Anderson,PHI,$3600,30,$4800,15,$12,21,$7450,24,$9500,11
Robert Covington,PHI,$6900,6,$6000,8,$29,7,$14450,6,$11900,5
DeMarre Carroll,TOR,$3800,26,$3600,28,$10,25,$7600,22,$7000,17
P.J. Tucker,TOR,$4100,22,$4000,22,$14,18,$7200,25,$7800,14
Paul George,IND,$8900,4,$8400,4,$42,4,$15350,5,$15500,3
C.J. Miles,IND,$3600,30,$3600,28,$10,25,$8000,20,$7000,17
LeBron James,CLE,$10700,1,$10000,1,$57,1,$22150,1,$18000,1
Richard Jefferson,CLE,$3500,36,$3600,28,$10,25,$5250,37,$7000,17
Taurean Prince,ATL,$4200,20,$4600,18,$15,16,$5000,39,$9100,12
Mike Dunleavy,ATL,$3500,36,$3000,36,$10,25,$5000,39,$6000,24
Rondae Hollis-Jefferson,BKN,$5000,15,$5600,12,$13,19,$9950,16,$11100,8
Otto Porter,WAS,$5300,14,$5400,13,$25,10,$11550,11,$10600,9
Bojan Bogdanovic,WAS,$3600,30,$4400,19,$13,19,$8600,17,$8700,13
Matt Barnes,GSW,$3600,30,$3700,27,$10,25,$8300,19,$7400,16
Andre Iguodala,GSW,$5000,15,$5100,14,$11,22,$8350,18,$10100,10
Trevor Ariza,HOU,$5800,12,$5900,9,$21,14,$11000,12,$11600,6
Sam Dekker,HOU,$3500,36,$3600,28,$10,25,$5500,34,$7000,17
T.J. Warren,PHO,$6600,8,$7100,5,$29,7,$11000,12,$13300,4
Jarell Eddie,PHO,$3500,36,$3000,36,$10,25,$5000,39,$6000,24
