Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Kevin Durant,GSW,$10400,1,$9700,1,$52,1,$20300,1,$17900,1
Andre Iguodala,GSW,$4500,11,$4400,11,$11,12,$8100,12,$8700,11
Otto Porter,WAS,$6200,6,$6000,6,$27,4,$13300,4,$11900,6
Bojan Bogdanovic,WAS,$3800,15,$4000,14,$13,10,$8850,10,$7800,14
Moe Harkless,POR,$4800,10,$4700,10,$12,11,$7350,16,$9200,10
Marcus Morris,DET,$5900,7,$5900,7,$20,7,$9500,8,$11600,7
Stanley Johnson,DET,$3500,18,$3000,20,$10,14,$5600,20,$6000,20
T.J. Warren,PHO,$5300,9,$5500,8,$17,8,$9350,9,$10800,8
Derrick Jones,PHO,$3500,18,$3000,20,$10,14,$5000,21,$6000,20
Chandler Parsons,MEM,$3500,18,$3400,17,$10,14,$8250,11,$6600,18
Vince Carter,MEM,$3500,18,$3800,16,$10,14,$7500,15,$7400,16
Danilo Gallinari,DEN,$6700,4,$6200,5,$25,6,$12300,6,$12200,5
Wilson Chandler,DEN,$6600,5,$6600,4,$27,4,$13250,5,$12300,4
Jimmy Butler,CHI,$9300,2,$9300,2,$46,2,$18500,2,$17300,2
Gordon Hayward,UTA,$7900,3,$7700,3,$35,3,$14100,3,$14300,3
Joe Ingles,UTA,$3900,14,$4000,14,$10,14,$6400,18,$7800,14
Andre Roberson,OKC,$4300,12,$4200,12,$10,14,$7200,17,$8400,12
Doug McDermott,OKC,$3700,16,$3400,17,$10,14,$5800,19,$6600,18
Michael Kidd-Gilchrist,CHA,$5700,8,$5400,9,$17,8,$11550,7,$10600,9
Marco Belinelli,CHA,$3500,18,$3400,17,$10,14,$7800,14,$6700,17
Brandon Ingram,LAL,$4000,13,$4200,12,$11,12,$7850,13,$8300,13
Corey Brewer,LAL,$3600,17,$3000,20,$10,14,$5000,21,$6000,20
