Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Carmelo Anthony,NYK,$8000,2,$7600,2,$37,2,$16600,2,$14000,2
Lance Thomas,NYK,$3500,13,$3000,18,$10,12,$5000,17,$6000,17
Robert Covington,PHI,$5500,6,$6000,5,$20,7,$10750,7,$11900,5
Trevor Ariza,HOU,$5800,5,$5700,6,$24,5,$11850,5,$11300,6
Sam Dekker,HOU,$3500,13,$3500,14,$10,12,$6100,16,$7000,14
Andrew Wiggins,MIN,$6300,3,$6400,3,$31,3,$14850,3,$12600,3
Shabazz Muhammad,MIN,$3500,13,$3800,13,$10,12,$5000,17,$7400,13
Chandler Parsons,MEM,$3500,13,$3200,16,$10,12,$7700,11,$6300,16
Vince Carter,MEM,$3500,13,$3300,15,$10,12,$6650,14,$6400,15
Andre Roberson,OKC,$3800,11,$4000,9,$11,11,$7150,12,$7800,9
Kyle Singler,OKC,$3500,13,$3000,18,$10,12,$5000,17,$6000,17
Otto Porter,WAS,$5900,4,$6200,4,$25,4,$12300,4,$12200,4
Kelly Oubre,WAS,$3700,12,$4000,9,$10,12,$6450,15,$7800,9
Jae Crowder,BOS,$5000,7,$5200,7,$21,6,$11200,6,$10200,7
Jaylen Brown,BOS,$3500,13,$3000,18,$10,12,$5000,17,$6000,17
Aaron Gordon,ORL,$4600,8,$5200,7,$19,8,$10650,8,$10200,7
Jeff Green,ORL,$3500,13,$3100,17,$10,12,$6950,13,$6000,17
Luc Richard Mbah a Moute,LAC,$3500,13,$3000,18,$10,12,$5000,17,$6000,17
Wesley Johnson,LAC,$3500,13,$3000,18,$10,12,$5000,17,$6000,17
LeBron James,CLE,$10100,1,$9700,1,$53,1,$19500,1,$17900,1
Richard Jefferson,CLE,$3500,13,$3000,18,$10,12,$5000,17,$6000,17
Moe Harkless,POR,$4500,10,$4000,9,$17,9,$7900,10,$7800,9
Evan Turner,POR,$4600,8,$3900,12,$13,10,$8500,9,$7700,12
