Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Paul Pierce,LAC,$3500,20,$3000,21,$10,15,$5100,19,,
Wesley Johnson,LAC,$3500,20,$3000,21,$10,15,$5000,20,,
Otto Porter,WAS,$5500,4,$5600,4,$26,4,$11450,5,,
DeMarre Carroll,TOR,$4000,12,$4200,11,$15,7,$8900,11,$8400,9
Terrence Ross,TOR,$3700,15,$3600,15,$10,15,$6900,16,$7100,12
Aaron Gordon,ORL,$4400,10,$5100,7,$15,7,$10500,7,$10100,5
Jeff Green,ORL,$3700,15,$4000,12,$10,15,$7100,15,$7800,10
Jae Crowder,BOS,$5500,4,$5600,4,$23,5,$10950,6,$11200,3
James Young,BOS,$3500,20,$3000,21,$10,15,$5000,20,$6000,17
Justise Winslow,MIA,$4700,8,$4400,9,$21,6,$10200,8,$8700,7
James Johnson,MIA,$4900,7,$4400,9,$13,11,$8350,12,$8700,7
Bojan Bogdanovic,BKN,$4600,9,$4700,8,$15,7,$9400,9,$9200,6
Rondae Hollis-Jefferson,BKN,$3800,14,$3600,15,$10,15,$9050,10,$7000,13
Robert Covington,PHI,$5000,6,$5600,4,$15,7,$11650,4,$11100,4
Gordon Hayward,UTA,$7700,2,$7600,2,$41,2,$14850,2,$14000,2
Joe Johnson,UTA,$3700,15,$3700,14,$11,12,$7950,13,$7400,11
Troy Williams,MEM,$3600,19,$3500,18,$10,15,$5000,20,$6900,15
Vince Carter,MEM,$3700,15,$3500,18,$11,12,$6300,18,$7000,13
Matt Barnes,SAC,$4200,11,$4000,12,$11,12,$7550,14,,
Dorian Finney-Smith,DAL,$4000,12,$3600,15,$10,15,$5000,20,,
Harrison Barnes,DAL,$6300,3,$6300,3,$28,3,$12900,3,,
Solomon Hill,NOP,$3500,20,$3400,20,$10,15,$6700,17,$6700,16
Kawhi Leonard,SAS,$8300,1,$8400,1,$42,1,$17000,1,$15600,1
Davis Bertans,SAS,$3500,20,$3000,21,$10,15,$5000,20,$6000,17
