Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Dante Cunningham,NOP,$3500,30,$3000,31,$10,25,$6900,27,$6000,31
Solomon Hill,NOP,$3700,23,$3300,28,$11,20,$8500,18,$6400,28
Jeff Green,ORL,$3600,27,$3600,21,$12,19,$6950,26,$7000,22
Damjan Rudez,ORL,$3500,30,$3000,31,$10,25,$5000,35,$6000,31
LeBron James,CLE,$9900,1,$9800,1,$54,1,$19350,2,$18200,1
Mike Dunleavy,CLE,$3500,30,$3200,30,$10,25,$5000,35,$6300,30
Paul George,IND,$8500,3,$7900,4,$43,4,$15650,4,$14600,4
Glenn Robinson,IND,$3500,30,$3000,31,$10,25,$5000,35,$6000,31
Otto Porter,WAS,$6300,7,$6500,9,$23,9,$11650,8,$13000,7
Kelly Oubre,WAS,$3500,30,$3000,31,$10,25,$5100,34,$6000,31
Robert Covington,PHI,$4600,16,$4900,14,$19,13,$10800,11,$9700,15
Tony Snell,MIL,$3500,30,$3400,24,$10,25,$5700,31,$6700,24
Mirza Teletovic,MIL,$3500,30,$3000,31,$11,20,$7450,23,$6000,31
Kent Bazemore,ATL,$4800,15,$5100,13,$20,12,$10800,11,$10200,13
Thabo Sefolosha,ATL,$4600,16,$4000,17,$11,20,$7400,24,$7800,17
Marcus Morris,DET,$5300,11,$5400,12,$22,11,$9300,15,$10600,12
Stanley Johnson,DET,$3500,30,$3000,31,$10,25,$7150,25,$6000,31
Carmelo Anthony,NYK,$7900,5,$7500,5,$37,5,$15050,5,$13800,5
Mindaugas Kuzminskas,NYK,$3500,30,$3000,31,$10,25,$5000,35,$6000,31
Harrison Barnes,DAL,$6000,9,$7000,6,$23,9,$12900,6,$13200,6
Justin Anderson,DAL,$3800,20,$3700,20,$10,25,$8050,20,$7400,20
James Young,BOS,$3600,27,$3000,31,$10,25,$5000,35,$6000,31
Jaylen Brown,BOS,$3600,27,$3400,24,$10,25,$5550,32,$6600,26
Trevor Ariza,HOU,$5300,11,$5600,11,$19,13,$11200,10,$11200,11
Corey Brewer,HOU,$3500,30,$3000,31,$10,25,$5000,35,$6000,31
Andre Roberson,OKC,$3800,20,$3900,18,$10,25,$7850,21,$7700,18
Kyle Singler,OKC,$3500,30,$3000,31,$10,25,$5000,35,$6000,31
Kevin Durant,GSW,$9600,2,$9500,2,$51,2,$20250,1,$17600,2
Andre Iguodala,GSW,$3700,23,$3500,23,$11,20,$6800,28,$7000,22
DeMarre Carroll,TOR,$3700,23,$3600,21,$11,20,$8700,17,$7100,21
Terrence Ross,TOR,$3500,30,$3400,24,$10,25,$5750,30,$6600,26
T.J. Warren,PHO,$6300,7,$6700,8,$27,7,$10350,14,$12600,9
P.J. Tucker,PHO,$4000,18,$3300,28,$10,25,$7600,22,$6400,28
Danilo Gallinari,DEN,$5900,10,$5900,10,$26,8,$12000,7,$11600,10
Wilson Chandler,DEN,$5200,13,$4900,14,$15,16,$9250,16,$9800,14
Kawhi Leonard,SAS,$8500,3,$8700,3,$48,3,$17750,3,$16000,3
Davis Bertans,SAS,$3500,30,$3000,31,$10,25,$5000,35,$6000,31
Rudy Gay,SAC,$7400,6,$6800,7,$29,6,$11350,9,$12700,8
Matt Barnes,SAC,$3800,20,$3400,24,$15,16,$6650,29,$6700,24
James Ennis,MEM,$4000,18,$3900,18,$13,18,$8450,19,$7700,18
Chandler Parsons,MEM,$5100,14,$4100,16,$19,13,$10400,13,$8100,16
Luc Richard Mbah a Moute,LAC,$3700,23,$3000,31,$10,25,$5000,35,$6000,31
Wesley Johnson,LAC,$3500,30,$3000,31,$10,25,$5500,33,$6000,31
