Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Kent Bazemore,ATL,$4300,17,$4000,15,$13,15,$8450,16,,
Thabo Sefolosha,ATL,$3900,19,$3900,19,$12,17,$7300,18,,
Mindaugas Kuzminskas,NYK,$3900,19,$3400,23,$10,20,$5000,31,,
Carmelo Anthony,NYK,$8100,3,$8000,3,$37,4,$15350,5,,
Moe Harkless,POR,$4700,13,$4400,13,$17,12,$8650,14,,
Evan Turner,POR,$4400,16,$4300,14,$13,15,$9350,13,,
Otto Porter,WAS,$6100,6,$6400,6,$25,6,$10650,11,,
Kelly Oubre,WAS,$3500,27,$3400,23,$10,20,$5550,27,,
Robert Covington,PHI,$5300,10,$5500,10,$22,9,$11950,6,,
Tony Snell,MIL,$3600,24,$3400,23,$10,20,$6600,24,,
Michael Beasley,MIL,$4500,14,$4000,15,$10,20,$6400,25,,
Solomon Hill,NOP,$4200,18,$3600,21,$10,20,$7400,17,,
Dante Cunningham,NOP,$3500,27,$3100,28,$10,20,$6900,21,,
Glenn Robinson,IND,$3600,24,$3400,23,$10,20,$5500,28,,
Paul George,IND,$7600,4,$7700,5,$39,3,$16650,3,,
Aaron Gordon,ORL,$5000,11,$5800,9,$21,10,$11350,8,,
Jeff Green,ORL,$3500,27,$3100,28,$10,20,$7300,18,,
Danilo Gallinari,DEN,$5900,7,$6000,8,$24,7,$11800,7,,
Wilson Chandler,DEN,$5800,8,$6400,6,$24,7,$11100,10,,
Michael Kidd-Gilchrist,CHA,$4900,12,$5200,12,$17,12,$10350,12,$10200,5
Treveon Graham,CHA,$3500,27,$3000,30,$10,20,$5000,31,$6000,11
Jae Crowder,BOS,$5500,9,$5300,11,$19,11,$11150,9,$10500,4
Jaylen Brown,BOS,$3500,27,$3000,30,$10,20,$5000,31,$6000,11
LeBron James,CLE,$9900,2,$10100,1,$53,1,$21350,1,$18000,2
Richard Jefferson,CLE,$3500,27,$3000,30,$10,20,$5000,31,$6000,11
Kevin Durant,GSW,$10000,1,$9900,2,$50,2,$18450,2,$18200,1
Andre Iguodala,GSW,$3700,23,$3300,27,$10,20,$6750,22,$6400,10
Joe Ingles,UTA,$3600,24,$3900,19,$10,20,$6000,26,$7700,8
Gordon Hayward,UTA,$7500,5,$7900,4,$33,5,$15750,4,$14600,3
T.J. Warren,PHO,$4500,14,$4000,15,$17,12,$8500,15,$7800,6
P.J. Tucker,PHO,$3900,19,$3600,21,$11,18,$6700,23,$7000,9
Andre Roberson,OKC,$3900,19,$4000,15,$11,18,$7100,20,$7800,6
Jerami Grant,OKC,$3500,27,$3000,30,$10,20,$5400,29,$6000,11
Luc Richard Mbah a Moute,LAC,$3500,27,$3000,30,$10,20,$5000,31,$6000,11
Paul Pierce,LAC,$3500,27,$3000,30,$10,20,$5100,30,$6000,11
