Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Carmelo Anthony,NYK,$7900,3,$7600,4,$37,4,$14850,5,$14000,4
Lance Thomas,NYK,$3500,23,$3200,24,$10,19,$5000,27,$6300,24
Glenn Robinson,IND,$3700,19,$3800,18,$10,19,$5250,26,$7400,18
Paul George,IND,$7900,3,$8000,3,$37,4,$16050,3,$14700,3
Solomon Hill,NOP,$3500,23,$3000,26,$10,19,$8100,16,$6000,26
Dante Cunningham,NOP,$3600,21,$3600,22,$10,19,$6900,22,$7000,22
Jae Crowder,BOS,$5300,10,$5300,10,$21,10,$11200,9,$10500,10
Jaylen Brown,BOS,$3500,23,$3000,26,$10,19,$5000,27,$6000,26
Gordon Hayward,UTA,$7500,5,$7400,5,$39,3,$15150,4,$14000,4
Joe Johnson,UTA,$3600,21,$3300,23,$10,19,$7900,17,$6400,23
Andrew Wiggins,MIN,$6200,7,$6000,7,$31,6,$11850,7,$11900,7
DeMarre Carroll,TOR,$3500,23,$3800,18,$13,15,$9050,11,$7400,18
Terrence Ross,TOR,$4100,16,$3900,17,$10,19,$7250,21,$7700,17
Jimmy Butler,CHI,$9300,1,$8900,1,$44,1,$18100,1,$16400,1
Doug McDermott,CHI,$3800,18,$3800,18,$10,19,$6450,23,$7400,18
Danilo Gallinari,DEN,$6000,8,$5400,9,$24,8,$11350,8,$10600,9
Wilson Chandler,DEN,$5600,9,$5600,8,$24,8,$10550,10,$11200,8
Andre Roberson,OKC,$3700,19,$3700,21,$11,18,$7400,20,$7300,21
Jerami Grant,OKC,$3500,23,$3200,24,$10,19,$5750,24,$6300,24
Kent Bazemore,ATL,$3900,17,$4500,14,$15,14,$8650,13,$8800,14
Thabo Sefolosha,ATL,$4200,15,$4400,15,$12,17,$7550,19,$8700,15
Dorian Finney-Smith,DAL,$3500,23,$3000,26,$10,19,$5000,27,$6000,26
Harrison Barnes,DAL,$6900,6,$6400,6,$28,7,$12000,6,$12600,6
Michael Kidd-Gilchrist,CHA,$4500,14,$4700,12,$17,12,$8350,15,$9200,12
Treveon Graham,CHA,$3500,23,$3000,26,$10,19,$5000,27,$6000,26
Kawhi Leonard,SAS,$8500,2,$8100,2,$40,2,$16900,2,$15000,2
Davis Bertans,SAS,$3500,23,$3000,26,$10,19,$5000,27,$6000,26
Marcus Morris,DET,$4600,13,$4800,11,$18,11,$9000,12,$9500,11
Stanley Johnson,DET,$3500,23,$3000,26,$10,19,$5300,25,$6000,26
Moe Harkless,POR,$4700,11,$4600,13,$17,12,$7900,17,$9100,13
Evan Turner,POR,$4700,11,$4300,16,$13,15,$8450,14,$8400,16
