Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Joe Johnson,UTA,$5500,4,$5100,5,$18,8,$9350,8,,
Joe Ingles,UTA,$3500,20,$3000,21,$10,17,$5000,22,,
Luc Richard Mbah a Moute,LAC,$3700,18,$3000,21,$10,17,$5000,22,,
Wesley Johnson,LAC,$3600,19,$3000,21,$10,17,$5350,19,,
Kyle Anderson,SAS,$3500,20,$3800,13,$11,15,$8150,13,$7400,12
Kawhi Leonard,SAS,$8700,2,$9000,2,$44,2,$16050,2,$16500,2
Justise Winslow,MIA,$4900,9,$5000,7,$17,9,$8850,10,$9900,6
Luke Babbitt,MIA,$3500,20,$3000,21,$10,17,$5000,22,$6000,19
Kevin Durant,GSW,$9700,1,$9900,1,$50,1,$21800,1,$18200,1
Andre Iguodala,GSW,$4100,12,$3600,15,$15,12,$7500,16,$7100,14
T.J. Warren,PHO,$5000,8,$5000,7,$15,12,$8750,11,$9800,7
P.J. Tucker,PHO,$4000,14,$3400,17,$16,11,$8000,15,$6600,16
Mirza Teletovic,MIL,$3900,15,$4000,12,$17,9,$8100,14,$7800,11
Tony Snell,MIL,$3900,15,$3300,18,$10,17,$5200,21,$6400,17
Marcus Morris,DET,$5700,3,$5100,5,$19,6,$9950,6,$10100,5
Stanley Johnson,DET,$3500,20,$3500,16,$13,14,$9350,8,$7000,15
Luol Deng,LAL,$5100,7,$4800,9,$24,3,$10350,5,$9400,8
Metta World Peace,LAL,$3500,20,$3000,21,$10,17,$5000,22,$6000,19
Andre Roberson,OKC,$4200,11,$3800,13,$11,15,$7300,17,$7400,12
Kyle Singler,OKC,$3500,20,$3000,21,$10,17,$5000,22,$6000,19
Otto Porter,WAS,$4900,9,$4600,10,$20,5,$9850,7,$9200,9
Kelly Oubre,WAS,$3500,20,$3300,18,$10,17,$5350,19,$6400,17
James Ennis,MEM,$4100,12,$4300,11,$10,17,$8700,12,$8500,10
Vince Carter,MEM,$3900,15,$3100,20,$10,17,$6200,18,$6000,19
Harrison Barnes,DAL,$5400,6,$6100,3,$19,6,$13350,3,$12000,3
Dorian Finney-Smith,DAL,$3500,20,$3000,21,$10,17,$5000,22,$6000,19
Trevor Ariza,HOU,$5500,4,$5600,4,$23,4,$11350,4,$11200,4
Sam Dekker,HOU,$3500,20,$3000,21,$10,17,$5000,22,$6000,19
