Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Bojan Bogdanovic,BKN,$4100,14,$4000,15,$15,13,$8250,14,$7800,15
Caris LeVert,BKN,$3600,22,$3000,26,$10,19,$5350,27,$6000,25
Glenn Robinson,IND,$3700,19,$3800,20,$10,19,$5750,26,$7400,20
Paul George,IND,$7900,2,$8700,1,$37,3,$17700,1,$16000,1
Gordon Hayward,UTA,$7700,3,$7800,3,$39,2,$14700,3,$14400,3
Joe Johnson,UTA,$3700,19,$3400,23,$10,19,$7650,19,$6700,23
DeMarre Carroll,TOR,$3500,23,$3800,20,$13,16,$7750,17,$7400,20
Terrence Ross,TOR,$4100,14,$3900,18,$10,19,$6250,23,$7700,18
Michael Kidd-Gilchrist,CHA,$4600,11,$4600,11,$17,11,$8900,12,$9100,11
Treveon Graham,CHA,$3500,23,$3000,26,$10,19,$5000,28,$6000,25
Marcus Morris,DET,$4300,13,$4200,13,$18,9,$9750,8,$8400,13
Stanley Johnson,DET,$3500,23,$3000,26,$10,19,$5800,25,$6000,25
Andre Roberson,OKC,$3500,23,$3500,22,$13,16,$8100,15,$6900,22
Kyle Singler,OKC,$3500,23,$3000,26,$10,19,$5000,28,$6000,25
Trevor Ariza,HOU,$5900,6,$5800,5,$23,7,$11300,5,$11600,5
Sam Dekker,HOU,$3500,23,$3400,23,$10,19,$5850,24,$6700,23
Kent Bazemore,ATL,$4000,17,$4200,13,$15,13,$8900,12,$8300,14
Thabo Sefolosha,ATL,$4100,14,$4000,15,$14,15,$7700,18,$7800,15
Solomon Hill,NOP,$3500,23,$3100,25,$10,19,$7550,20,$6000,25
Dante Cunningham,NOP,$3700,19,$4000,15,$10,19,$6900,22,$7800,15
T.J. Warren,PHO,$4700,9,$5100,8,$19,8,$9350,9,$10100,9
P.J. Tucker,PHO,$3900,18,$3900,18,$10,19,$7300,21,$7700,18
Dorian Finney-Smith,DAL,$3500,23,$3000,26,$10,19,$5000,28,$6000,25
Harrison Barnes,DAL,$6900,4,$7000,4,$28,4,$12900,4,$13300,4
Luol Deng,LAL,$4500,12,$4400,12,$18,9,$8000,16,$8700,12
Metta World Peace,LAL,$3500,23,$3000,26,$10,19,$5000,28,$6000,25
Moe Harkless,POR,$4700,9,$4800,10,$17,11,$9350,9,$9400,10
Evan Turner,POR,$4800,8,$5100,8,$13,16,$10050,7,$10200,8
Kawhi Leonard,SAS,$8500,1,$8500,2,$40,1,$17500,2,$15600,2
Davis Bertans,SAS,$3500,23,$3000,26,$10,19,$5000,28,$6000,25
Danilo Gallinari,DEN,$6200,5,$5500,7,$24,5,$10100,6,$10900,7
Wilson Chandler,DEN,$5600,7,$5700,6,$24,5,$9350,9,$11200,6
