Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Robert Covington,PHI,$4500,6,$4400,6,$15,6,$9650,6,$8700,6
Marcus Morris,DET,$5000,5,$5000,5,$18,5,$10400,5,$9900,5
Jae Crowder,BOS,$5400,4,$5700,4,$23,4,$10850,4,$11200,4
Jaylen Brown,BOS,$3500,12,$3000,12,$10,9,$5000,14,$6000,12
Andre Roberson,OKC,$4100,7,$4300,7,$13,7,$7700,8,$8400,7
Jerami Grant,OKC,$3500,12,$3000,12,$10,9,$6050,12,$6000,12
Kevin Durant,GSW,$10200,1,$9300,1,$52,1,$21350,1,$17300,1
Andre Iguodala,GSW,$3700,9,$3400,10,$10,9,$7300,11,$6700,10
Andrew Wiggins,MIN,$6200,3,$6000,3,$29,3,$13300,3,$11900,3
Shabazz Muhammad,MIN,$3500,12,$3000,12,$10,9,$5000,14,$6000,12
Solomon Hill,NOP,$3600,11,$3600,9,$10,9,$8300,7,$7000,9
P.J. Tucker,PHO,$4000,8,$3800,8,$12,8,$7550,9,$7400,8
Carmelo Anthony,NYK,$7700,2,$7600,2,$33,2,$17650,2,$14000,2
Lance Thomas,NYK,$3500,12,$3000,12,$10,9,$5200,13,$6000,12
Luol Deng,LAL,$3700,9,$3400,10,$10,9,$7450,10,$6700,10
Metta World Peace,LAL,$3500,12,$3000,12,$10,9,$5000,14,$6000,12
