Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Andrew Wiggins,MIN,$5900,8,$6000,9,$29,7,$13450,7,$11900,9
Shabazz Muhammad,MIN,$3600,30,$3000,32,$10,27,$5000,36,$6000,32
Aaron Gordon,ORL,$5800,9,$5600,10,$27,8,$12950,8,$11200,10
Jeff Green,ORL,$4300,19,$3800,23,$16,19,$7250,23,$7400,23
Bojan Bogdanovic,BKN,$4200,20,$4500,16,$17,17,$7650,21,$8800,16
Rondae Hollis-Jefferson,BKN,$3900,23,$4100,21,$14,22,$9800,15,$8100,21
Carmelo Anthony,NYK,$7500,5,$7600,4,$37,5,$17650,4,$14000,4
Lance Thomas,NYK,$3500,33,$3000,32,$10,27,$5500,32,$6000,32
Robert Covington,PHI,$4400,16,$4400,19,$19,15,$10250,12,$8700,20
Paul George,IND,$8200,3,$8400,3,$44,3,$18050,3,$15500,3
Glenn Robinson,IND,$3500,33,$3300,30,$10,27,$5000,36,$6400,30
Gordon Hayward,UTA,$7200,6,$6800,7,$34,6,$13550,6,$12700,7
Joe Ingles,UTA,$3600,30,$3000,32,$10,27,$5000,36,$6000,32
Michael Kidd-Gilchrist,CHA,$5500,12,$4800,15,$25,9,$9900,14,$9500,15
Treveon Graham,CHA,$3500,33,$3000,32,$10,27,$5000,36,$6000,32
Jaylen Brown,BOS,$3700,26,$4500,16,$11,24,$5900,30,$8800,16
James Young,BOS,$3500,33,$3000,32,$10,27,$5000,36,$6000,32
Otto Porter,WAS,$5200,13,$5600,10,$18,16,$10850,10,$11200,10
Kelly Oubre,WAS,$3500,33,$3000,32,$10,27,$5200,34,$6000,32
Jimmy Butler,CHI,$7600,4,$7200,5,$41,4,$13900,5,$13600,5
Doug McDermott,CHI,$3900,23,$3700,25,$10,27,$6850,27,$7300,25
Kent Bazemore,ATL,$4400,16,$5000,13,$20,14,$10300,11,$9800,14
Thabo Sefolosha,ATL,$4600,15,$4400,19,$11,24,$6900,25,$8800,16
DeMarre Carroll,TOR,$4000,22,$3700,25,$15,20,$8600,19,$7300,25
Terrence Ross,TOR,$3700,26,$3700,25,$10,27,$5500,32,$7300,25
Andre Roberson,OKC,$3700,26,$3800,23,$11,24,$6650,28,$7400,23
Jerami Grant,OKC,$3700,26,$3600,29,$10,27,$5750,31,$7100,29
Marcus Morris,DET,$5800,9,$5500,12,$22,11,$10250,12,$10900,12
Stanley Johnson,DET,$3600,30,$3000,32,$10,27,$8350,20,$6000,32
T.J. Warren,PHO,$6400,7,$6800,7,$23,10,$9050,17,$12700,7
P.J. Tucker,PHO,$3500,33,$3000,32,$10,27,$6500,29,$6000,32
Trevor Ariza,HOU,$4900,14,$5000,13,$21,12,$9800,15,$9900,13
Sam Dekker,HOU,$3500,33,$3000,32,$10,27,$5000,36,$6000,32
Kawhi Leonard,SAS,$8800,2,$9200,2,$46,2,$18850,2,$16900,2
Davis Bertans,SAS,$3500,33,$3000,32,$10,27,$5000,36,$6000,32
Moe Harkless,POR,$4400,16,$4500,16,$13,23,$7250,23,$8800,16
Evan Turner,POR,$4100,21,$3900,22,$17,17,$8950,18,$7700,22
Luc Richard Mbah a Moute,LAC,$3500,33,$3000,32,$10,27,$5000,36,$6000,32
Wesley Johnson,LAC,$3500,33,$3000,32,$10,27,$5100,35,$6000,32
Justin Anderson,DAL,$3500,33,$3200,31,$10,27,$7500,22,$6300,31
Harrison Barnes,DAL,$5700,11,$6900,6,$21,12,$12100,9,$12900,6
Kevin Durant,GSW,$9600,1,$9500,1,$51,1,$20250,1,$17600,1
Andre Iguodala,GSW,$3900,23,$3700,25,$15,20,$6900,25,$7300,25
