Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Bojan Bogdanovic,BKN,$4200,6,$4200,7,$13,6,$8500,7,$8400,7
Rondae Hollis-Jefferson,BKN,$4200,6,$4400,6,$12,7,$8550,6,$8800,6
Michael Kidd-Gilchrist,CHA,$5200,3,$5100,3,$17,4,$10650,3,$10100,3
Marco Belinelli,CHA,$4000,8,$3900,8,$10,9,$7650,8,$7700,8
Aaron Gordon,ORL,$4600,5,$4600,5,$19,3,$10650,3,$9100,5
Damjan Rudez,ORL,$3500,10,$3000,10,$10,9,$5000,11,$6000,10
Trevor Ariza,HOU,$5600,2,$5300,2,$20,2,$10800,2,$10500,2
Corey Brewer,HOU,$3500,10,$3000,10,$10,9,$5000,11,$6000,10
Evan Turner,POR,$4800,4,$5000,4,$15,5,$9050,5,$9900,4
Moe Harkless,POR,$3800,9,$3400,9,$11,8,$6900,9,$6600,9
Harrison Barnes,DAL,$6900,1,$6400,1,$28,1,$11500,1,$12700,1
Justin Anderson,DAL,$3500,10,$3000,10,$10,9,$6300,10,$6000,10
