Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Jimmy Butler,CHI,$10500,1,$10500,1,$49,2,$19350,2,,
Paul Zipser,CHI,$3500,20,$3300,25,$10,18,$5000,27,,
Rondae Hollis-Jefferson,BKN,$4700,10,$4800,11,$15,10,$9800,11,,
Jae Crowder,BOS,$5900,7,$5800,7,$25,7,$11700,8,,
Jaylen Brown,BOS,$3500,20,$3900,18,$10,18,$7700,18,,
Michael Kidd-Gilchrist,CHA,$4400,11,$4600,13,$15,10,$11100,10,,
Marco Belinelli,CHA,$3900,17,$3700,20,$10,18,$7100,22,,
Paul George,IND,$9600,3,$9300,2,$44,4,$15950,4,,
C.J. Miles,IND,$3500,20,$3700,20,$10,18,$8250,15,,
Terrence Ross,ORL,$4300,12,$4900,10,$18,9,$9450,12,,
Marcus Georges-Hunt,ORL,,,$3000,29,$10,18,$5000,27,,
Rodney McGruder,MIA,$3500,20,$3500,24,$10,18,$5300,25,$7000,14
Luke Babbitt,MIA,$3500,20,$3000,29,$10,18,$5000,27,$6000,19
Otto Porter,WAS,$5100,9,$5100,8,$23,8,$11200,9,$10100,5
Bojan Bogdanovic,WAS,$3500,20,$4100,16,$11,14,$8400,14,$8000,10
Tony Snell,MIL,$3600,19,$3300,25,$10,18,$6150,24,$6400,16
Khris Middleton,MIL,$5900,7,$6100,6,$28,6,$13300,6,$12000,4
Justin Anderson,PHI,$4200,14,$4700,12,$14,12,$7600,19,$9200,7
Robert Covington,PHI,$6900,6,$5000,9,$10,18,$14550,5,$9900,6
Luc Richard Mbah a Moute,LAC,$3500,20,$3300,25,$10,18,$5000,27,$6400,16
Paul Pierce,LAC,$3500,20,$3000,29,$10,18,$5100,26,$6000,19
Jonathon Simmons,SAS,$3500,20,$4300,14,$10,18,$5000,27,$8400,8
Kawhi Leonard,SAS,$9200,4,$8800,3,$48,3,$17350,3,$16300,1
Gordon Hayward,UTA,$7800,5,$7200,5,$35,5,$13000,7,$13600,3
Joe Johnson,UTA,$4100,15,$4200,15,$11,14,$7150,21,$8400,8
Moe Harkless,POR,$3500,20,$3600,22,$11,14,$8750,13,$7100,13
Evan Turner,POR,$4100,15,$3600,22,$11,14,$8200,16,$7000,14
Solomon Hill,NOP,$4300,12,$4000,17,$10,18,$7350,20,$7800,11
Dante Cunningham,NOP,$3500,20,$3300,25,$10,18,$6900,23,$6400,16
Kevin Durant,GSW,$10100,2,$8700,4,$50,1,$19500,1,$16000,2
Matt Barnes,GSW,$3900,17,$3900,18,$12,13,$8200,16,$7700,12
