Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Andrew Wiggins,MIN,$6300,7,,,$29,6,$13300,5,,
Shabazz Muhammad,MIN,$3500,22,,,$10,20,$5000,25,,
Andre Roberson,OKC,$3800,19,,,$11,18,$6850,19,,
Jerami Grant,OKC,$4000,16,,,$10,20,$6050,22,,
LeBron James,CLE,$9700,1,$9700,1,$53,1,$21500,1,$17800,1
Mike Dunleavy,CLE,$3500,22,$3000,20,$10,20,$5150,23,$6000,20
Robert Covington,PHI,$4400,13,$4500,12,$21,10,$10200,11,$8800,12
Otto Porter,WAS,$5100,10,$5000,10,$18,13,$10200,11,$9800,11
Kelly Oubre,WAS,$3500,22,$3000,20,$10,20,$5150,23,$6000,20
Aaron Gordon,ORL,$5900,9,$5800,7,$27,7,$13100,7,$11600,6
Jeff Green,ORL,$4300,15,$3500,17,$16,14,$7150,17,$6900,17
Jimmy Butler,CHI,$7700,4,$7800,4,$42,4,$13550,4,$14300,4
Doug McDermott,CHI,$4000,16,$3500,17,$10,20,$6700,20,$6900,17
Paul George,IND,$8800,2,$8200,3,$44,2,$18000,2,$15100,3
Glenn Robinson,IND,$3500,22,$3500,17,$10,20,$5000,25,$6900,17
Danilo Gallinari,DEN,$6500,6,$5900,6,$30,5,$10550,10,$11600,6
Juan Hernangomez,DEN,,,,,,,,,,
Marcus Morris,DET,$6100,8,$5700,8,$19,12,$10000,13,$11200,8
Stanley Johnson,DET,$3500,22,$3000,20,$10,20,$8500,15,$6000,20
Trevor Ariza,HOU,$5000,11,$5400,9,$21,10,$11250,8,$10600,9
Sam Dekker,HOU,$3500,22,$3000,20,$10,20,$5000,25,$6000,20
Kent Bazemore,ATL,$4600,12,$5000,10,$22,9,$11100,9,$9900,10
Thabo Sefolosha,ATL,$4400,13,$4100,13,$11,18,$7100,18,$8100,13
Rudy Gay,SAC,$7300,5,$6800,5,$26,8,$13300,5,$12700,5
Matt Barnes,SAC,$4000,16,$4100,13,$15,15,$8350,16,$8100,13
Tony Snell,MIL,$3800,19,$3900,15,$10,20,$6200,21,$7700,15
Mirza Teletovic,MIL,$3500,22,$3000,20,$15,15,$8850,14,$6000,20
Luc Richard Mbah a Moute,LAC,$3500,22,$3000,20,$10,20,$5000,25,$6000,20
Wesley Johnson,LAC,$3500,22,$3000,20,$10,20,$5000,25,$6000,20
Jonathon Simmons,SAS,$3600,21,$3800,16,$12,17,$5000,25,$7400,16
Kawhi Leonard,SAS,$8500,3,$8800,2,$44,2,$16400,3,$16300,2
