Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Luol Deng,LAL,$4500,17,$4700,15,$13,19,$8550,19,$9200,15
Metta World Peace,LAL,$3500,30,$3000,32,$10,24,$5000,33,$6000,32
Michael Kidd-Gilchrist,CHA,$4600,14,$4400,19,$17,14,$10450,11,$8700,19
Treveon Graham,CHA,$3500,30,$3000,32,$10,24,$5000,33,$6000,32
Solomon Hill,NOP,$3500,30,$3400,27,$10,24,$8300,20,$6700,27
Robert Covington,PHI,$5200,11,$5700,8,$18,13,$11000,9,$11200,8
Glenn Robinson,IND,$4300,19,$4500,18,$11,21,$5150,31,$8800,18
Paul George,IND,$8100,4,$8100,4,$39,5,$16100,4,$15000,4
Carmelo Anthony,NYK,$7700,6,$7400,6,$33,6,$14800,6,$14000,6
Lance Thomas,NYK,$3500,30,$3000,32,$10,24,$5000,33,$6000,32
Bojan Bogdanovic,BKN,$4600,14,$4700,15,$15,15,$8650,18,$9200,15
Rondae Hollis-Jefferson,BKN,$3800,23,$3600,24,$10,24,$8300,20,$7000,25
DeMarre Carroll,TOR,$3900,22,$4200,20,$15,15,$9300,16,$8400,20
Terrence Ross,TOR,$3700,27,$3700,23,$10,24,$7250,24,$7400,23
Aaron Gordon,ORL,$4200,20,$4900,13,$15,15,$10400,12,$9800,12
Damjan Rudez,ORL,$3500,30,$3000,32,$10,24,$5000,33,$6000,32
James Johnson,MIA,$4600,14,$4200,20,$13,19,$7900,22,$8300,22
Justise Winslow,MIA,$4700,13,$5000,12,$19,11,$9800,14,$9800,12
LeBron James,CLE,$10400,1,$9600,1,$53,1,$22600,1,$17700,1
Richard Jefferson,CLE,$3500,30,$3000,32,$10,24,$5000,33,$6000,32
Tony Snell,MIL,$3600,28,$3300,28,$10,24,$5700,28,$6400,28
Mirza Teletovic,MIL,$3800,23,$3600,24,$10,24,$7050,25,$7100,24
Jae Crowder,BOS,$5600,10,$5500,10,$23,9,$11200,8,$10900,10
James Young,BOS,$3500,30,$3000,32,$10,24,$5000,33,$6000,32
Troy Williams,MEM,$3500,30,$3200,30,$10,24,$5600,29,$6300,30
Vince Carter,MEM,$3600,28,$3200,30,$11,21,$7400,23,$6300,30
Kawhi Leonard,SAS,$8400,3,$8600,3,$42,3,$19000,2,$15900,3
Davis Bertans,SAS,$3500,30,$3000,32,$10,24,$5000,33,$6000,32
Trevor Ariza,HOU,$5700,9,$5100,11,$21,10,$9900,13,$10100,11
Corey Brewer,HOU,$3500,30,$3000,32,$10,24,$5000,33,$6000,32
Gordon Hayward,UTA,$7900,5,$7700,5,$41,4,$15200,5,$14300,5
Joe Ingles,UTA,$3800,23,$3300,28,$10,24,$5450,30,$6400,28
Kevin Durant,GSW,$9900,2,$9000,2,$48,2,$17900,3,$16600,2
Andre Iguodala,GSW,$3800,23,$3500,26,$10,24,$6650,27,$7000,25
Moe Harkless,POR,$4800,12,$4900,13,$19,11,$9200,17,$9800,12
Evan Turner,POR,$4500,17,$4600,17,$15,15,$9750,15,$9100,17
Matt Barnes,SAC,$4100,21,$4200,20,$11,21,$7050,25,$8400,20
Danilo Gallinari,DEN,$5800,7,$5700,8,$24,8,$11300,7,$11200,8
Wilson Chandler,DEN,$5800,7,$6200,7,$28,7,$10900,10,$12300,7
Wesley Johnson,LAC,$3500,30,$3000,32,$10,24,$5000,33,$6000,32
Paul Pierce,LAC,$3500,30,$3000,32,$10,24,$5100,32,$6000,32
