Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
T.J. Warren,PHO,$5500,5,$5900,4,$27,3,$10850,6,$11600,4
P.J. Tucker,PHO,$4000,14,$4100,12,$10,13,$7500,13,$8100,12
Otto Porter,WAS,$6200,3,$6300,3,$25,4,$13250,3,$12600,3
Kelly Oubre,WAS,$3500,17,$3000,18,$10,13,$5000,19,$6000,18
James Johnson,MIA,$4100,12,$4500,10,$10,13,$7000,15,$8800,10
Justise Winslow,MIA,$5000,9,$5500,5,$21,6,$11050,5,$10900,5
Robert Covington,PHI,$4200,10,$4300,11,$17,10,$10250,10,$8400,11
Kevin Durant,GSW,$9900,1,$9600,1,$51,1,$19800,1,$17700,1
Andre Iguodala,GSW,$3900,15,$3600,16,$10,13,$6800,17,$7100,16
Glenn Robinson,IND,$3500,17,$3700,15,$10,13,$5000,19,$7300,15
Georges Niang,IND,$3500,17,$3000,18,$10,13,$5000,19,$6000,18
James Ennis,MEM,$4100,12,$3900,14,$11,11,$8600,11,$7700,14
Vince Carter,MEM,$4200,10,$4000,13,$11,11,$7450,14,$7800,13
Michael Kidd-Gilchrist,CHA,$5300,6,$5200,8,$21,6,$10750,8,$10200,8
Marco Belinelli,CHA,$3900,15,$3600,16,$10,13,$6900,16,$7000,17
Trevor Ariza,HOU,$5200,7,$5500,5,$21,6,$10600,9,$10900,5
Sam Dekker,HOU,$3500,17,$3000,18,$10,13,$5000,19,$6000,18
Marcus Morris,DET,$5200,7,$5200,8,$20,9,$10850,6,$10200,8
Stanley Johnson,DET,$3500,17,$3000,18,$10,13,$8400,12,$6000,18
Jae Crowder,BOS,$5700,4,$5500,5,$24,5,$11500,4,$10900,5
Jaylen Brown,BOS,$3500,17,$3000,18,$10,13,$5650,18,$6000,18
Andrew Wiggins,MIN,$6900,2,$7400,2,$33,2,$14900,2,$14000,2
Shabazz Muhammad,MIN,$3500,17,$3000,18,$10,13,$5000,19,$6000,18
