Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Corey Brewer,LAL,$3500,11,$3100,12,$10,10,$5000,11,,
Brandon Ingram,LAL,$4500,5,$4800,6,$16,4,$6900,8,,
Luc Richard Mbah a Moute,LAC,$3500,11,$3000,13,$10,10,$5000,11,,
Paul Pierce,LAC,$3500,11,$3000,13,$10,10,$5100,10,,
Taurean Prince,ATL,$4200,7,$4800,6,$15,6,$5000,11,$9400,6
Mike Dunleavy,ATL,$3500,11,$3000,13,$10,10,$5000,11,$6000,11
Jimmy Butler,CHI,$9900,1,$9600,1,$48,1,$17450,1,$17700,1
Paul Zipser,CHI,$3700,10,$3500,9,$10,10,$5000,11,$6900,8
Terrence Ross,ORL,$4400,6,$5100,5,$16,4,$9200,6,$10100,5
Damjan Rudez,ORL,$3500,11,$3000,13,$10,10,$5000,11,$6000,11
Rondae Hollis-Jefferson,BKN,$5000,4,$5600,4,$13,7,$9950,4,$11100,4
Andrew Wiggins,MIN,$7300,2,$7200,2,$32,2,$13400,2,$13600,2
Shabazz Muhammad,MIN,$3500,11,$3200,11,$10,10,$5550,9,$6300,10
T.J. Warren,PHO,$6600,3,$7000,3,$29,3,$11000,3,$13200,3
Jarell Eddie,PHO,$3500,11,$3000,13,$10,10,$5000,11,$6000,11
Moe Harkless,POR,$4000,8,$4300,8,$11,9,$9900,5,$8500,7
Evan Turner,POR,$3800,9,$3300,10,$13,7,$9200,6,$6400,9
