Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Aaron Gordon,ORL,$4100,9,$4700,7,$15,10,$10150,4,$9200,7
Jeff Green,ORL,$3500,17,$3200,15,$10,13,$6750,13,$6300,15
Glenn Robinson,IND,$3700,14,$3600,14,$10,13,$5400,16,$7100,14
Paul George,IND,$7900,2,$7800,2,$37,2,$16850,1,$14300,2
Kawhi Leonard,SAS,$8400,1,$8200,1,$42,1,$16600,2,$15100,1
Davis Bertans,SAS,$3500,17,$3000,17,$10,13,$5000,17,$6000,16
Kent Bazemore,ATL,$3900,12,$4000,10,$17,8,$7650,11,$7800,10
Thabo Sefolosha,ATL,$4000,10,$3800,11,$16,9,$6650,14,$7400,11
Marcus Morris,DET,$4400,8,$4400,9,$18,7,$9550,5,$8700,9
Stanley Johnson,DET,$3600,15,$3000,17,$10,13,$5700,15,$6000,16
Justise Winslow,MIA,$5100,4,$5500,4,$21,4,$9050,8,$10800,4
Moe Harkless,POR,$5000,5,$4700,7,$19,6,$8700,9,$9200,7
Evan Turner,POR,$4800,6,$4900,6,$13,11,$9300,7,$9700,6
Andrew Wiggins,MIN,$6900,3,$6800,3,$29,3,$12150,3,$12700,3
Shabazz Muhammad,MIN,$3600,15,$3100,16,$10,13,$5000,17,$6000,16
DeMarre Carroll,TOR,$3900,12,$3800,11,$13,11,$9500,6,$7400,11
Terrence Ross,TOR,$4000,10,$3800,11,$10,13,$7550,12,$7400,11
Luol Deng,LAL,$4800,6,$5300,5,$20,5,$8550,10,$10500,5
Metta World Peace,LAL,$3500,17,$3000,17,$10,13,$5000,17,$6000,16
