Date,Title,Entries,MaxEntries,MaxEntriesPerUser,H2H,EntryFee,Pot,HighestScore,LastWinningIndex,LastWinningRank,LastWinningScore,Is5050
2016-11-09,50/50 Contest ($1 - Top 50% Win),100,100,1,,1,90.0,347.1,49,50,268.6,1
2016-11-10,$30K Thu NBA Dribbler (Single Entry),35294,35294,1,,1,30000.0,359.8,6921,6864,285.7,0
2016-11-10,$20K Thu NBA Swat (3 Entries Max),23529,23529,3,,1,20000.0,362.4,4582,4564,286.2,0
2016-11-10,$20K Thu NBA Block (Single Entry),11764,11764,1,,2,20000.0,348.5,2330,2327,284.7,0
2016-11-10,$400K Thu NBA Shot ($50K to 1st),156862,156862,150,,3,400000.0,362.4,31468,31237,285.0,0
2016-11-10,$50K Thu NBA Layup ($50K Guaranteed),11764,11764,150,,5,50000.0,354.3,2073,2066,289.5,0
2016-11-10,$15K Thu NBA Assist (Single Entry),3529,3529,1,,5,15000.0,346.0,650,648,285.6,0
2016-11-10,$15K Thu NBA Dime (Single Entry),1764,1764,1,,10,15000.0,342.4,416,413,283.0,0
2016-11-10,$200K Thu NBA Slam ($20K to 1st),9064,9411,150,,25,200000.0,354.3,1823,1813,286.8,0
2016-11-10,$15K Thu NBA And One (Single Entry),705,705,1,,25,15000.0,326.7,134,134,286.6,0
2016-11-10,$20K Thu NBA Dunk ($20K Guaranteed),225,225,6,,100,20000.0,327.7,45,45,287.1,0
2016-11-10,$150K Thu NBA Monster ($30K to 1st),567,567,17,,300,150000.0,342.4,110,110,289.2,0
2016-11-10,$70K Thu NBA Baller ($70K Guaranteed),70,70,2,,1065,70000.0,309.2,13,14,283.3,0
2016-11-10,$30K Thu NBA BIG $2 Double Up (Top 7500 Win),17241,17241,150,,2,30000.0,344.4,7513,7391,271.5,0
2016-11-10,$35K Thu NBA BIG $5 Double Up (Top 3500 Win),8045,8045,150,,5,35000.0,337.0,3536,3469,268.2,0
2016-11-10,$22K Thu NBA BIG $11 Double Up (Top 1000 Win),2298,2298,65,,11,22000.0,341.4,999,999,265.7,0
2016-11-10,$20K Thu NBA BIG $25 Double Up (Top 400 Win),919,919,27,,25,20000.0,335.4,420,399,267.0,0
