Date;GID;Pos;Name;Starter;FD Pts;FD Salary;Team;H/A;Oppt;Team Score;Oppt Score;Minutes;Stat line
20170102;4440;PG;Walker, Kemba;1;56.2;$7,400;cha;A;chi;111;118;38.05;34pt 11rb 4as 1st 1bl 1to 6trey 13-19fg 2-2ft
20170102;4224;SG;Harden, James;1;50;$11,300;hou;H;was;101;91;42.07;23pt 10rb 10as 3st 6to 2trey 6-24fg 9-10ft
20170102;4621;SG;Antetokounmpo, Giannis;1;48.5;$10,200;mil;H;okc;98;94;41.22;26pt 10rb 5as 1st 1bl 1to 1trey 10-19fg 5-10ft
20170102;4079;PG;Westbrook, Russell;1;48.4;$11,800;okc;A;mil;94;98;35.92;30pt 7rb 6as 3st 5to 2trey 9-28fg 10-11ft
20170102;4266;PG;Bledsoe, Eric;1;47.1;$7,600;pho;A;lac;98;109;40.52;22pt 8rb 9as 3st 4to 1trey 8-27fg 5-7ft
20170102;4699;PG;Payton, Elfrid;;41.6;$5,900;orl;A;nyk;115;103;30.75;13pt 3rb 14as 1st 1bl 1trey 6-12fg
20170102;4321;PG;Wall, John;1;41;$9,700;was;A;hou;91;101;37.00;18pt 5rb 12as 2st 5to 8-18fg 2-3ft
20170102;4212;PG;Holiday, Jrue;1;37.3;$7,100;nor;A;cle;82;90;35.42;11pt 4rb 13as 3st 4to 2trey 4-11fg 1-2ft
20170102;4077;SG;Gordon, Eric;;36.9;$5,600;hou;H;was;101;91;36.43;31pt 2rb 3as 1bl 3to 6trey 11-18fg 3-4ft
20170102;4494;SG;Beal, Bradley;1;34.6;$6,800;was;A;hou;91;101;35.43;27pt 3rb 2as 2st 3to 5trey 9-18fg 4-4ft
20170102;4367;SG;Thompson, Klay;1;34.5;$6,500;gsw;H;den;127;119;37.00;25pt 5rb 1as 1bl 4trey 9-19fg 3-3ft
20170102;4086;SG;Batum, Nicolas;1;33.7;$8,000;cha;A;chi;111;118;36.43;19pt 6rb 5as 1st 2to 1trey 7-17fg 4-4ft
20170102;3116;SG;Crawford, Jamal;;32.9;$4,400;lac;H;pho;109;98;30.73;18pt 7rb 5as 1bl 3to 7-18fg 4-4ft
20170102;3747;PG;Felton, Raymond;1;30.3;$4,300;lac;H;pho;109;98;36.97;16pt 4rb 5as 1st 2bl 4to 5-13fg 6-8ft
