Date;GID;Pos;Name;Starter;FD Pts;FD Salary;Team;H/A;Oppt;Team Score;Oppt Score;Minutes;Stat line
20170119;4321;PG;Wall, John;1;58.5;$10,200;was;A;nyk;113;110;37.20;29pt 5rb 13as 3st 2to 1trey 11-21fg 6-8ft
20170119;4266;PG;Bledsoe, Eric;1;46.7;$8,000;pho;A;cle;103;118;38.32;22pt 6rb 9as 4st 4to 2trey 7-21fg 6-7ft
20170119;4092;PG;Dragic, Goran;1;41.2;$6,900;mia;H;dal;99;95;37.50;32pt 6rb 2as 1to 4trey 11-15fg 6-10ft
20170119;4885;SG;Booker, Devin;1;37.4;$6,400;pho;A;cle;103;118;36.98;21pt 7rb 8as 4to 4-12fg 13-14ft
20170119;4379;PG;Irving, Kyrie;1;36.4;$8,400;cle;H;pho;118;103;32.87;26pt 2rb 4as 2st 2to 2trey 10-20fg 4-5ft
20170119;4522;SG;Barton, Will;1;33.1;$5,300;den;A;sas;104;118;35.58;18pt 3rb 7as 2bl 3to 1trey 5-12fg 7-7ft
20170119;3021;SG;Ginobili, Manu;;32;$3,600;sas;H;den;118;104;20.38;14pt 5rb 4as 3st 1trey 6-11fg 1-1ft
20170119;3747;PG;Felton, Raymond;1;30.8;$5,500;lac;H;min;101;104;34.15;10pt 4rb 8as 2st 5-12fg
20170119;4963;SG;Murray, Dejounte;1;30.4;$3,500;sas;H;den;118;104;34.47;24pt 2rb 2as 1st 1to 3trey 7-11fg 7-7ft
20170119;4756;PG;Johnson, Tyler;;28.2;$6,100;mia;H;dal;99;95;27.58;23pt 1rb 2as 1st 1to 2trey 7-13fg 7-9ft
20170119;4073;PG;Rose, Derrick;1;28;$6,200;nyk;H;was;110;113;31.57;20pt 5rb 2as 1to 7-16fg 6-6ft
20170119;4164;SG;Matthews, Wes;1;27.5;$5,400;dal;A;mia;95;99;36.57;18pt 5rb 1as 1bl 4trey 7-14fg
20170119;3656;PG;Nelson, Jameer;;25.9;$3,700;den;A;sas;104;118;26.98;5pt 2rb 9as 2st 1bl 1to 1trey 2-7fg
20170119;4397;SG;Shumpert, Iman;1;24.9;$3,900;cle;H;pho;118;103;29.67;17pt 2rb 1as 1st 1bl 5trey 6-8fg
20170119;4483;PG;Rivers, Austin;1;24.2;$5,600;lac;H;min;101;104;35.57;20pt 1rb 2as 1bl 2to 2trey 7-14fg 4-5ft
20170119;4954;PG;Murray, Jamal;;23.2;$3,500;den;A;sas;104;118;25.90;13pt 6rb 2as 2trey 4-15fg 3-3ft
20170119;3116;SG;Crawford, Jamal;;22.1;$3,500;lac;H;min;101;104;24.70;7pt 8rb 3as 1bl 1to 3-14fg 1-2ft
20170119;3814;PG;Williams, Deron;1;21.1;$6,400;dal;A;mia;95;99;31.58;6pt 3rb 9as 2to 1trey 2-8fg 1-2ft
20170119;4558;SG;Holiday, Justin;;20.4;$3,600;nyk;H;was;110;113;21.00;11pt 2rb 2as 1st 1bl 1trey 4-6fg 2-2ft
