Date;GID;Pos;Name;Starter;FD Pts;FD Salary;Team;H/A;Oppt;Team Score;Oppt Score;Minutes;Stat line
20161027;4523;PG;Lillard, Damian;1;41.5;$9,100;por;H;lac;106;114;36.18;29pt 10rb 3as 4to 2trey 11-24fg 5-7ft
20161027;3786;PG;Paul, Chris;1;41.5;$9,500;lac;A;por;114;106;33.25;27pt 5rb 5as 1st 1to 3trey 9-19fg 6-7ft
20161027;3571;SG;Wade, Dwyane;1;35.7;$7,000;chi;H;bos;105;99;32.42;22pt 6rb 5as 1bl 3to 4trey 7-18fg 4-4ft
20161027;4321;PG;Wall, John;1;35.6;$9,400;was;A;atl;99;114;30.28;12pt 3rb 10as 4st 1bl 5to 3-15fg 6-7ft
20161027;4420;PG;Thomas, Isaiah;1;33.6;$8,000;bos;A;chi;99;105;34.78;25pt 3rb 4as 2st 5to 3trey 10-15fg 2-6ft
20161027;4269;SG;Bradley, Avery;1;30.7;$5,600;bos;A;chi;99;105;40.60;16pt 6rb 5as 1bl 2to 1trey 6-12fg 3-4ft
20161027;3116;SG;Crawford, Jamal;;27.1;$4,800;lac;A;por;114;106;25.75;15pt 3rb 1as 4st 1to 1trey 3-12fg 8-8ft
20161027;4657;SG;McCollum, C.J.;1;26.8;$6,900;por;H;lac;106;114;38.02;16pt 4rb 2as 3st 3to 1trey 5-12fg 5-6ft
20161027;3872;PG;Rondo, Rajon;1;26.7;$7,500;chi;H;bos;105;99;33.27;4pt 6rb 9as 2st 2to 1trey 1-9fg 1-2ft
20161027;4159;PG;Lawson, Ty;1;26.3;$5,100;sac;H;sas;94;102;35.73;7pt 4rb 9as 1st 1to 3-7fg 1-2ft
20161027;4628;SG;Hardaway Jr., Tim;;24.9;$3,500;atl;H;was;114;99;22.82;21pt 2rb 1as 3trey 8-13fg 2-2ft
20161027;4823;PG;Rozier, Terry;;22.8;$3,500;bos;A;chi;99;105;22.65;8pt 4rb 4as 2st 2trey 3-7fg
20161027;3021;SG;Ginobili, Manu;;20.1;$3,700;sas;A;sac;102;94;19.37;8pt 3rb 5as 1bl 1to 2trey 3-9fg
20161027;4595;PG;Schroder, Dennis;1;17.4;$6,500;atl;H;was;114;99;25.13;14pt 2rb 2as 1st 4to 2trey 6-12fg
20161027;4561;SG;Crabbe, Allen;;17.2;$4,300;por;H;lac;106;114;31.58;10pt 1rb 4as 3-7fg 4-4ft
