Date;GID;Pos;Name;Starter;FD Pts;FD Salary;Team;H/A;Oppt;Team Score;Oppt Score;Minutes;Stat line
20161125;4079;PG;Westbrook, Russell;1;72.4;$11,800;okc;A;den;132;129;41.23;36pt 12rb 18as 1bl 7to 3trey 9-25fg 15-17ft
20161125;4321;PG;Wall, John;1;51.4;$9,600;was;A;orl;94;91;38.72;26pt 7rb 10as 3st 4to 1trey 10-18fg 5-6ft
20161125;4621;SG;Antetokounmpo, Giannis;1;50.7;$10,100;mil;H;tor;99;105;35.08;29pt 6rb 11as 1st 4to 12-17fg 5-6ft
20161125;4523;PG;Lillard, Damian;1;49.3;$9,000;por;H;nor;119;104;35.92;27pt 4rb 11as 1bl 1to 3trey 9-19fg 6-7ft
20161125;4627;SG;Oladipo, Victor;1;46.3;$5,900;okc;A;den;132;129;42.08;26pt 4rb 7as 3st 1to 2trey 11-19fg 2-2ft
20161125;4224;SG;Harden, James;1;45;$11,700;hou;A;sac;117;104;39.98;23pt 10rb 10as 5to 3trey 6-18fg 8-8ft
20161125;4266;PG;Bledsoe, Eric;1;44.2;$7,600;pho;H;min;85;98;34.47;23pt 6rb 10as 3st 7to 2trey 8-15fg 5-7ft
20161125;3656;PG;Nelson, Jameer;1;43.3;$3,600;den;H;okc;129;132;41.30;21pt 4rb 13as 2to 3trey 8-16fg 2-2ft
20161125;4086;SG;Batum, Nicolas;1;42.3;$6,200;cha;A;nyk;111;113;45.30;18pt 9rb 9as 1bl 2to 1trey 7-17fg 3-6ft
20161125;3571;SG;Wade, Dwyane;1;42;$6,700;chi;A;phi;105;89;28.92;26pt 5rb 2as 3st 1bl 1to 1trey 11-18fg 3-5ft
20161125;4173;PG;Curry, Stephen;1;40.5;$9,100;gsw;A;lal;109;85;35.60;24pt 5rb 5as 3st 3to 4trey 8-17fg 4-4ft
20161125;4211;SG;DeRozan, DeMar;1;39.4;$9,400;tor;A;mil;105;99;34.83;26pt 7rb 4as 1to 9-18fg 8-10ft
20161125;3891;PG;Lowry, Kyle;1;36;$8,600;tor;A;mil;105;99;37.08;19pt 5rb 6as 2st 2to 4trey 7-13fg 1-1ft
20161125;4420;PG;Thomas, Isaiah;1;35.2;$8,200;bos;H;sas;103;109;35.58;24pt 1rb 8as 2to 3trey 9-21fg 3-4ft
20161125;4657;SG;McCollum, C.J.;1;34.7;$7,500;por;H;nor;119;104;36.40;24pt 1rb 3as 2st 1bl 1to 4trey 9-19fg 2-2ft
20161125;4102;PG;Hill, George;1;34.5;$6,300;uta;H;atl;95;68;28.15;23pt 5rb 1as 2st 5trey 8-14fg 2-2ft
20161125;4756;PG;Johnson, Tyler;;34;$4,500;mia;A;mem;90;81;32.68;22pt 5rb 2st 1bl 1trey 8-17fg 5-7ft
20161125;4221;PG;Teague, Jeff;1;33.8;$6,900;ind;H;bkn;118;97;23.70;9pt 9rb 8as 3st 4to 4-8fg 1-1ft
20161125;3872;PG;Rondo, Rajon;1;33.6;$5,700;chi;A;phi;105;89;25.67;6pt 8rb 10as 2st 1to 2-5fg 2-3ft
20161125;4440;PG;Walker, Kemba;1;32.5;$7,900;cha;A;nyk;111;113;32.23;17pt 5rb 3as 4st 3to 7-16fg 3-5ft
20161125;4954;PG;Murray, Jamal;;32.4;$3,800;den;H;okc;129;132;34.43;20pt 7rb 2st 1bl 2to 2trey 5-16fg 8-10ft
20161125;4616;SG;Caldwell-Pope, Kentavious;1;32.2;$4,900;det;H;lac;108;97;35.18;16pt 1rb 10as 1st 2to 4trey 5-11fg 2-2ft
20161125;4269;SG;Bradley, Avery;1;32.1;$6,400;bos;H;sas;103;109;38.43;19pt 8rb 3as 1to 3trey 8-15fg
20161125;3786;PG;Paul, Chris;1;31.1;$9,400;lac;A;det;97;108;33.15;8pt 3rb 15as 1st 5to 1trey 2-9fg 3-3ft
20161125;4315;PG;Smith, Ishmael;1;30.9;$5,400;det;H;lac;108;97;34.18;16pt 2rb 7as 1st 2trey 6-13fg 2-2ft
20161125;4515;SG;Waiters, Dion;1;29.8;$5,300;mia;A;mem;90;81;35.20;15pt 4rb 4as 3st 2to 1trey 6-15fg 2-2ft
