Date;GID;Pos;Name;Starter;FD Pts;FD Salary;Team;H/A;Oppt;Team Score;Oppt Score;Minutes;Stat line
20161216;4224;SG;Harden, James;1;57.7;$11,800;hou;H;nor;122;100;33.83;29pt 11rb 13as 4to 6trey 7-15fg 9-11ft
20161216;4621;SG;Antetokounmpo, Giannis;1;54.9;$9,900;mil;A;chi;95;69;34.98;22pt 7rb 11as 3st 1bl 2trey 8-13fg 4-6ft
20161216;4321;PG;Wall, John;1;52.9;$9,800;was;H;det;122;108;34.88;29pt 2rb 11as 3st 1to 4trey 8-14fg 9-12ft
20161216;4211;SG;DeRozan, DeMar;1;49;$8,400;tor;H;atl;121;125;36.62;34pt 5rb 4as 2st 1bl 3to 15-26fg 4-6ft
20161216;4092;PG;Dragic, Goran;1;47.7;$7,200;mia;H;lac;98;102;39.27;21pt 6rb 11as 2st 1to 7-16fg 7-7ft
20161216;4086;SG;Batum, Nicolas;1;42.5;$7,400;cha;A;bos;88;96;35.63;22pt 10rb 5as 3st 5to 2trey 6-19fg 8-8ft
20161216;4234;PG;Beverley, Patrick;1;36.2;$5,600;hou;H;nor;122;100;34.08;13pt 11rb 8as 1st 4to 3trey 5-10fg
20161216;3891;PG;Lowry, Kyle;1;35.4;$8,600;tor;H;atl;121;125;36.93;27pt 2rb 6as 3to 6trey 9-16fg 3-6ft
20161216;4420;PG;Thomas, Isaiah;1;35.1;$8,200;bos;H;cha;96;88;34.98;26pt 3rb 5as 2to 2trey 9-20fg 6-7ft
20161216;4616;SG;Caldwell-Pope, Kentavious;1;34.7;$5,500;det;A;was;108;122;33.80;24pt 6rb 3as 1st 3to 4trey 9-17fg 2-3ft
20161216;4595;PG;Schroder, Dennis;1;34.4;$7,000;atl;A;tor;125;121;28.82;24pt 2rb 6as 1st 3to 2trey 8-12fg 6-7ft
20161216;4077;SG;Gordon, Eric;;33.7;$5,300;hou;H;nor;122;100;27.87;29pt 1rb 1as 1st 1bl 2to 7trey 10-17fg 2-2ft
20161216;4494;SG;Beal, Bradley;1;33.4;$7,000;was;H;det;122;108;33.87;25pt 2rb 4as 2trey 10-16fg 3-3ft
20161216;3619;SG;Allen, Tony;1;32.3;$5,200;mem;H;sac;92;96;33.92;16pt 9rb 1as 2st 1bl 2to 6-13fg 4-6ft
20161216;4199;SG;Temple, Garrett;1;32.2;$4,000;sac;A;mem;96;92;37.37;17pt 6rb 4as 2st 2to 3trey 4-11fg 6-6ft
20161216;3814;PG;Williams, Deron;1;31.5;$6,100;dal;A;uta;100;103;34.72;18pt 7as 2st 1to 1trey 6-11fg 5-5ft
20161216;3786;PG;Paul, Chris;1;31;$9,400;lac;A;mia;102;98;34.43;17pt 5rb 6as 1to 1trey 6-15fg 4-6ft
20161216;3816;SG;Williams, Louis;;29.5;$5,600;lal;A;phi;100;89;23.38;18pt 3as 4st 1to 1trey 5-12fg 7-8ft
20161216;4078;PG;Augustin, D.J.;1;29.2;$3,600;orl;H;bkn;118;111;27.17;17pt 6rb 4as 1st 3to 2trey 6-14fg 3-3ft
20161216;4799;PG;Russell, D'Angelo;1;28.4;$5,800;lal;A;phi;100;89;26.55;15pt 7rb 2as 1st 1bl 2to 3trey 4-12fg 4-4ft
20161216;4020;PG;Sessions, Ramon;1;28.2;$4,300;cha;A;bos;88;96;32.20;13pt 6rb 6as 1to 1trey 5-16fg 2-2ft
20161216;4405;PG;Joseph, Cory;;27.8;$4,100;tor;H;atl;121;125;26.78;17pt 4rb 4as 1trey 7-12fg 2-2ft
20161216;4468;SG;Fournier, Evan;1;26.3;$5,900;orl;H;bkn;118;111;31.28;21pt 4rb 1as 1to 3trey 5-15fg 8-9ft
20161216;4564;SG;Curry, Seth;;25;$4,100;dal;A;uta;100;103;27.77;13pt 5rb 4as 3trey 5-11fg 0-1ft
20161216;4831;PG;McConnell, T.J.;;24.7;$3,900;phi;H;lal;89;100;23.23;6pt 1rb 9as 3st 2to 2-5fg 2-2ft
20161216;4297;PG;Lin, Jeremy;;24.1;$6,700;bkn;A;orl;111;118;19.60;17pt 3rb 3as 1to 1trey 7-13fg 2-2ft
20161216;4699;PG;Payton, Elfrid;;23.7;$5,700;orl;H;bkn;118;111;20.83;10pt 6rb 5as 1to 4-11fg 2-2ft
