Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Myles Turner,IND,$6200,1,$6000,1,$25,1,$14750,1,$11900,1
Al Jefferson,IND,$3600,10,$3100,10,$10,9,$7450,9,$6000,10
Alexis Ajinca,NOP,$3500,11,$3000,12,$10,9,$5000,14,$6000,10
Omer Asik,NOP,$3500,11,$3000,12,$10,9,$5300,12,$6000,10
Robin Lopez,CHI,$5100,5,$4600,5,$17,4,$10250,5,$9100,5
Cristiano Da Silva Felicio,CHI,$3500,11,$3000,12,$10,9,$5000,14,$6000,10
John Henson,MIL,$4600,6,$4200,6,$15,5,$9450,7,$8400,6
Miles Plumlee,MIL,$3500,11,$3000,12,$10,9,$5300,12,$6000,10
Pau Gasol,SAS,$6000,3,$5200,4,$21,2,$12450,2,$10200,4
Dewayne Dedmon,SAS,$3500,11,$3100,10,$10,9,$6700,10,$6000,10
Tyson Chandler,PHO,$5600,4,$5400,3,$15,5,$9000,8,$10600,3
Mason Plumlee,POR,$6200,1,$5600,2,$21,2,$10700,4,$11200,2
Jusuf Nurkic,DEN,$4400,7,$3800,7,$14,7,$11250,3,$7400,7
Joakim Noah,NYK,$4400,7,$3800,7,$11,8,$10000,6,$7400,7
Guillermo Hernangomez,NYK,$3800,9,$3000,12,$10,9,$5600,11,$6000,10
Anderson Varejao,GSW,$3500,11,$3000,12,$10,9,$5000,14,$6000,10
JaVale McGee,GSW,$3500,11,$3400,9,$10,9,$5000,14,$6700,9
