Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Bismack Biyombo,ORL,$4300,7,$4500,7,$12,8,$8850,8,$8800,7
Nikola Vucevic,ORL,$7100,3,$6300,4,$24,5,$13150,5,$12600,4
Andre Drummond,DET,$7900,2,$7400,2,$32,2,$16300,2,$14000,2
Aron Baynes,DET,$3500,11,$3800,10,$10,9,$5150,12,$7400,10
Omer Asik,NOP,$3600,10,$3000,11,$10,9,$5200,11,$6000,11
Alexis Ajinca,NOP,$3500,11,$3000,11,$10,9,$5000,13,$6000,11
Steven Adams,OKC,$4700,6,$4900,6,$19,6,$11850,6,$9800,6
Joffrey Lauvergne,OKC,$3500,11,$3000,11,$10,9,$7300,9,$6000,11
DeMarcus Cousins,SAC,$10900,1,$10900,1,$51,1,$20500,1,$19500,1
Kosta Koufos,SAC,$3500,11,$3000,11,$10,9,$5000,13,$6000,11
Joakim Noah,NYK,$4300,7,$3900,9,$13,7,$10800,7,$7700,9
Kyle O'Quinn,NYK,$3900,9,$4300,8,$10,9,$6800,10,$8400,8
Myles Turner,IND,$6400,5,$7000,3,$27,3,$14000,4,$13300,3
Rakeem Christmas,IND,$3500,11,$3000,11,$10,9,$5000,13,$6000,11
DeAndre Jordan,LAC,$6800,4,$6200,5,$25,4,$14750,3,$12300,5
