Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Timofey Mozgov,LAL,$3700,8,$3100,9,$10,6,$7350,7,$6000,9
Tarik Black,LAL,$4000,7,$3200,8,$10,6,$5650,9,$6300,8
Marcin Gortat,WAS,$6700,3,$6000,3,$19,3,$13450,3,$11900,3
Dwight Howard,ATL,$7100,2,$6900,2,$25,2,$14550,2,$12900,2
Clint Capela,HOU,$4900,4,$4700,4,$17,4,$11900,4,$9200,4
Nene Hilario,HOU,$4300,6,$3300,7,$10,6,$8350,6,$6400,7
Jahlil Okafor,PHI,$4700,5,$4400,5,$12,5,$8600,5,$8700,5
Joel Anthony,SAS,$3500,10,$3000,10,$10,6,$5000,10,$6000,9
Dewayne Dedmon,SAS,$3600,9,$3500,6,$10,6,$7200,8,$7000,6
JaVale McGee,GSW,$3500,10,$3000,10,$10,6,$5000,10,$6000,9
Anderson Varejao,GSW,$3500,10,$3000,10,$10,6,$5000,10,$6000,9
DeAndre Jordan,LAC,$8000,1,$7400,1,$31,1,$16100,1,$14000,1
Diamond Stone,LAC,$3500,10,$3000,10,$10,6,$5000,10,$6000,9
