Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Robin Lopez,CHI,$4900,6,$4500,6,$13,6,$9350,5,$8800,6
Cristiano Da Silva Felicio,CHI,$3500,10,$3000,12,$10,8,$5750,11,$6000,12
Karl-Anthony Towns,MIN,$10600,2,$10400,2,$47,2,$21050,2,$18600,2
Cole Aldrich,MIN,$3500,10,$3000,12,$10,8,$5050,13,$6000,12
Dewayne Dedmon,SAS,$4800,7,$4600,5,$10,8,$7000,8,$9100,5
Joel Anthony,SAS,$3500,10,$3000,12,$10,8,$5000,14,$6000,12
Kyle O'Quinn,NYK,$4400,8,$4500,6,$10,8,$6650,9,$8800,6
Guillermo Hernangomez,NYK,$5700,5,$4300,8,$14,5,$8000,6,$8400,8
Andre Drummond,DET,$8700,3,$7900,3,$36,3,$16000,3,$14600,3
Aron Baynes,DET,$3500,10,$3500,11,$10,8,$5000,14,$7000,10
Jonas Valanciunas,TOR,$5900,4,$5500,4,$18,4,$11850,4,$10900,4
Lucas Nogueira,TOR,$3900,9,$3600,10,$11,7,$7250,7,$7000,10
Alexis Ajinca,NOP,$3500,10,$3000,12,$10,8,$5450,12,$6000,12
Omer Asik,NOP,$3500,10,$3000,12,$10,8,$5000,14,$6000,12
DeMarcus Cousins,SAC,$11000,1,$11100,1,$57,1,$23950,1,$19800,1
Kosta Koufos,SAC,$3500,10,$3800,9,$10,8,$6100,10,$7400,9
