Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
John Henson,MIL,$4700,15,$4400,16,$15,16,$9000,16,$8700,16
Miles Plumlee,MIL,$3500,23,$3000,25,$10,19,$5150,26,$6000,24
Marcin Gortat,WAS,$6100,8,$5800,8,$25,6,$12600,11,$11500,8
Mason Plumlee,POR,$6100,8,$5300,12,$23,10,$10750,13,$10500,12
Myles Turner,IND,$5900,11,$5800,8,$25,6,$14200,6,$11500,8
Al Jefferson,IND,$3700,20,$3300,22,$10,19,$7200,20,$6400,22
Jusuf Nurkic,DEN,$4400,17,$4200,17,$16,15,$10950,12,$8400,17
Bismack Biyombo,ORL,$4400,17,$4800,14,$14,17,$8650,17,$9500,14
Nikola Vucevic,ORL,$7000,6,$5900,7,$24,9,$13500,7,$11600,7
Cody Zeller,CHA,$4500,16,$4100,18,$14,17,$8550,18,$8100,18
Spencer Hawes,CHA,$3500,23,$3000,25,$10,19,$5000,27,$6000,24
Tristan Thompson,CLE,$5100,13,$4900,13,$18,14,$10650,14,$9700,13
Chris Andersen,CLE,$3500,23,$3000,25,$10,19,$5000,27,$6000,24
Hassan Whiteside,MIA,$8800,2,$8600,2,$46,2,$18350,2,$15900,2
Willie Reed,MIA,$3500,23,$3600,20,$10,19,$5450,24,$7000,20
Robin Lopez,CHI,$5100,13,$4600,15,$19,13,$10000,15,$9100,15
Cristiano Da Silva Felicio,CHI,$3500,23,$3000,25,$10,19,$5000,27,$6000,24
Salah Mejri,DAL,$3800,19,$3600,20,$10,19,$5000,27,$7000,20
Clint Capela,HOU,$5900,11,$5400,10,$23,10,$12650,10,$10600,10
Nene Hilario,HOU,$3700,20,$3000,25,$10,19,$7050,21,$6000,24
Zaza Pachulia,GSW,$3500,23,$3300,22,$10,19,$7350,19,$6400,22
Anderson Varejao,GSW,$3500,23,$3000,25,$10,19,$5000,27,$6000,24
Marc Gasol,MEM,$8400,3,$7900,3,$33,3,$15100,4,$14600,3
Brook Lopez,BKN,$7300,5,$6400,5,$27,4,$13150,8,$12600,5
Justin Hamilton,BKN,$3500,23,$3800,19,$10,19,$5700,23,$7400,19
Pau Gasol,SAS,$6000,10,$5400,10,$21,12,$12950,9,$10600,10
Dewayne Dedmon,SAS,$3500,23,$3100,24,$10,19,$6950,22,$6000,24
DeMarcus Cousins,SAC,$11200,1,$10300,1,$52,1,$19250,1,$18300,1
Kosta Koufos,SAC,$3500,23,$3000,25,$10,19,$5000,27,$6000,24
Rudy Gobert,UTA,$7400,4,$7000,4,$27,4,$14300,5,$13300,4
Jeff Withey,UTA,$3500,23,$3000,25,$10,19,$5000,27,$6000,24
Omer Asik,NOP,$3600,22,$3000,25,$10,19,$5450,24,$6000,24
Alexis Ajinca,NOP,$3500,23,$3000,25,$10,19,$5000,27,$6000,24
DeAndre Jordan,LAC,$6900,7,$6300,6,$25,6,$15750,3,$12600,5
Diamond Stone,LAC,$3500,23,$3000,25,$10,19,$5000,27,$6000,24
