Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Rudy Gobert,UTA,$8,700,2,$8,000,2,$32,2,$15,300,2
Jeff Withey,UTA,$3,500,12,$3,600,11,$10,11,$5,000,14
DeAndre Jordan,LAC,$7,800,3,$6,300,4,$29,4,$13,550,3
Marcin Gortat,WAS,$4,900,10,$4,300,9,$17,7,$9,900,9,$8,400,7
Ian Mahinmi,WAS,$3,500,12,$3,300,12,$10,11,$6,100,12,$6,400,9
Tristan Thompson,CLE,$5,000,9,$4,400,8,$14,10,$10,900,7,$8,700,6
Larry Sanders,CLE,$4,000,11,$3,000,14,$10,11,$6,000,11
Jonas Valanciunas,TOR,$5,100,7,$4,900,6,$16,8,$11,100,6,$9,800,3
Lucas Nogueira,TOR,$3,500,12,$3,000,14,$10,11,$5,850,13,$6,000,11
Nerlens Noel,DAL,$5,900,5,$5,000,5,$16,8,$10,850,8,$9,800,3
Salah Mejri,DAL,$3,500,12,$3,000,14,$10,11,$5,000,14,$6,000,11
Guillermo Hernangomez,NYK,$5,100,7,$4,300,9,$18,6,$8,600,10,$8,400,7
Marshall Plumlee,NYK,$3,500,12,$3,000,14,$10,11,$5,000,14,$6,000,11
Dewayne Dedmon,SAS,$3,500,12,$3,200,13,$10,11,$7,400,11,$6,300,10
Pau Gasol,SAS,$5,600,6,$4,900,6,$19,5,$12,450,4,$9,800,3
Karl-Anthony Towns,MIN,$10,400,1,$10,700,1,$50,1,$21,500,1,$19,200,1
Cole Aldrich,MIN,$3,500,12,$3,000,14,$10,11,$5,000,14,$6,000,11
Jusuf Nurkic,POR,$6,700,4,$7,400,3,$30,3,$12,450,4,$14,000,2
