Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Rudy Gobert,UTA,$6700,3,$6900,3,$25,4,$13300,4,,
Jeff Withey,UTA,$3500,15,$3000,16,$10,14,$5000,15,,
Joakim Noah,NYK,$4500,10,$4600,8,$19,8,$5000,15,,
Kyle O'Quinn,NYK,$3500,15,$3100,15,$10,14,$6000,13,,
Mason Plumlee,POR,$5300,7,$5100,7,$21,6,$9000,10,,
Marc Gasol,MEM,$7200,2,$7000,2,$29,3,$14100,3,,
DeMarcus Cousins,SAC,$9700,1,$10100,1,$51,1,$19350,1,$18000,1
Kosta Koufos,SAC,$3600,14,$3200,14,$10,14,$5000,15,$6300,10
Jonas Valanciunas,TOR,$6100,4,$6600,4,$30,2,$14550,2,$12300,3
Lucas Nogueira,TOR,$3500,15,$3000,16,$10,14,$5000,15,$6000,11
Miles Plumlee,MIL,$3500,15,$3000,16,$10,14,$6700,12,$6000,11
Greg Monroe,MIL,$5900,6,$5700,6,$22,5,$11100,7,$11300,4
Andrew Bogut,DAL,$4200,11,$3600,12,$15,10,$10300,8,$7000,9
A.J. Hammons,DAL,$3500,15,$3000,16,$10,14,$5000,15,$6000,11
Jusuf Nurkic,DEN,$6000,5,$6400,5,$20,7,$12900,5,$12600,2
Tyler Zeller,BOS,$4100,12,$4300,10,$11,12,$5000,15,$8500,6
Tyson Chandler,PHO,$4700,9,$4600,8,$15,10,$9950,9,$9100,5
Alex Len,PHO,$4800,8,$4000,11,$16,9,$11300,6,$7800,7
Timofey Mozgov,LAL,$3800,13,$3600,12,$11,12,$8500,11,$7100,8
Tarik Black,LAL,$3500,15,$3000,16,$10,14,$5150,14,$6000,11
