Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Alexis Ajinca,NOP,$3500,7,$3000,8,$10,6,$5300,9,$6000,8
Omer Asik,NOP,$3500,7,$3000,8,$10,6,$5000,11,$6000,8
Joakim Noah,NYK,$4900,3,$4900,3,$15,3,$10750,3,$9700,3
Kyle O'Quinn,NYK,$4000,5,$3600,5,$10,6,$8600,6,$7100,5
Steven Adams,OKC,$5900,2,$6000,2,$21,2,$11700,2,$11900,2
Joffrey Lauvergne,OKC,$3500,7,$3000,8,$10,6,$7300,7,$6000,8
Robin Lopez,CHI,$4200,4,$3900,4,$13,4,$9050,5,$7700,4
Cristiano Da Silva Felicio,CHI,$3500,7,$3000,8,$10,6,$5200,10,$6000,8
Andrew Bogut,DAL,$3800,6,$3200,7,$11,5,$9450,4,$6300,7
Karl-Anthony Towns,MIN,$9200,1,$8900,1,$43,1,$18550,1,$16400,1
Cole Aldrich,MIN,$3500,7,$3400,6,$10,6,$6800,8,$6700,6
