Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Timofey Mozgov,LAL,$3500,11,$3200,12,$10,10,$7500,11,$6300,12
Tarik Black,LAL,$3500,11,$3000,14,$10,10,$5550,15,$6000,14
Hassan Whiteside,MIA,$9300,1,$9200,1,$45,1,$18300,1,$16900,1
Willie Reed,MIA,$3500,11,$3600,10,$10,10,$5800,14,$7100,10
Bismack Biyombo,ORL,$4700,8,$4300,8,$13,8,$9100,9,$8400,8
Nikola Vucevic,ORL,$7000,5,$6400,6,$26,5,$13350,5,$12700,3
Joakim Noah,NYK,$4300,9,$4100,9,$11,9,$9750,8,$8000,9
Guillermo Hernangomez,NYK,$4200,10,$3200,12,$10,10,$6150,13,$6300,12
Zaza Pachulia,GSW,$3500,11,$3000,14,$10,10,$7800,10,$6000,14
Anderson Varejao,GSW,$3500,11,$3000,14,$10,10,$5000,16,$6000,14
Brook Lopez,BKN,$7800,3,$6700,4,$29,2,$15000,2,$12600,5
Al Horford,BOS,$8000,2,$6800,3,$29,2,$14200,3,$12700,3
Tyler Zeller,BOS,$3500,11,$3000,14,$10,10,$5000,16,$6000,14
Myles Turner,IND,$6700,6,$6600,5,$25,6,$14100,4,$12300,6
Rakeem Christmas,IND,$3500,11,$3000,14,$10,10,$5000,16,$6000,14
Pau Gasol,SAS,$6400,7,$5700,7,$19,7,$12950,7,$11200,7
Dewayne Dedmon,SAS,$3500,11,$3400,11,$10,10,$6850,12,$6700,11
DeAndre Jordan,LAC,$7400,4,$6900,2,$29,2,$13350,5,$13000,2
Diamond Stone,LAC,$3500,11,$3000,14,$10,10,$5000,16,$6000,14
